ID_TRAMIT;NOM_TRAMIT;DESCRIPCIO_TRAMIT;TEMA;CODI_AMBIT;DESCRIPCIO_AMBIT;IMMEDIAT;GRATUIT;REQUISITS;NORMATIVA_APLICABLE;RESPONSABLE;ENLLACOS_RELACIONATS;DATA_CREACIO;PARAULES_CLAUS;CANAL_TELEMATIC;CANAL_PRESENCIAL;CANAL_TELEFONIC;CANAL_MOBIL;CANAL_QUIOSC;IDIOMA
***080718;Cita prèvia amb les tècniques Sra. S. SANCHEZ i Sra. M. SURRA;"om es pot fer?Preu
En què consisteix el tràmit?
Aquest tràmit consisteix en demanar dia i hora per poder realitzar consultes sobre els requisits  legals  que  han  de  complir  els  establiments  en  relació  amb  la  normativa  vigent  i  consultes  generals  sobre  expedients  en  tràmit.  Les  tècniques  de  la  Unitat  de  Protecció  de  la  Salut  referents en aquest tràmit són ";;;;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=122&idAmbito=62&idDepartamento=162&idTramite=342&idAgenda=342;25/05/2017;;;N;N;N;;Català
***080719;Cita prèvia amb les Tècniques Sra.M. MAYO i Sra. M. SANCHEZ;"om es pot fer?Preu
En què consisteix el tràmit?
Aquest tràmit consisteix en demanar dia i hora per poder realitzar consultes sobre els requisits  legals  que  han  de  complir  els  establiments  en  relació  amb  la  normativa  vigent  i  consultes  generals  sobre  expedients  en  tràmit.  Les  tècniques  de  la  Unitat  de  Protecció  de  la  Salut  referents en aquest tràmit són ";;;;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=122&idAmbito=62&idDepartamento=162&idTramite=323&idAgenda=323;25/05/2017;;;N;N;N;;Català
***069615;Cita prèvia per Consultes generals de protecció de la salut;"om es pot fer?Documentació que cal aportar:
En què consisteix el tràmit?
Aquest tràmit  consisteix en demanar dia i hora per poder demanar informació  sobre  temes  relacionats amb les activitats de la Unitat de Protecció de la Salut, tals com, informació general  sobre  el  les  activitats  i  programes  de  la  Unitat  de  Protecció  de  la  Salut,  informació  sobre  expedients en";;;;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=122&idAmbito=62&idDepartamento=162&idTramite=324&idAgenda=324;25/05/2017;;;N;N;N;;Català
***069696;Baixa per rebre informació de Medi Ambient ;"Demanar la baixa de l’adreça electrònica personal o d’una entitat a una llista  de distribució de correu electrònic per tal de deixar de rebre informació sobre  activitats mediambientals.
Qui ho pot demanar?
Qualsevol persona física i/o jurídica.
Com es pot fer?
En línia
Mitjançant el formulari electrònic publicat en aquesta Seu electrònica. Només cal  clicar al link 'Fes-ho ara! En línia' i seguir les indicacions.
Presencialment
Àrea de Medi Ambient i Sostenibilitat
Impresos model
Documentació que cal";;0016;medi ambient;;S; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***069696#wlp_detall_tramit;18/06/2015;;;S;N;N;;Català
***015001;Informació d'activitats de Medi ambient;"Demanar la inclusió de l’adreça electrònica personal o d’una entitat a una  llista  de  distribució  de  correu  electrònic  per  tal  de  rebre  informació  sobre  activitats mediambientals.
Qui ho pot demanar? Qualsevol persona física i/o jurídica
Com es pot fer? En línea Mitjançant el formulari electrònic publicat en aquesta Seu electrònica. Només  cal clicar al link 'Fes-ho ara!. En línia' i seguir les indicacions.
Presencialment
Àrea de Medi Ambient i Sostenibilitat.
Documentació que cal aportar Imprè";;0016;medi ambient;;S; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015001#wlp_detall_tramit;19/06/2015;;;S;N;N;;Català
***076526;Cita prèvia per gestions d'ESPORTS;"SERVEI
En què consisteix el tràmit?
Aquest tràmit consisteix en poder demanar una cita prèvia (dia/hora) per poder  fer una consulta o gestió relacionada amb la gestió d’Esports.
Addicionalment també es pot fer la Consulta i anul·lació de les cites prèvies.
Qui ho pot demanar?
Qualsevol persona física major d’edat.
Com es pot fer?
En línia
Mitjançant el tràmit en línia, clicant al link ‘Demana cita! En línia’. Cal anar  seguint les passes que proposa el sistema. En cas de dubte, podeu veure les  Instruccions a l’apartat ‘Documentació’.
Quan s’acaba la petició de la cita prèvia mitjançant la Web, el programa emetrà  un document  amb les dades de la cita i u";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=22&idAmbito=22&idDepartamento=22&idTramite=362&idAgenda=362;08/04/2021;;;S;N;N;;Català
***075202;Cita prèvia per gestions de CEMENTIRIS;"uació  actual   del  Covid-19,   temporalment   no   es  poden  agafar  cites  prèvies  pel  web.  Per  qualsevol  consulta  o  dubte  poden  trucar   als   telèfons   93   483   **   **   i   93   483   **   **,   o   al   correu 
cementiris************* 
En que consisteix el tràmit? Aquest tràmit consisteix en poder demanar una cita prèvia (dia/hora) per  poder fer una consulta o gestió relacionada amb Cementiris. Addicionalment també es pot fer la Consulta i anul·lació de les cites prèvies.
Qui ho pot demanar? Qualsevol ciutadà.
Com es pot fer? En línia Mitjançant el tràmit en línia, clicant al link ‘Demana Cita! En línia’. Cal anar  seguint les passes que proposa el sistema. En cas de dubte, podeu veure les  Instruccions a l’apartat ‘Documentació’. Quan  s’acaba  la  petició  de  la  cita  prèvia  mitja";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=82&idAmbito=42&idDepartamento=102&idTramite=142&idAgenda=142;21/01/2021;;;S;S;S;;Català
***080548;Cita prèvia per sol.licituds d' Escolarització fora de termini i Informació general;"Aquest  tràmit  consisteix  en  poder  demanar  una  cita  prèvia  (dia/hora)  per  poder fer una sol.licitud de plaça escolar fora de termini o fer una consulta  relacionada amb l’escolarització a Badalona.
Addicionalment també es pot fer la Consulta i anul·lació de les cites prèvies.
Qui ho pot demanar? Poden sol.licitar plaça escolar  Fora de termini (durant el curs) les persones  que  vinguin  a  residir  al  municipi  durant  el  curs  escolar  i  necessitin  plaça  escolar o els ciutadans residents que canviin de vivenda a una altra zona  educativa. Poden  demanar  cita  per  informació  gener";;0010;educació;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=142&idAmbito=82&idDepartamento=182&idTramite=402&idAgenda=402;11/07/2017;;;S;N;N;;Català
***084350;Alta al Butlletí d'educació e-clip;"r tal de rebre el Butlletí d’educació e-clip de l’Ajuntament de  Badalona, que s’envia quinzenalment.
Qui ho pot demanar?
Qualsevol ciutadà
Com es pot fer?
En línia
Mitjançant el tràmit en línia, clicant al link ‘Fes-ho ara’ i omplint les dades que  es demanen en el formulari.
La subscripció també la podeu fer des de la mateixa Newsletter.
Documentació que cal aportar
No se’n requereix.
Preu
Gratu tï
Període de tramitació
Tot l'any
Termini de resolució
Immediat
Organisme responsable
Departament d’Educac";;;;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***084350#wlp_detall_tramit;20/05/2019;;;N;N;N;;Català
***084349;Baixa del Butlletí d'educació e-clip;"per tal de deixar de rebre el Butlletí d’educació e-clip de  l’Ajuntament de Badalona, que s’envia quinzenalment.
Qui ho pot demanar?
Tots els ciutadans que s’han subscrit al Butlletí e-clip.
Com es pot fer? Com es pot fer?
En línia
Mitjançant el tràmit en línia, clicant al link ‘Fes-ho ara’ i omplint les dades que  es demanen en el formulari.
Després de sol·licitar la baixa de la subscripció, rebreu un correu electrònic a la  vostra bústia, per tal que la confirmeu.
La baixa també la podeu fer des de la mateixa Ne";;;;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***084349#wlp_detall_tramit;20/05/2019;;;N;N;N;;Català
***089085;Cita prèvia per a ASSESSORAMENT ENERGÈTIC;"ualsevol ciutadà o entitat Com es pot fer?Departament d’Ecologia Urbana Documentació que cal aportarDurant el procés d’assessorament se sol·licitarà que l’interessat aporti factures originals del consum elèctric.PreuPeríode de tramitacióTermini de resolucióÒrgan responsable
En què consisteix el tràmit?
Aquest   tràmit   consisteix   en   poder   demanar   una   cita   prèvia   (dia/h";;0016;medi ambient;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=162&idAmbito=42&idDepartamento=202&idTramite=422&idAgenda=422;08/08/2018;;;S;N;N;;Català
***089538;Cita prèvia per Emprenedoria Cultural;"amb aquest tràmit, poseu-vos en contacte  amb el Badiu Jove : badiujove************* .Gràcies 
En que consisteix el tràmit?
Aquest tràmit consisteix en poder demanar una cita prèvia (dia/hora) per a  realitzar una assessoria en temes emprenedoria cultural i autoocupació amb  un/a orientador/a del Badiu Jove (C. Ausiàs ********). Aquesta assessoria  posa a l'abast la informació necessària per orientar els joves en la tasca de  crear la seva pròpia ocupació, empresa dins de l'àmbit cultural i/o creatiu. 
Addicionalment també es pot fer la Consulta i anul·lació de les cites prèvies.
Qui ho pot demanar? Joves fins a 35 anys.
Com es pot fer? En línia
Mitjançant el tràmit en línia, clicant al link ‘Demana cita! En línia’. Cal anar  seguint les passes que proposa el sistema. En cas de dubte, podeu veure les  Instruccions a l’apartat ‘Documentació’.
Quan  s’acaba  la  petició  de  la  cita  prèvia  mi";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=102&idAmbito=62&idDepartamento=122&idTramite=482&idAgenda=502;28/05/2020;;;S;N;N;;Català
***096075;Cita prèvia per a l'OMD 3 - La Morera (ara a Can Cabanyes);"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits IMPORTANT: Aquesta Oficina actualment està TANCADA. Podeu realizar els tràmits  corresponents agafant cita prèvia per l’Oficina municipal de CAN CABANYES (Sant Joan, *****), des del link d’aquesta mateixa pàgina.
En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits a  l’Oficina municipal del Districte (OMD) de Can Cabanyes   (  Sant Joan, *****  ):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=603&idAgenda=623;13/07/2020;;;S;N;N;;Català
***095903;Cita prèvia pel Registre General;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a tràmits del Registre General de  l’Ajuntament de Badalona.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=22&idAmbito=22&idDepartamento=22&idTramite=582&idAgenda=602;18/06/2020;;;S;N;N;;Català
***096074;Cita prèvia OMD 6 - Sant Roc;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=608&idAgenda=628;13/07/2020;;;S;N;N;;Català
***096079;Cita prèvia per a l'OMD 4 - La Salut / Llefià;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD) de Llefià i la Salut (atenció  conjunta per a les dues zones):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=605&idAgenda=625;13/07/2020;;;S;N;N;;Català
***096073;Cita prèvia OMD 5 - El Gorg;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=607&idAgenda=627;13/07/2020;;;S;N;N;;Català
***096076;Cita prèvia per a l'OMD 1 - La Plana;"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits  en aquesta l’Oficina municipal del Districte (OMD):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’    indicant-nos el tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=602&idAgenda=622;13/07/2020;;;S;N;N;;Català
***096078;Cita prèvia per a l'OMD 2- La Colina (ara a Can Cabanyes);"/Idctecreation_date>

<IdcteCreator>Writer</IdcteCreator>

<Idctepublisher>OpenOffice.org 3.1</Idctepublisher>


Serveis i tràmits IMPORTANT: Aquesta Oficina actualment està TANCADA. Podeu realizar els tràmits  corresponents agafant cita prèvia per l’Oficina municipal de CAN CABANYES (Sant Joan, *****), des del link d’aquesta mateixa pàgina.
En què consisteix el tràmit? Aquest tràmit consisteix en demanar cita prèvia per a fer algun dels següents tràmits a  l’Oficina municipal del Districte (OMD) 2 de Can Cabanyes (c/   Sant Joan, *****   ):
- Volant d'empadronament ( Individual / Col.lectiu de residència / Renovació ) - Registre General (queixes, incidències,...) - Targetes rosa de transport - Altres possibles temes relacionats amb el districte
És important que, en fer la reserva, empleneu el camp de ‘  Descripció/Observació’   indicant-nos el  tràmit que voleu fer, per a una atenció més òptima.
Qui ho pot demanar? Qualsevol persona física major d’eda";;;;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=242&idAmbito=62&idDepartamento=322&idTramite=603&idAgenda=623;13/07/2020;;;S;N;N;;Català
