ID,ENTITAT,SECTORSEMANTIC1,SECTORSEMANTIC2,ANY_CONSTITUCIO,WEB
437,FUNDACIÓ CARLES BLANCH,Sociosolidàries,suport social,2013,www.fje.edu/fcb
942,FUNDACIÓ CHAMPAGNAT FUNDACIÓ PRIVADA,Educació,altres entitats d'educació,2022,
723,FUNDACIÓ DAINA PER LA DEFENSA DELS ANIMALS I LA NATURA,Sociosolidàries,protectora animals,2011,
866,FUNDACIÓ DOMUS MISERICORDIAE SANT JOSEP,Sociosolidàries,suport social,2020,
926,FUNDACIÓ ÈPICA LA FURA DELS BAUS,Culturals,activitats diverses,2022,www. epicalab.com
913,FUNDACIÓ ESPORTIVA D'ARENYS DE MAR,,,2021,www.fedmar.com
891,FUNDACIÓ FUTBOL BADALONA,Esportives,futbol,2019,
771,FUNDACIÓ GESTIÓ I SUPORT,Sociosolidàries,discapacitats/des,2013,
933,FUNDACIÓ INSTITUT D'INVESTIGACIÓ EN CIÈNCIES DE LA SALUT GERMANS TRIAS I PUJOL,Sociosolidàries,altres entitats sociosolidàries,2022,www.germanstrias.org
469,FUNDACIÓ INTERMÓN OXFAM,Sociosolidàries,internacional,2012,
247,FUNDACIO INTERNACIONAL OLOF PALME,Sociosolidàries,suport social,2012,www.fiop.net
849,FUNDACIÓ ISOM,Sociosolidàries,suport social,2017,www.isom.cat
884,FUNDACIÓ PER A LA RECERCA BIOMECÀNICA GERMANS TRIAS I PUJOL,Sociosolidàries,altres entitats sociosolidàries,2019,www.igtp.catSevei de Salut
367,"FUNDACIÓ PERE CLOSA, per la formació i promoció dels gitanos a Catalunya",Sociosolidàries,suport social,2013,www.fundaciopereclosa.org
905,"FUNDACIÓ PRESÈNCIA, ACCÉS I MOBILITAT",,,2020,
288,Fundació Privada  MON-3,Sociosolidàries,internacional,1997,
658,FUNDACIÓ PRIVADA AMIBA,Sociosolidàries,suport social,2013,"www.a,iba.org"
698,FUNDACIÓ PRIVADA AMICS GENT GRAN ,Sociosolidàries,gent gran,2013,www.amicsdelagentgran.org
586,FUNDACIÓ PRIVADA ATENEU SANT ROC,Sociosolidàries,suport social,2013,www.fundacioateneusantroc.org
504,FUNDACIÓ PRIVADA BADALONA CONTRA EL CÀNCER,Sociosolidàries,suport social,2003,
706,FUNDACIÓ PRIVADA BADALONA OBERTA,Sociosolidàries,altres entitats sociosolidàries,2020,
310,Fundació Privada BADALONA TREBALL PELS DISMINUÏTS,,,1998,
944,FUNDACIÓ PRIVADA CORAVANT,Sociosolidàries,suport social,2023,
811,FUNDACIÓ PRIVADA ESPAI NATURA I JOVENTUT,Sociosolidàries,infància,2015,www.fundacioespai naturajoventut.org
920,FUNDACIÓ PRIVADA FORMACIÓ I TREBALL,Sociosolidàries,suport social,2021,www.formacioitreball.org
836,FUNDACIÓ PRIVADA GERMINA,Sociosolidàries,suport social,2016,www.germina.org
924,FUNDACIÓ PRIVADA GUNÉ PER A LA INFÀNCIA I EL CODESENVOLUPAMENT,Sociosolidàries,infància,2020,www.projectes@fundaciogune.org
636,FUNDACIÓ PRIVADA JOVENTUT,Esportives,bàsquet,2012,www.penya.com
776,FUNDACIÓ PRIVADA JUBERT FIGUERAS,Sociosolidàries,suport social,2013,www.fjubertfigueras.org
928,FUNDACIÓ PRIVADA LLARS COMPARTIDES,Sociosolidàries,gent gran,2022,www.llarscompartides.org
778,FUNDACIÓ PRIVADA LLEGAT ROCA I PI,Sociosolidàries,suport social,2013,www.rocaipi.cat
569,FUNDACIÓ PRIVADA SALUT ALTA,Sociosolidàries,suport social,2020,www.fundaciolasalutalta.org
653,FUNDACIÓ PRIVADA SIQUE,Sociosolidàries,discapacitats/des,2013,www.fundaciosique.org
426,FUNDACIO SANT PERE CLAVER DEL CLOT (Centre d'esplai Lluís Mª Chanut),,,2020,
717,FUNDACIÓN AYUDA SOLIDARIA HIJAS DE JESUS,Sociosolidàries,internacional,2013,www.fasfi.org
445,FUNDACION FAMILIAS UNIDAS,Sociosolidàries,internacional,2020,www.familiasunidas.org
950,FUNDACIÓN INTERMEDIA,Sociosolidàries,suport social,2023,
870,FUNDACIÓN VICENTE FERRER,Sociosolidàries,internacional,2018,www.fundacionvicenteferrer.org
614,FUTBOL CLUB DIAGONAL,Esportives,futbol,2020,
635,GESTA,Sociosolidàries,internacional,2012,www.gesta-africa.org
379,GREMI DE CONSTRUCTORS D'OBRES DE BADALONA,Econòmiques,gremis,2012,www.febbdn.com
144,GREMIO COMARCAL DE HOSTELERIA Y TURISMO DE BADALONA,,,2013,ght.cat
356,GRUP BELLES ARTS MUSEU DE BADALONA ASSOC,Culturals,altres entitats culturals,2013,
232,GRUP DE COMERCIANTS CANONGE BARANERA,Econòmiques,botiguers/res,2017,
111,GRUP DE DIABLES DE BADALONA,Culturals,tradicionals,1991,
389,GRUP DE DONES A DALT LA VILA,Sociosolidàries,dones,2001,
341,GRUP DE DONES CONGRÉS,Sociosolidàries,dones,2020,
461,GRUP DE DONES DE BONAVISTA,Sociosolidàries,dones,2013,
259,Grup de Dones DONES EN MOVIMENT,Sociosolidàries,dones,2013,
372,GRUP DE DONES VENUS,Sociosolidàries,dones,2020,
297,GRUP DE DONES VERGE DE LA SALUT,Sociosolidàries,dones,2013,
254,GRUP DE TEATRE EL GRIS SALESIANS BADALONA,Culturals,teatre,1987,www.elgristeatre.com
69,GRUP D'ESPELEOLOGIA DE BADALONA,Esportives,altres activitats esportives,1988,www.gencat.es/entitats/espeleolo.htm
150,GRUP D'ESPLAI NOLOSE,Lleure,esplais,2012,
178,GRUP EXCURSIONISTA NOVA LLOREDA,Lleure,excursionisme,1994,
146,GRUP FILATELIC BADALONA,Culturals,altres entitats culturals,2013,www. grupfilatelicbadalona.blogspot.com
45,GRUPO AMIGOS DEL MINUSVALIDO -GAM-,Sociosolidàries,discapacitats/des,2010,
299,HERMANDAD ROCIERA ANDALUZA VIRGEN DEL ROCIO LA ESPERANZA,,,1987,
869,IGLESIA EVANGÉLICA DE RESTAURACIÓN CRISTIANA EL SHADDAI ,Sociosolidàries,suport social,2020,
704,IGLESIA EVANGÉLICA PASIÓN DE MULTITUDES MARANATA,Culturals,altres entitats culturals,2011,
739,IGLESIA EVANGELISTA EBENEZER DE BARCELONA,,,2012,www.esglesiaevangelica-manna.com
384,INFANCIA CON FUTURO,Sociosolidàries,altres entitats sociosolidàries,2013,infanciaconfuturo.org
867,INTEGRACIÓ SOCIAL DE MENORS -ISOM-SCCL,Sociosolidàries,infància,2017,www.isom.cat
784,IPANEMA (Asociación de usuarios/as de Cannabis),Lleure,altres entitats de lleure,2014,
697,JUSTÍCIA I PAU,Sociosolidàries,altres entitats sociosolidàries,2010,www.justiciaipau.org
780,KAYA (Asociación de usuarios/as de cannabis),Culturals,altres entitats culturals,2014,
192,"K-LIU BADALONA ""ASSOCIACIÓ INFANTIL I JUVENIL""",Lleure,esplais,1994,
489,LA BOSSA VERDA - ADIT,Culturals,tradicionals,2012,
593,LA TROBADA Associaci'o d'Usuaris de la Salut Mental,Sociosolidàries,suport social,2006,
406,L'AULA PER L'ESTUDI I LES TERÀPIES ALTERNATIVES,Culturals,comunicació,2012,
215,LLAR DEL SORD DE BADALONA,Sociosolidàries,discapacitats/des,1987,
198,LLIGA CATALANA PROM.INTEG.MINORIA NEGRA ESPANYOLA -LICAPIMNE,Sociosolidàries,internacional,1995,
361,"MARENOSTRUM, Associació pro persones amb retard mental",,,1999,
825,MARLEY'S DREAM ASSOCIACIÓ CANNÀBICA,Culturals,altres entitats culturals,2016,
600,MEDICAMENTS SOLIDARIS,Sociosolidàries,internacional,2013,
312,MENJAR SOLIDARI,Sociosolidàries,suport social,1998,
530,MIQUELETS DE BADALONA COLLA TRABUCAIRE,Culturals,tradicionals,2013,www.miqueletsdebadalona.com
492,"MIRA, MIRA, Club d'Amics dels Estels",Lleure,altres entitats de lleure,2003,www.mira-mira.org
508,MOTOCLUB BADALONA,Esportives,altres activitats esportives,2020,
543,OBSERVATORI DE LA VIOLÈNCIA DE GÈNERE I DE LA DISCRIMINACIÓ A BADALONA,Sociosolidàries,dones,2004,
903,OCULARIS ASSOCIACIÓ,,,2020,www.ocularis.ong
151,OMNIUM CULTURAL,Culturals,activitats diverses,2013,www.omniumcultural.com
15,ORFEO BADALONI,,,2012,
579,PAISANOS DE DOS TORRES EN CATALUNYA,Culturals,festes populars,2012,
937,PAK I CARE CRICKET CLUB BADALONA,Esportives,altres activitats esportives,2022,
124,PASSADA DE SANT ANTONI ABAD DE BADALONA,Culturals,tradicionals,2012,
294,PENYA BARCELONISTA D'ARTIGUES I BADALONA SUD,,,2012,
479,PENYA BARCELONISTA DE BUFALA,Esportives,futbol,2002,
363,PENYA BARCELONISTA PEP VENTURA DE BADALONA,Esportives,altres activitats esportives,2020,
484,PENYA BLANC I BLAVA BADALONA 2002,Esportives,futbol,2003,
362,PENYA FONDISTES BADALONA,Esportives,altres activitats esportives,2017,www.penyafondistesbadalona.com
478,PENYA MORERA CLUB DE FUTBOL,Esportives,futbol,2002,
10,PEÑA ANDALUZA JUAN DE ARCOS,,,2013,
174,PEÑA MADRIDISTA SISTRELLS,Esportives,altres activitats esportives,1993,
140,PEÑA PETANCA POMAR,Esportives,petanca,2012,
746,PICAM (Prevenció i informació càncer Molins),,,2013,www.picam.molinsderei.net
431,PLATAFORMA CIUTADANA BÉTULO,Sociosolidàries,suport social,2013,www.aebufala.entitatsbadalona.net
537,PLATAFORMA DEIXEM DE SER INVISIBLES,Sociosolidàries,discapacitats/des,2017,www.dsi.cat
534,PLATAFORMA PER A UN EQUIPAMENT SOCIOCULTURAL PER  PERSONES I ENTITATS DE BUFALÀ,Sociosolidàries,suport social,2004,www.canbarriga.org
477,PLATAFORMA SOCIO CULTURAL DE LA GENT GRAN,,,2013,
520,PONT DEL PETROLI,Culturals,altres entitats culturals,2003,
531,PRESPECTIVAS CLUB SOCIAL HUMANISTA,,,2004,
464,PROGAT BADALONA,Sociosolidàries,protectora animals,2004,www.progatbdn.org
252,PROMUSIC AMICS DEL JAZZ DE BADALONA,Culturals,musical,1996,
724,PUNT D'ART,Culturals,altres entitats culturals,2013,
482,QUART MÓN PARES CARMELITES,,,2013,
284,RACO DE L'ART I LA MUSICA,Culturals,musical,2012,
36,RADIO UNION BADALONA -RUBA-,Culturals,altres entitats culturals,1988,
334,RINCÓN EXTREMEÑO,Culturals,tradicionals,2013,
626,ROTARY CLUB BADALONA,Sociosolidàries,altres entitats sociosolidàries,2013,www.rotarybadalona.org
690,RUGBY CLUB BADALONA,Esportives,altres activitats esportives,1987,www.rugbybadalona.com
400,SALESIANS SANT JORDI,Lleure,esplais,2013,
819,"SARSAL, ASOCIACIÓN DE SEGURIDAD VIAL",Sociosolidàries,suport social,2013,www.sarsal.org
283,SETEM CATALUNYA (Servei Tercer Món),Sociosolidàries,internacional,1997,
674,"SOCIEDAD DE CAZADORES CAN MAYOT ""AMIGOS DEL PERRO""",Esportives,altres activitats esportives,2013,
340,SOCIETAT COLUMBICULTORA POMAR,Esportives,altres activitats esportives,1998,
293,SOCIETAT CORAL LA BADALONENSE,Culturals,musical,2013,
188,SOCIETAT CULTURAL L'OLIVA,Culturals,altres entitats culturals,2020,www.scloliva.com
417,SOCIETAT D'ACTIVITATS SUBAQUÀTIQUES DE BADALONA (SASBA),Esportives,activitats marítimes,2013,www.sasbabadalona.com
499,SOCIETAT DE CAÇADORS BADALONA,Esportives,altres activitats esportives,2003,www.cazabadalona.com
471,SOCIETAT ESPORTIVA DE PESCA MARÍTIMA BADALONA,,,2002,
573,SOCIETATAT DE CAÇADORS OCELLAIRE POMAR,Esportives,altres activitats esportives,2010,
715,"SOLIDARIDAD, EDUCACIÓN Y DESARROLLO (SED)",Sociosolidàries,internacional,2011,www.maristes.org/sed
515,SPORT CICLISTA BETULO,Esportives,ciclisme,2013,www.sportciclistabetulo.es
732,SRI GURU RAVIDASS BHAWAN,,,2020,
624,"TAI CHI, SALUT I CONCIÈNCIA",Educació,altres entitats d'educació,2013,
588,TALLER BDN,Culturals,activitats diverses,2006,
683,TEATRE DE PAS,Culturals,teatre,2010,
633,TENNIS CLUB BADALONA,Esportives,altres activitats esportives,2013,www.tennisclubbadalona.org
167,TERTULIA FLAMENCA DE BADALONA,Culturals,altres entitats culturals,2017,www.catertuliaflamenca.es
709,THE CRYPTS PRODUCTIONS,Culturals,altres entitats culturals,2012,www.thecrypts.org
886,TIJERAS SOLIDARIAS,Sociosolidàries,suport social,2019,www.tijerassolidarias.org
947,TURÓ GATS,Sociosolidàries,protectora animals,2020,
172,UNIÓ  ESPORTIVA LLONGUERAS DE SANT CRIST,Esportives,futbol,1993,
20,UNIO COMARCAL BARCELONES NORD -U G T-,,,2013,www. ugt.cat
78,UNIO DE CONSUMIDORS DE CATALUNYA,Econòmiques,altres entitats econòmiques,2013,
360,UNIÓ DEPORTIVA AGUILA,Esportives,futbol,2020,
879,UNIO GENERAL DE TREBALLADORS DE CATALUNYA,Sociosolidàries,partits i sindicats,2019,www.ugt.cat
455,UNIÓ GIMNÀSTICA I ESPORTIVA DE BADALONA,Esportives,atletisme,2020,ugab.iespana.es
18,UNIO LOCAL DE COMISSIONS OBRERES,,,2012,
199,UNION CICLISTA LA SALUD,Esportives,ciclisme,2013,www.uclasalud.cat
189,UNION DE RADIOAFICIONADOS DE ESPAÑA (Secc. Terrt. Badalona),Culturals,altres entitats culturals,1994,
656,UNITED FRIENDS CLUBS OF BARCELONA (Club de Amigos Unidos de Barcelona),Esportives,futbol,2009,
158,VADEVERD,,,1993,
638,VENERABLE I DISCRETA CONGREGACIÓ DE LA MARE DE DÉU DELS DOLORS ORDRE SEGLAR DELS,Culturals,tradicionals,2012,
665,VEU ANIMAL,,,2013,www.veuanimal.org
318,VIH-DA Associació,Sociosolidàries,suport social,2013,www.vih-da.entitatsbadalona.net
208,VOLUNTARIS BADALONA,Sociosolidàries,suport social,2013,
917,YOUNG TALENT BADALONA SUD,,,2021,www.youngtalenbadalona.com
894,ZONA CATALUÑA DE LA IGLESIA DE FILADELFIA,,,2019,
