ID,TIPUS_EQUIPAMENT,DESCRIPCIO_TIPUS_EQUIPAMENT,NOM,NOM_CONTACTE,COGNOM1_CONTACTE,COGNOM2_CONTACTE,TELEFON,EMAIL,URL,SIGLA,CARRER,CODI_CARRER,NRO,BIS,ESCALA,PIS,PORTA,CODI_DIVISIO_TERRITORIAL_ADM,CODI_DIVISIO_TERRITORIAL,CODI_POSTAL,CIUTAT,CODI_CIUTAT,PROVINCIA,CODI_PROVINCIA,PAIS,CODI_PAIS,UTMX,UTMY,LATITUD,LONGITUD,TIPO_UTM,ADREÇA_COMPLETA
182,E.Bres.Pub,Escoles bressol públiques,LLAR D'INFANTS PÚBLICA PINOTXO,,,,93395****,a80480**@********,,,,,,,,,,D-03,B-15,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.25******,,Av. Sabadell
183,E.Bres.Pub,Escoles bressol públiques,ESCOLA BRESSOL MUNICIPAL RALET RALET,,,,93399****,a80635**@********,http://badalona.cat/portalWeb/getfile?dID=61516&rendition=web,,,,,,,,,D-01,B-05,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Marquès de Mont-roig
184,E.Bres.Pub,Escoles bressol públiques,ESCOLA BRESSOL MUNICIPAL NERO NAS,,,,93399****,a80634**@********,http://badalona.cat/portalWeb/getfile?dID=83723&rendition=web,,,,,,,,,D-05,B-27,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Londres
185,E.Bres.Pub,Escoles bressol públiques,ESCOLA BRESSOL MUNICIPAL PAM I PIPA,,,,93398****,a80690**@********,http://badalona.cat/portalWeb/getfile?dID=61518&rendition=web,,,,,,,,,D-02,B-21,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,C/ Pau Picasso
186,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS BARRUFETS,,,,93395****,a80500**@********,http://barrufets.wordpress.com,,,,,,,,,D-03,B-16,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.25******,,C/ Astúries
187,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS WALT DISNEY,,,,93389****,in**@**************************,http://www.llardinfantswaltdisney.com,,,,,,,,,D-01,B-01,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Av. Martí Pujol
188,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS ARCO IRIS,,,,93397****,arcoiris**@**********,http://escolabressolarcoiris.es,,,,,,,,,D-05,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Bellavista
189,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS ASTÈRIX,,,,93399****,asterixbadalo**@********,,,,,,,,,,D-03,B-09,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,C/ Doctor Daudí
190,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS BABAR,,,,93387****,natycc**@***********,,,,,,,,,,D-05,B-29,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.22******,,Ctra. Santa Coloma
191,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS BABUS,,,,93460****,bab**@********,http://www.olcweb.net/babus,,,,,,,,,D-08,B-25,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.22******,,C/ Wagner
192,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS BAMBI,,,,93388****,encargarci**@*********,,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.22******,,C/ Richard Strauss
193,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS CULTURAL,,,,93387****,cultur**@********************,,,,,,,,,,D-05,B-29,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Ptge. Pi i Gibert
194,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS EL PATUFET,,,,93389****,patufet**@***********,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Sant Sebastià
195,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS EL TARONGER DEL VAILET,,,,93464****,in**@*********************,http://www.eltarongerdelvailet.com,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Alfons XII
196,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS ELS PETITS,,,,93389****,elspetitsguarder**@*********,http://www.elspetits.cat,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Av. President Companys
197,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS LAIETÀNIA,,,,93388****,a80012**@********,,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Saragossa
198,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS L'ESTEL,,,,93399****,leste**@***********,http://www.llarlestel.com,,,,,,,,,D-07,B-06,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.24******,,C/ Ausiàs March
199,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS MAINADA,,,,93383****,alinar**@***********,,,,,,,,,,D-05,B-29,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.22******,,Ptge. Marconi
200,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS PICAROL,,,,93399****,a80518**@********,xtec.cat/centres/a8051823/,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Don Pelai
202,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS RIALLES ,,,,93384****,dolorsbennas**@***********,"http://www.artesalleida.cat/serveisg.html
",,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Guifré
203,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS SNOOPY,,,,93383****,snoopyannaiban**@*********,,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Francesc Macià
204,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS SOL SOLET,,,,93383****,rafisolsol**@*********,,,,,,,,,,D-06,B-33,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.23******,,C/ Guifré
205,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS TABALET,,,,93384****,escolatabal**@***********,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Fluvià
206,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS TAM-TAM,,,,93387****,in**@************,"http//blocs.xtec.cat/tamtam/info
",,,,,,,,,D-06,B-30,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.22******,,Av. Joan XXIII
207,E.Bres.Pri,Escoles bressol privades,LLAR D'INFANTS VALONSADERO,,,,93389****,in**@***************,http://www.valonsadero.net,,,,,,,,,D-01,B-12,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.26******,,C/ Jaume Ribó
208,Llocs inte,Llocs d'interès turístic,ESCOLA DE NATURA ANGELETA FERRER - MASIA CAN MIRAVITGES,,,,93395****,escoladenatu**@************,,,,,,,,,,D-03,B-18,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.24******,,Can Miravitges. Pomar de Dalt
208,C.Especial,Centres especialitzats,ESCOLA DE NATURA ANGELETA FERRER - MASIA CAN MIRAVITGES,,,,93395****,escoladenatu**@************,,,,,,,,,,D-03,B-18,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.24******,,Can Miravitges. Pomar de Dalt
209,C.Especial,Centres especialitzats,CONSERVATORI PROFESSIONAL DE MÚSICA DE BADALONA,,,,93389****,,http://www.conservatoribdn.cat,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Pare Claret
210,C.Especial,Centres especialitzats,PATRONAT DE LA MÚSICA DE BADALONA,,,,93389****,embsecretar**@**************,http://www.embadalona.com/,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Pare Claret
211,C.Especial,Centres especialitzats,ESCOLA OFICIAL D'IDIOMES,,,,93383****,eoibadalo**@********,http://www.xtec.cat/eoibadalona/,,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.23******,,Av. Marquès de Montroig
212,C.Especial,Centres especialitzats,ESCOLA DEL MAR. CENTRE D'ESTUDIS MARINS DE BADALONA,,,,93384****,escoladelm**@************,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Rambla
213,C.Especial,Centres especialitzats,CENTRE DE NORMALITZACIÓ LINGÜÍSTICA DE BADALONA I SANT ADRIÀ (CNL),,,,93398****,badalo**@********,http://www.cpnl.cat/badalona,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,Av. Alfons XIII
214,C.Especial,Centres especialitzats,CENTRE MAREGASSA,,,,93399****,e.maregas**@***********,http://www.xtec.cat/centres/a8054289/,,,,,,,,,D-05,B-27,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Av. Doctor Bassols
216,Col Elec,Col·legis electorals,CEE ESCOLA LLEVANT,,,,93389****,a80342**@********,http://www.xtec.cat/centres/a8034291/,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Av. Martí Pujol
216,CPub.Esp,Centres públics d'educació especial,CEE ESCOLA LLEVANT,,,,93389****,a80342**@********,http://www.xtec.cat/centres/a8034291/,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Av. Martí Pujol
218,CPub.Esp,Centres públics d'educació especial,CEE CAN BARRIGA,,,,93397****,a80551**@********,http://www.xtec.cat/centres/a8055154/,,,,,,,,,D-03,B-09,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,Av. Martí Pujol
219,Adults,Aules i centres públics de formació d'adults,ESCOLA D'ADULTS GRAN SOL,,,,93383****,cfagrans**@********,http://www.xtec.cat/centres/a8060204/,,,,,,,,,D-05,B-27,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Berlín
220,Adults,Aules i centres públics de formació d'adults,ESCOLA D'ADULTS LLOREDA-LA PAU,,,,93383****,a80615**@********,http://www.xtec.cat/centres/a8061580/,,,,,,,,,D-08,B-23,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,C/ Figueres
221,Adults,Aules i centres públics de formació d'adults,ESCOLA D'ADULTS MORERA-POMAR,,,,93395****,a80602**@********,https://agora.xtec.cat/cfamorerapomar/,,,,,,,,,D-03,B-16,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.25******,,C/ Ferrer Bassa
222,Adults,Aules i centres públics de formació d'adults,ESCOLA D'ADULTS SANT ROC,,,,93460****,a80554**@********,"http://www.xtec.es/~jjover/sanroc.htm 
",,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Av. Maresme
223,CPrivConc,Centres privats concertats d'educació postobligatòria,ESCOLA JOAN MARAGALL CICLES FORMATIUS,,,,93383****,joanmaraga**@****************,http://www.joanmaragall.com,,,,,,,,,D-01,B-01,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.25******,,C/ Sant Ignasi de Loiola
224,C.Fútbol,Camps de fútbol,CAMP DE FUTBOL BUFALÀ,,,,93399****,,http://www.diba.es/ortofotos/esports/municipis/08015/11/11.htm,,,,,,,,,D-03,B-09,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,C/ Campoamor
225,C.Fútbol,Camps de fútbol,CAMP DE FUTBOL LLEFIÀ,,,,93387****,,http://www.diba.es/ortofotos/esports/municipis/08015/10/10.htm,,,,,,,,,D-05,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Rambla Solidaritat
226,C.Fútbol,Camps de fútbol,CAMP DE FUTBOL BADALONA SUD (SANT ROC),,,,93399****,,,,,,,,,,,D-05,B-29,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Av. Alfons XIII
227,C.Fútbol,Camps de fútbol,CAMP DE FUTBOL LLOREDA,,,,,,,,,,,,,,,D-08,B-23,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Av. Lloreda
228,C.Fútbol,Camps de fútbol,CAMP DE FUTBOL MORERA,,,,93395****,,,,,,,,,,,D-03,B-16,08916,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.25******,,Av. Carlemany
229,C.Fútbol,Camps de fútbol,CAMP DE FUTBOL POMAR,,,,,,,,,,,,,,,D-03,B-15,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.25******,,Av. Pomar
230,C.Fútbol,Camps de fútbol,CAMP DE FUTBOL MONTIGALÀ,,,,93465****,,http://www.diba.es/ortofotos/esports/municipis/08015/09/09.htm,,,,,,,,,D-,B-26,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,Trv. Montigalà
231,C.Fútbol,Camps de fútbol,CAMP DE FUTBOL PERE GOL,,,,93460****,,,,,,,,,,,D-02,B-21,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Av. Salvador Espriu
232,Poliesp.,Poliesportius,POLIESPORTIU LA PLANA,,,,93464****,,http://www.diba.es/ortofotos/esports/municipis/08015/05/05.htm,,,,,,,,,D-01,B-01,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,Pg. Plana
233,Poliesp.,Poliesportius,POLIESPORTIU LLEFIÀ,,,,93399****,,http://www.diba.es/ortofotos/esports/municipis/08015/06/06.htm,,,,,,,,,D-05,B-27,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Av. Doctor Bassols
234,Poliesp.,Poliesportius,POLIESPORTIU CASAGEMES,,,,93464****,,http://www.diba.es/ortofotos/esports/municipis/08015/07/07.htm,,,,,,,,,D-01,B-13,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.26******,,Pl. Casagemes
235,Poliesp.,Poliesportius,POLIESPORTIU BUFALÀ,,,,93383****,,http://www.diba.es/ortofotos/esports/municipis/08015/08/08.htm,,,,,,,,,D-03,B-09,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,C/ Campoamor
236,Poliesp.,Poliesportius,POLIESPORTIU JOAQUIM BLUME,,,,,,,,,,,,,,,D-02,B-19,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Selva
237,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA NOVA LLOREDA,,,,93387****,,,,,,,,,,,D-02,B-20,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Pl. Lloreda
238,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA LA PLATJA,,,,93383****,,,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.25******,,C/ Eduard Maristany
239,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA BONAVISTA,,,,,aavvbonavis**@*********,,,,,,,,,,D-03,B-10,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.24******,,C/ Eliseu Meifrèn
240,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA IRIS,,,,,,,,,,,,,,,D-01,B-13,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.26******,,Pl. Marinada s/n
241,Poliesp.,Poliesportius,PISTA POLIESPORTIVA SANT CRIST,,,,,,,,,,,,,,,D-02,B-19,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Àngel Guimerà
242,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA JOAQUIN RUYRA,,,,,,,,,,,,,,,D-07,B-04,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Joaquim Ruyra
243,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA ARTIGAS ,,,,,,,,,,,,,,,D-06,B-30,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.22******,,Pl. Nicaragua / Av.Joan XVIII
244,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA LA PAU,,,,,,,,,,,,,,,D-08,B-23,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.22******,,Pl. Músics
245,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA SANT JAUME,,,,93383****,,,,,,,,,,,D-06,B-33,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Alfons XII
246,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA PROGRÉS,,,,93460****,,,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.24******,,C/ Progrés
247,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA LA REGALÈSSIA (CONGRÈS),,,,93387****,,,,,,,,,,,D-06,B-32,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Sant Marc
248,P.Pol·lies,Pistes poliesportives,PISTES BÀSQUET PERE MARTELL,,,,93483****,,,,,,,,,,,D-02,B-21,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,C/ Pere Martell
249,Poliesp.,Poliesportius,PAVELLÓ MUNICIPAL PAÏSOS CATALANS,,,,93383****,,,,,,,,,,,D-07,B-06,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.24******,,C/ Ausiàs March
250,P.Esport,Palau Municipal d¿Esport,PALAU MUNICIPAL  D'ESPORTS,,,,93460****,,http://bit.ly/1dnZ1oc,,,,,,,,,D-07,B-04,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Ponent
250,Llocs inte,Llocs d'interès turístic,PALAU MUNICIPAL  D'ESPORTS,,,,93460****,,http://bit.ly/1dnZ1oc,,,,,,,,,D-07,B-04,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Ponent
251,P.Atletis.,Pistes atletisme,"PISTES D'ATLETISME ""PACO AGUILA""",,,,93395****,,http://www.diba.es/ortofotos/esports/municipis/08015/12/12.htm,,,,,,,,,D-03,B-08,08916,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.24******,,Carretera de Canyet
252,Altres Ins,Altres instal·lacions esportives,PISTA  CANYADÓ,,,,93483****,,,,,,,,,,,D-01,B-12,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.26******,,Edifici Sant Jordi
253,Petanca,Pistes de petanca,PETANCA BADALONA,,,,93398****,,,,,,,,,,,D-05,B-27,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Av. Doctor Bassols (davant del Parc les Palmeres)
254,Petanca,Pistes de petanca,PISTES PETANCA PAÏSOS CATALANS,,,,,,,,,,,,,,,D-01,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.24******,,Pl. Països Catalans
255,Petanca,Pistes de petanca,PETANCA BONAVISTA,,,,61719****,,,,,,,,,,,D-03,B-10,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.24******,,C/ Pintor Mir
256,Petanca,Pistes de petanca,PETANCA PARC G-5,,,,93465****,,,,,,,,,,,D-03,B-09,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.23******,,Pg. Olof Palme
257,Petanca,Pistes de petanca,PETANCA CANYADÓ,,,,93384****,,,,,,,,,,,D-01,B-12,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.26******,,Pl. La Baixadeta
258,Petanca,Pistes de petanca,PETANCA AV.ITÀLIA,,,,93397****,,,,,,,,,,,D-02,B-25,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.22******,,Av. Itàlia
259,Petanca,Pistes de petanca,PISTES PETANCA GRAN SOL,,,,,,,,,,,,,,,D-04,B-27,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Parc Gran Sol
260,Petanca,Pistes de petanca,PETANCA SANT JAUME,,,,93387****,,,,,,,,,,,D-07,B-05,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Alfons XII / Juli Galvez Brusón
261,Petanca,Pistes de petanca,PISTES PETANCA JOAQUIM RUYRA,,,,,,,,,,,,,,,D-05,B-04,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Doctor Ferran
262,Petanca,Pistes de petanca,PISTES PETANCA LA REGALÈSSIA (CONGRÈS),,,,,,,,,,,,,,,D-07,B-04,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Tortosa s/n
263,Petanca,Pistes de petanca,PETANCA LA SALUT,,,,93397****,,,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Torí
264,Petanca,Pistes de petanca,PISTES  PETANCA LLOREDA,,,,93388****,,,,,,,,,,,D-02,B-23,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Pl. Segona República
265,Petanca,Pistes de petanca,PETANCA MOLI DE LA TORRE,,,,93399****,,,,,,,,,,,D-03,B-16,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,C/ Molí de la Torre / C.Iberia
266,Petanca,Pistes de petanca,PETANCA MORERA,,,,93395****,,,,,,,,,,,D-03,B-16,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.25******,,C/ Torrent de la Font / C.Sant Vicenç
268,Petanca,Pistes de petanca,PISTES PETANCA NOVA LLOREDA,,,,93398****,,,,,,,,,,,D-02,B-20,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.22******,,Pl. Segona República
269,Petanca,Pistes de petanca,PISTES PETANCA RAMBLA SANT JOAN,,,,93383****,,,,,,,,,,,D-01,B-02,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Rambla Sant Joan
270,Petanca,Pistes de petanca,PETANCA MONT-ROIG,,,,,,,,,,,,,,,D-07,B-04,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.24******,,C/ Marqués de Montroig/ Ponent
271,Petanca,Pistes de petanca,PISTES PETANCA A.VV.POMAR,,,,93395****,,,,,,,,,,,D-03,B-15,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.25******,,Av. Primer de Maig  s/n
272,Petanca,Pistes de petanca,PISTES PETANCA RAVAL,,,,,,,,,,,,,,,D-07,B-07,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,C/ General Weyler/ C. Llefià
273,Petanca,Pistes de petanca,PETANCA RONDA LLEFIÀ,,,,93383****,,,,,,,,,,,D-04,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.21******,,C/ Ramiro de Maeztu
274,Petanca,Pistes de petanca,PETANCA SANT ANTONI LLEFIÀ,,,,93383****,,,,,,,,,,,D-05,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Ramiro de Maeztu/ C.Europa
275,Petanca,Pistes de petanca,PETANCA SANT CRIST,,,,93383****,,,,,,,,,,,D-02,B-19,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Felip II
276,Petanca,Pistes de petanca,PETANCA SANT JOAN LLEFIÀ ALT,,,,93397****,,,,,,,,,,,D-04,B-27,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Democràcia
277,Petanca,Pistes de petanca,PISTES PETANCA POMAR ALT,,,,,,,,,,,,,,,D-03,B-15,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.25******,,Av. Hospitalet
278,Petanca,Pistes de petanca,PETANCA SANT ROC,,,,,,,,,,,,,,,D-06,B-33,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.23******,,C/ Alfons XII
279,Petanca,Pistes de petanca,PETANCA SPORT SANT ROC,,,,,,,,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.22******,,C/ Covadonga / C.Badajoz
280,Petanca,Pistes de petanca,PETANCA TORRENT DE LA FONT,,,,93395****,,,,,,,,,,,D-03,B-16,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.25******,,C/ Torrent de la Font
281,Petanca,Pistes de petanca,PETANCA TRAFALGAR,,,,61721****,,,,,,,,,,,D-05,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Pl. Trafalgar
282,Petanca,Pistes de petanca,PETANCA  BUFALÀ,,,,93388****,,,,,,,,,,,D-03,B-09,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,C/ Campoamor
283,Petanca,Pistes de petanca,PETANCA  POMAR,,,,,,,,,,,,,,,D-03,B-15,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.25******,,Av. Pomar
286,Altres Ins,Altres instal·lacions esportives,CIRCUIT DE FITNESS PLATJA,,,,93483****,,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Pl. Badalona
288,P.Pol·lies,Pistes poliesportives,PISTA POLIESPORTIVA BUFALÀ,,,,93384****,,,,,,,,,,,D-03,B-09,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,C/ Campoamor
289,C.Esport.,Complexos esportius,COMPLEX ESPORTIU SISTRELLS,,,,93460****,administrac**@***********,http://www.cemsistrells.es,,,,,,,,,D-02,B-21,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.22******,,Pl. Alcalde Manent
290,C.Esport.,Complexos esportius,POLIESPORTIU MONTIGALÀ,,,,93465****,,http://www.diba.es/ortofotos/esports/municipis/08015/04/04.htm,,,,,,,,,D-08,B-25,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.22******,,C/ Rossini / Mendelson
291,C.Esport.,Complexos esportius,COMPLEX ESPORTIU MUNICIPAL LLEFIÀ,,,,93398****,,http://www.diba.es/ortofotos/esports/municipis/08015/02/02.htm,,,,,,,,,D-05,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Av. Pius XII
293,Petanca,Pistes de petanca,PETANCA MARESME,,,,93399****,,,,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.42******,2.21******,,Av. Maresme
294,Piscines,Piscines,PISCINA CENTRE,,,,93389****,,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Eduard Maristany
