NOM_PLATJA,BANDERA,QUALITAT_AIGUA,ESTAT_MAR,MEDUSES,TEMP_AIGUA,TEMP_AMBIENT,FORCA_VENT,TIPUS_VENT,UVI,DATA_ACTUALITZACIO
DEL COCO,VERDA,BONA,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DEL COCO,VERDA,BONA,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DEL COCO,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,14/06/2018
DEL COCO,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,18/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,18/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,18/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,18/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,18/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,18/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,18/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,18/06/2018
DEL COCO,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,19/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,19/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,19/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,19/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,19/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,19/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,19/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,19/06/2018
DEL COCO,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL COCO,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,26,vent fluixet,Migjorn(S),Alt,20/06/2018
DEL COCO,VERDA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL COCO,GROGA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Mar arrissada,NO,21,28,vent fluixet,Migjorn(S),Alt,21/06/2018
DEL COCO,VERDA,EXCEL-LENT,Mar arrissada,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,22/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Mar arrissada,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,22/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Mar arrissada,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,22/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Mar arrissada,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,22/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Mar arrissada,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,22/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Mar arrissada,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,22/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Mar arrissada,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,22/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Mar arrissada,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,22/06/2018
DEL COCO,GROGA,EXCEL-LENT,Maror,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Maror,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Maror,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Maror,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Maror,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Maror,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Maror,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Maror,NO,23,29,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL COCO,GROGA,EXCEL-LENT,Maror,NO,23,23,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Maror,NO,23,23,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Maror,NO,23,23,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Maror,NO,23,23,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Maror,NO,23,23,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Maror,NO,23,23,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Maror,NO,23,23,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Maror,NO,23,23,vent fluixet,Migjorn(S),Molt Alt,23/06/2018
DEL COCO,VERDA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Moderat,24/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Moderat,24/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Moderat,24/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Moderat,24/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Moderat,24/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Moderat,24/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Moderat,24/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Moderat,24/06/2018
DEL COCO,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL COCO,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL COCO,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Marejol,NO,18,23,calma,Migjorn(S),Alt,24/06/2018
DEL COCO,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL COCO,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL COCO,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL COCO,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PONT DEL PETROLI,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL L'ESTACIÓ,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PATí DE VELA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DELS PESCADORS,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL PONT D'EN BOTIFARRETA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL CRISTALL,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DE LA BARCA MARIA,GROGA,EXCEL-LENT,Marejol,NO,17,24,vent fluixet,Migjorn(S),Alt,25/06/2018
DEL COCO,VERDA,EXCEL-LENT,Marejol,NO,17,24,ventolina,Migjorn(S),Alt,25/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Marejol,NO,17,24,ventolina,Migjorn(S),Alt,25/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Marejol,NO,17,24,ventolina,Migjorn(S),Alt,25/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Marejol,NO,17,24,ventolina,Migjorn(S),Alt,25/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Marejol,NO,17,24,ventolina,Migjorn(S),Alt,25/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Marejol,NO,17,24,ventolina,Migjorn(S),Alt,25/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Marejol,NO,17,24,ventolina,Migjorn(S),Alt,25/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Marejol,NO,17,24,ventolina,Migjorn(S),Alt,25/06/2018
DEL COCO,VERDA,EXCEL-LENT,Marejol,NO,18,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Marejol,NO,18,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Marejol,NO,18,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Marejol,NO,18,25,ventolina,Migjorn(S),Alt,26/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Marejol,NO,18,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Marejol,NO,18,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Marejol,NO,18,25,ventolina,Migjorn(S),Alt,26/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Marejol,NO,18,25,ventolina,Migjorn(S),Alt,26/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL COCO,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL COCO,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Marejol,NO,21,25,ventolina,Migjorn(S),Alt,26/06/2018
DEL COCO,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,27/06/2018
DEL PONT DEL PETROLI,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,27/06/2018
DEL L'ESTACIÓ,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,27/06/2018
DEL PATí DE VELA,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,27/06/2018
DELS PESCADORS,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,27/06/2018
DEL PONT D'EN BOTIFARRETA,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,27/06/2018
DEL CRISTALL,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,27/06/2018
DE LA BARCA MARIA,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,27/06/2018
DEL COCO,VERDA,EXCEL-LENT,Marejol,NO,21,27,ventolina,Migjorn(S),Alt,28/06/2018
