CODI_DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;2013;6613;1;COM.MEN.ALMACENES POPULARES;4
EN EL MUNICIPI;2013;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;19
EN EL MUNICIPI;2013;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;16
EN EL MUNICIPI;2013;6539;1;COM.MEN.ART.HOGAR NCOP;2
EN EL MUNICIPI;2013;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;10
EN EL MUNICIPI;2013;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;17
EN EL MUNICIPI;2013;6445;1;COM.MEN.BOMBONES Y CARAMELOS;1
EN EL MUNICIPI;2013;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;15
EN EL MUNICIPI;2013;6553;1;COM.MEN.CARBURANTES Y ACEITES VEHICULOS;11
EN EL MUNICIPI;2013;6421;1;COM.MEN.CARNES,HUEVOS,CAZA Y GRANJA;2
EN EL MUNICIPI;2013;6424;1;COM.MEN.CARNICERIAS;7
EN EL MUNICIPI;2013;6422;1;COM.MEN.CARNICERIAS-CHARCUTERIAS;5
EN EL MUNICIPI;2013;6423;1;COM.MEN.CARNICERIAS-SALCHICHERIAS;2
EN EL MUNICIPI;2013;6426;1;COM.MEN.CASQUERIAS;1
EN EL MUNICIPI;2013;6546;1;COM.MEN.CUBIERTAS,BANDAS Y CAMARAS AIRE;3
EN EL MUNICIPI;2013;6545;1;COM.MEN.DE TODA CLASE DE MAQUINARIA;8
EN EL MUNICIPI;2013;6634;1;COM.MEN.DROGUERIA SIN ESTABLECIMIENTO;1
EN EL MUNICIPI;2013;6612;1;COM.MEN.EN HIPERMERCADOS;1
EN EL MUNICIPI;2013;641;1;COM.MEN.FRUTAS,VERDURAS;15
EN EL MUNICIPI;2013;6552;1;COM.MEN.GASES COMBUSTIBLES;1
EN EL MUNICIPI;2013;6444;1;COM.MEN.HELADOS;6
EN EL MUNICIPI;2013;6425;1;COM.MEN.HUEVOS,AVES,GRANJA Y CAZA;4
EN EL MUNICIPI;2013;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;8
EN EL MUNICIPI;2013;6513;1;COM.MEN.LENCERIA Y CORSETERIA;5
EN EL MUNICIPI;2013;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;21
EN EL MUNICIPI;2013;6446;1;COM.MEN.MASAS FRITAS;5
EN EL MUNICIPI;2013;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;11
EN EL MUNICIPI;2013;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;3
EN EL MUNICIPI;2013;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);15
EN EL MUNICIPI;2013;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;12
EN EL MUNICIPI;2013;6639;1;COM.MEN.OTRAS MERCANCIAS SIN ESTABLECIM.;8
EN EL MUNICIPI;2013;6599;1;COM.MEN.OTROS PTOS. NCOP;3
EN EL MUNICIPI;2013;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;31
EN EL MUNICIPI;2013;6431;1;COM.MEN.PESCADOS;8
EN EL MUNICIPI;2013;6524;1;COM.MEN.PLANTAS Y HIERBAS,HERBORARIOS;4
EN EL MUNICIPI;2013;665;1;COM.MEN.POR CORREO O CATALOGO;1
EN EL MUNICIPI;2013;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;28
EN EL MUNICIPI;2013;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;17
EN EL MUNICIPI;2013;6631;1;COM.MEN.PTOS.ALIMENTICIOS SIN ESTABLEC.;1
EN EL MUNICIPI;2013;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;13
EN EL MUNICIPI;2013;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;28
EN EL MUNICIPI;2013;6473;1;COM.MEN-PTOS.ALIMENTICIOS 120 - 399 M2;17
EN EL MUNICIPI;2013;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;13
EN EL MUNICIPI;2013;6443;1;COM.MEN.PTOS.PASTELERIA,BOLLERIA;3
EN EL MUNICIPI;2013;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;4
EN EL MUNICIPI;2013;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;3
EN EL MUNICIPI;2013;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;4
EN EL MUNICIPI;2013;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;7
EN EL MUNICIPI;2013;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;15
EN EL MUNICIPI;2013;6465;1;COM.MEN.TABACO MAQUINAS AUTOMATICAS;205
EN EL MUNICIPI;2013;6461;1;COM.MEN.TABACOS EN EXPENDIDURIA;4
EN EL MUNICIPI;2013;6632;1;COM.MEN.TEXTILES Y CONFECC.SIN ESTABLEC.;5
EN EL MUNICIPI;2013;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;14
EN EL MUNICIPI;2013;6541;1;COM.MEN.VEHICULOS TERRESTRES;14
EN EL MUNICIPI;2013;645;1;COM.MEN.VINOS Y BEBIDAS;1
EN EL MUNICIPI;2013;4551;1;CONFECC. ART. TEXTILES HOGAR/TAPICERIA;1
EN EL MUNICIPI;2013;4559;1;CONFECC. OTROS ART. TEXTILES NCOP;2
EN EL MUNICIPI;2013;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;27
EN EL MUNICIPI;2013;330;1;CONS.MAQ.DE OFICINA Y ORDENADORES;1
EN EL MUNICIPI;2013;5023;1;CONSOLID. Y PREP. TERRENOS OBRAS CIVILES;1
EN EL MUNICIPI;2013;5022;1;CONSOLIDACION Y PREPARACION DE TERRENOS;5
EN EL MUNICIPI;2013;3254;1;CONST. MAQ. ELEVACION Y MANIPULACION;2
EN EL MUNICIPI;2013;3291;1;CONST. MAQ. IND. PAPEL, CARTON Y AA.GG.;1
EN EL MUNICIPI;2013;3294;1;CONST. MAQ. MANIPULACION DE FLUIDOS;2
EN EL MUNICIPI;2013;3252;1;CONST. MAQUINAS IND. MINERALES NO METAL;3
EN EL MUNICIPI;2013;3231;1;CONST. MAQUINAS TEXTILES Y ACCESORIOS;3
EN EL MUNICIPI;2013;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;4
EN EL MUNICIPI;2013;3251;1;CONST.MAQ. MINERIA Y CONSTRUCCION;1
EN EL MUNICIPI;2013;3243;1;CONST.MAQ.IND._DEL CAUCHO Y PLASTICOS;1
EN EL MUNICIPI;2013;3242;1;CONST.MAQUINAS PARA INDUSTRIA QUIMICA;2
EN EL MUNICIPI;2013;5012;1;CONSTRUCC. COMPLETA OBRAS CIVILES;3
EN EL MUNICIPI;2013;315;1;CONSTRUCC. DEPOSITOS Y CALDERERIA;3
EN EL MUNICIPI;2013;5011;1;CONSTRUCCION COMPLETA, REPAR. Y CONSERV.;87
EN EL MUNICIPI;2013;507;1;CONSTRUCCION DE TODA CLASE DE OBRAS;8
EN EL MUNICIPI;2013;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;5
EN EL MUNICIPI;2013;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;6
EN EL MUNICIPI;2013;432;2;DECORADORES-DISEùADORES DE INTERIORES;4
EN EL MUNICIPI;2013;431;2;DELINEANTES;4
EN EL MUNICIPI;2013;5021;1;DEMOLICIONES Y DERRIBOS EN GENERAL;3
EN EL MUNICIPI;2013;7541;1;DEPOSITOS Y ALMACENES GENERALES;2
EN EL MUNICIPI;2013;6442;1;DESPACHOS PAN, PAN ESPECIAL, Y BOLLERIA;6
EN EL MUNICIPI;2013;773;2;DETECTIVES PRIVADOS, VIGILANCIA, PROTECC;2
EN EL MUNICIPI;2013;224;2;DIBUJANTES TECNICOS;2
EN EL MUNICIPI;2013;744;2;DIPLOMADOS EN CIENCIAS EMPRESARIALES;3
EN EL MUNICIPI;2013;764;2;DIPLOMADOS EN INFORMATICA;1
EN EL MUNICIPI;2013;1614;1;DISTRIBUCION DE AGUA EN NUCLEOS URBANOS;1
EN EL MUNICIPI;2013;9612;1;DOBLAJE, MONTAJE DE PELICULAS;1
EN EL MUNICIPI;2013;775;2;DOCTORES Y LICENCIADOS EN FILOSOFIA;2
EN EL MUNICIPI;2013;762;2;DOCTORES,LICENCIADOS,INGENIEROS INFORMAT;1
EN EL MUNICIPI;2013;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;14
EN EL MUNICIPI;2013;741;2;ECONOMISTAS;2
EN EL MUNICIPI;2013;4761;1;EDICION DE LIBROS;3
EN EL MUNICIPI;2013;4762;1;EDICION DE PERIODICOS Y REVISTAS;2
EN EL MUNICIPI;2013;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;4
EN EL MUNICIPI;2013;4233;1;ELAB. PTOS. DIETETICOS Y DE REGIMEN;1
EN EL MUNICIPI;2013;4144;1;ELABORACION DE HELADOS Y SIMILARES;1
EN EL MUNICIPI;2013;4253;1;ELABORACION OTROS VINOS ESPECIALES;1
EN EL MUNICIPI;2013;4212;1;ELABORACION PTOS. CONFITERIA;1
EN EL MUNICIPI;2013;9654;1;EMPRESAS DE ESPECTACULOS;1
EN EL MUNICIPI;2013;846;1;EMPRESAS DE ESTUDIO DE MERCADO;1
EN EL MUNICIPI;2013;7515;1;ENGRASE Y LAVADO DE VEHICULOS;8
EN EL MUNICIPI;2013;9331;1;ENSEù. CONDUCCION VEHICULOS;2
EN EL MUNICIPI;2013;9313;1;ENSEùANZA BACHILLERATO, F.P., Y C.O.U.;3
EN EL MUNICIPI;2013;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;9
EN EL MUNICIPI;2013;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;11
EN EL MUNICIPI;2013;9314;1;ENSEùANZA REGLADA (PREESC,EGB,BUP,FP,COU;2
EN EL MUNICIPI;2013;821;1;ENTIDADES ASEGURADORES DE VIDA Y CAPIT.;2
EN EL MUNICIPI;2013;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;7
EN EL MUNICIPI;2013;777;2;ESPECIALISTAS ORIENTACION Y ANALISIS PER;1
EN EL MUNICIPI;2013;9652;1;ESPECTACULOS AL AIRE LIBRE;1
EN EL MUNICIPI;2013;772;2;ESTENOTIPISTAS, TAQUIMECANOGRAFOS,...;5
EN EL MUNICIPI;2013;833;2;ESTOMATOLOGOS;4
EN EL MUNICIPI;2013;9631;1;EXHIBICION DE PELICULAS CINEMATOGRAFICAS;1
EN EL MUNICIPI;2013;873;2;EXPENDEDORES NO OFICIALES APUESTAS;2
EN EL MUNICIPI;2013;871;2;EXPENDEDORES OFICIALES LOTERIAS;2
EN EL MUNICIPI;2013;7527;1;EXPLOTACION DE PUERTOS,CANALES Y DIQUES;1
EN EL MUNICIPI;2013;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;8
EN EL MUNICIPI;2013;4282;1;FAB. AGUAS GASEOSAS Y OTRAS BEBIDAS SIN;1
EN EL MUNICIPI;2013;3922;1;FAB. APARATOS PROTESIS Y ORTOPEDIA;1
EN EL MUNICIPI;2013;352;1;FAB. APARATOS USO PROFESIONAL CIENTIFICO;1
EN EL MUNICIPI;2013;4822;1;FAB. ART. ACABADOS MATERIAS PLASTICAS;5
EN EL MUNICIPI;2013;3141;1;FAB. ART. CARPINTERIA METALICA;14
EN EL MUNICIPI;2013;467;1;FAB. ART. JUNCO, CAùA Y CESTERIA;1
EN EL MUNICIPI;2013;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;8
EN EL MUNICIPI;2013;2473;1;FAB. BALDOSAS ESMALTADAS PARA PAVIMENTOS;1
EN EL MUNICIPI;2013;2537;1;FAB. COLAS Y GELATINAS;2
EN EL MUNICIPI;2013;2534;1;FAB. DE TINTAS DE IMPRENTA;2
EN EL MUNICIPI;2013;2542;1;FAB. ESPECIALIDADES FARMACEUTICAS;3
EN EL MUNICIPI;2013;3142;1;FAB. ESTRUCTURAS METALICAS;1
EN EL MUNICIPI;2013;4351;1;FAB. GENEROS DE PUNTO EN PIEZA;4
EN EL MUNICIPI;2013;3161;1;FAB. HERRAMIENTAS MANUALES;4
EN EL MUNICIPI;2013;2431;1;FAB. HORMIGONES PREPARADOS;1
EN EL MUNICIPI;2013;2552;1;FAB. JABONES TOCADOR Y PTOS. PERFUMERIA;1
EN EL MUNICIPI;2013;346;1;FAB. LAMPARAS Y MATERIAL DE ALUMBRADO;1
EN EL MUNICIPI;2013;3921;1;FAB. MATERIAL MEDICO-QUIRURGICO;1
EN EL MUNICIPI;2013;4681;1;FAB. MOBILIARIO DE MADERA PARA EL HOGAR;6
EN EL MUNICIPI;2013;3166;1;FAB. MOBILIARIO METALICO;2
EN EL MUNICIPI;2013;4683;1;FAB. MUEBLES DIV. MADERA, JUNCO, MIMBRE;1
EN EL MUNICIPI;2013;465;1;FAB. OBJETOS DIVERSOS DE MADERA;1
EN EL MUNICIPI;2013;4959;1;FAB. OTROS ART. NCOP;1
EN EL MUNICIPI;2013;4732;1;FAB. OTROS ART. Y ENVASES PAPEL Y CARTON;3
EN EL MUNICIPI;2013;2512;1;FAB. OTROS PTOS. QUIMICOS ORGANICOS;1
EN EL MUNICIPI;2013;2533;1;FAB. PINTURAS, BARNICES Y LACAS;1
EN EL MUNICIPI;2013;2513;1;FAB. PTOS. QUIMICOS INORGANICOS;1
EN EL MUNICIPI;2013;4821;1;FAB. PTOS. SEMIELABORADOS PLASTICO;2
EN EL MUNICIPI;2013;3167;1;FAB. RECIPIENTES Y ENVASES METALICOS;1
EN EL MUNICIPI;2013;399;1;FAB. RELOJES Y OTROS INSTRUMENTOS NCOP;1
EN EL MUNICIPI;2013;463;1;FAB. SERIE PIEZAS DE CARPINTERIA;3
EN EL MUNICIPI;2013;2462;1;FAB. VIDRIO HUECO;4
EN EL MUNICIPI;2013;2463;1;FAB. VIDRIO TECNICO;3
EN EL MUNICIPI;2013;3512;1;FAB.APARATOS TELECOMUNICACION RADIODIF.;1
EN EL MUNICIPI;2013;353;1;FAB.APARAT.SEùALIZACION,CONTROL;2
EN EL MUNICIPI;2013;4421;1;FAB.ART. MARROQUINERIA Y VIAJE;1
EN EL MUNICIPI;2013;3261;1;FAB.ENGRANAJES,CADENAS DE TRANSMISION;1
EN EL MUNICIPI;2013;363;1;FAB.EQUIPO,COMPONENTES,REPUESTOS, COCHES;1
EN EL MUNICIPI;2013;342;1;FAB.MATERIAL ELECTRICO DE USO Y EQUIP.;7
EN EL MUNICIPI;2013;4132;1;FAB.PTOS.CARNICOS DE TODAS CLASES;3
EN EL MUNICIPI;2013;152;1;FABRICACION Y DISTRIBUCION DE GAS;1
EN EL MUNICIPI;2013;6521;1;FARMACIAS;11
EN EL MUNICIPI;2013;312;1;FORJA,ESTAMPADO,EMBUTICION,TROQUELADO;3
EN EL MUNICIPI;2013;3111;1;FUNDICION PIEZAS DE HIERRO Y ACERO;1
EN EL MUNICIPI;2013;3112;1;FUNDICION PIEZAS METALES NO FERREOS;2
EN EL MUNICIPI;2013;722;2;GESTORES ADMINISTRATIVOS;3
EN EL MUNICIPI;2013;765;2;GRABADORES, Y OTROS PROF. INFORMATICA;2
EN EL MUNICIPI;2013;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;6
EN EL MUNICIPI;2013;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
EN EL MUNICIPI;2013;7513;1;GUARDIA Y CUSTODIA VEHICULOS EN SOLARES;2
EN EL MUNICIPI;2013;7512;1;GUARDIA Y CUSTODIA VEHICULOS  PARKING ;6
EN EL MUNICIPI;2013;684;1;HOSPEDAJE EN APARTA-HOTELES;1
EN EL MUNICIPI;2013;682;1;HOSPEDAJE EN HOSTALES Y PENSIONES;1
EN EL MUNICIPI;2013;681;1;HOSPEDAJE EN HOTELES Y MOTELES;1
EN EL MUNICIPI;2013;9412;1;HOSPITALES ESPECIALIZADOS;1
EN EL MUNICIPI;2013;016;3;HUMORISTAS,CARICATOS,EXCENTRICOS;1
EN EL MUNICIPI;2013;4192;1;INDUST. BOLLERIA Y PASTELERIA;3
EN EL MUNICIPI;2013;4191;1;INDUSTRIA DEL PAN Y BOLLERIA;5
EN EL MUNICIPI;2013;244;1;INDUSTRIAS DE LA PIEDRA NATURAL;2
EN EL MUNICIPI;2013;412;2;INGENIEROS CAMINOS, CANALES Y PUERTOS;1
EN EL MUNICIPI;2013;311;2;INGENIEROS INDUSTRIALES Y TEXTILES;3
EN EL MUNICIPI;2013;022;2;INGENIEROS TEC. AGRICOLAS Y FORESTALES;1
EN EL MUNICIPI;2013;321;2;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;5
EN EL MUNICIPI;2013;422;2;INGENIEROS TEC. OBRAS PUBLICAS;1
EN EL MUNICIPI;2013;023;2;INGENIEROS TECNICOS TOPOGRAFOS;1
EN EL MUNICIPI;2013;213;2;INGENIEROS TELECOMUNICACION;2
EN EL MUNICIPI;2013;8436;1;INSPECCION TECNICA DE VEHICULOS;1
EN EL MUNICIPI;2013;9681;1;INSTALAC. CELEB. ESPECTACULOS DEPORTIVOS;1
EN EL MUNICIPI;2013;5046;1;INSTALACION APARATOS ELEVADORES;2
EN EL MUNICIPI;2013;5045;1;INSTALACION COCINAS;3
EN EL MUNICIPI;2013;5060;1;INSTALACION DE ANDAMIOS, CIMBRAS, ETC.;6
EN EL MUNICIPI;2013;9671;1;INSTALACIONES DEPORTIVAS;6
EN EL MUNICIPI;2013;5041;1;INSTALACIONES ELECTRICAS EN GENERAL;114
EN EL MUNICIPI;2013;5042;1;INSTALACIONES FONTANERIA;23
EN EL MUNICIPI;2013;5043;1;INSTALACIONES FRIO Y CALOR;31
EN EL MUNICIPI;2013;5044;1;INSTALACIONES PARARRAYOS;1
EN EL MUNICIPI;2013;5047;1;INSTALACIONES TELEFONICAS;14
EN EL MUNICIPI;2013;631;1;INTERMEDIARIOS DEL COMERCIO;17
EN EL MUNICIPI;2013;724;2;INTERMEDIARIOS PROMOCION EDIFICACIONES;2
EN EL MUNICIPI;2013;032;3;INTERPRETES DE INSTRUMENTOS MUSICALES;1
EN EL MUNICIPI;2013;936;1;INVESTIGACION CIENTIFICA Y TECNICA;5
EN EL MUNICIPI;2013;4911;1;JOYERIA;1
EN EL MUNICIPI;2013;9695;1;JUEGOS BILLAR, PING-PONG, BOLOS Y OTROS;12
EN EL MUNICIPI;2013;9693;1;JUEGOS DE BINGO;1
EN EL MUNICIPI;2013;493;1;LABORATORIOS FOTOGRAFICOS Y CINEMAT.;1
EN EL MUNICIPI;2013;031;3;MAESTROS Y DIRECTORES DE MUSICA;1
EN EL MUNICIPI;2013;887;2;MAQUILLADORES Y ESTETICISTAS;4
EN EL MUNICIPI;2013;9732;1;MAQUINAS AUTOMAT. FOTOGRAFIAS Y FOTOCOP.;1
