DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
S-01007;2022;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01007;2022;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01007;2022;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01007;2022;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-01007;2022;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;2
S-01007;2022;6473;1;COM.MEN-PTOS.ALIMENTICIOS 120 - 399 M2;1
S-01007;2022;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-01007;2022;6443;1;COM.MEN.PTOS.PASTELERIA,BOLLERIA;1
S-01007;2022;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;1
S-01007;2022;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;1
S-01007;2022;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;1
S-01007;2022;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-01007;2022;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;1
S-01007;2022;9331;1;ENSEù. CONDUCCION VEHICULOS;2
S-01007;2022;821;1;ENTIDADES ASEGURADORES DE VIDA Y CAPIT.;1
S-01007;2022;342;1;FAB.MATERIAL ELECTRICO DE USO Y EQUIP.;1
S-01007;2022;6521;1;FARMACIAS;1
S-01007;2022;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-01007;2022;834;2;ODONTOLOGOS;1
S-01007;2022;6732;1;OTROS CAFES Y BARES;3
S-01007;2022;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-01007;2022;9429;1;OTROS SERV. SANITARIOS;2
S-01007;2022;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-01007;2022;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01007;2022;732;2;PROCURADORES;2
S-01007;2022;6715;1;RESTAURANTES DE UN TENEDOR;1
S-01007;2022;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;1
S-01007;2022;8497;1;SERV. GESTION ADMINISTRATIVA;2
S-01007;2022;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-01007;2022;9791;1;SERV. POMPAS FUNEBRES;1
S-01008;2022;6127;1;COM.MAY. VINOS Y VINAGRES DEL PAIS;1
S-01008;2022;6166;1;COM.MAY.PTOS. QUIMICOS INDUSTRIALES;1
S-01008;2022;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-01008;2022;6424;1;COM.MEN.CARNICERIAS;1
S-01008;2022;6422;1;COM.MEN.CARNICERIAS-CHARCUTERIAS;1
S-01008;2022;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-01008;2022;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-01008;2022;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-01008;2022;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-01008;2022;645;1;COM.MEN.VINOS Y BEBIDAS;1
S-01008;2022;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-01008;2022;684;1;HOSPEDAJE EN APARTA-HOTELES;1
S-01008;2022;681;1;HOSPEDAJE EN HOTELES Y MOTELES;2
S-01008;2022;6732;1;OTROS CAFES Y BARES;1
S-01008;2022;599;2;OTROS PROF. RELAC. COMERCIO Y HOSTELERIA;1
S-01008;2022;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-01008;2022;999;1;OTROS SERVICIOS N.C.O.P.;1
S-01008;2022;9799;1;OTROS SERVICIOS PERSONALES NCOP;1
S-01008;2022;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-01008;2022;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02001;2022;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;2
S-02001;2022;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;1
S-02001;2022;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-02001;2022;6424;1;COM.MEN.CARNICERIAS;1
S-02001;2022;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-02001;2022;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-02001;2022;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-02001;2022;833;2;ESTOMATOLOGOS;1
S-02001;2022;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;1
S-02001;2022;3223;1;FAB.UTILES PARA MAQUINAS HERRAMIENTAS;1
S-02001;2022;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-02001;2022;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;1
S-02001;2022;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;2
S-02001;2022;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02001;2022;692;1;REPARACION DE MAQUINARIA INDUSTRIAL;1
S-02001;2022;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-02001;2022;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-02001;2022;8492;1;SERV. MECANOGRAFICOS, TAQUIGRAFICOS, ETC;1
S-02001;2022;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02001;2022;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02001;2022;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-02001;2022;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02001;2022;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-02002;2022;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-02002;2022;945;1;CONSULTAS Y CLINICAS VETERINARIAS;1
S-02002;2022;6521;1;FARMACIAS;1
S-02002;2022;6771;1;HOSTELERIA Y RESTAURACION SIN ESTABLEC.;1
S-02002;2022;6732;1;OTROS CAFES Y BARES;1
S-02002;2022;8494;1;SERV. CUSTODIA, SEGURIDAD Y PROTECCION;1
S-02002;2022;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02003;2022;731;2;ABOGADOS;2
S-02003;2022;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;2
S-02003;2022;6731;1;BARES CATEGORIA ESPECIAL;1
S-02003;2022;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;1
S-02003;2022;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;1
S-02003;2022;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-02003;2022;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-02003;2022;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-02003;2022;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-02003;2022;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
S-02003;2022;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02003;2022;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';1
S-02003;2022;8191;1;INSTITUCIONES DE CREDITO;1
S-02003;2022;9693;1;JUEGOS DE BINGO;1
S-02003;2022;9694;1;MAQUINAS RECREATIVAS Y DE AZAR;1
S-02003;2022;6732;1;OTROS CAFES Y BARES;1
S-02003;2022;9429;1;OTROS SERV. SANITARIOS;1
S-02003;2022;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02003;2022;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-02004;2022;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;1
S-02004;2022;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02004;2022;974;1;AGENCIAS PRESTACION SERV. DOMESTICOS;1
S-02004;2022;411;2;ARQUITECTOS;2
S-02004;2022;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;1
S-02004;2022;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;2
S-02004;2022;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;1
S-02004;2022;951;1;ASISTENCIA Y SERV. SOCIALES DISMINUIDOS;1
S-02004;2022;836;2;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;1
S-02004;2022;811;1;BANCA;3
S-02004;2022;6122;1;COM.MAY.CEREALES,PLANTAS,ABONOS,ANIMALES;1
S-02004;2022;6142;1;COM.MAY.PTOS.PERFUMERIA,DROGUERIA;1
S-02004;2022;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;1
S-02004;2022;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;1
S-02004;2022;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-02004;2022;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-02004;2022;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-02004;2022;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
S-02004;2022;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;1
S-02004;2022;9313;1;ENSEùANZA BACHILLERATO, F.P., Y C.O.U.;1
S-02004;2022;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02004;2022;833;2;ESTOMATOLOGOS;1
S-02004;2022;6521;1;FARMACIAS;1
S-02004;2022;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;3
S-02004;2022;7513;1;GUARDIA Y CUSTODIA VEHICULOS EN SOLARES;1
S-02004;2022;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';1
S-02004;2022;022;2;INGENIEROS TEC. AGRICOLAS Y FORESTALES;1
S-02004;2022;321;2;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;1
S-02004;2022;631;1;INTERMEDIARIOS DEL COMERCIO;1
S-02004;2022;831;2;MEDICOS MEDICINA GENERAL;1
S-02004;2022;9429;1;OTROS SERV. SANITARIOS;2
S-02004;2022;9669;1;OTROS SERVICIOS CULTURALES NCOP;1
S-02004;2022;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-02004;2022;8439;1;OTROS SERVICIOS TECNICOS NCOP;1
S-02004;2022;732;2;PROCURADORES;1
S-02004;2022;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02004;2022;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02004;2022;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;2
S-02004;2022;922;1;SERVICIOS DE LIMPIEZA;1
S-02004;2022;842;1;SERVICIOS FINANCIEROS Y CONTABLES;2
S-02004;2022;774;2;TRADUCTORES E INTERPRETES;1
S-02005;2022;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);1
S-02005;2022;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02005;2022;6521;1;FARMACIAS;1
S-02005;2022;9812;1;JARDINES DE RECREO;1
S-02005;2022;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02006;2022;622;1;COM.MAY.OTROS PTOS. RECUPERACION;1
S-02006;2022;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-02006;2022;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02007;2022;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-02007;2022;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-02008;2022;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02008;2022;755;1;AGENCIAS DE VIAJES;2
S-02008;2022;6731;1;BARES CATEGORIA ESPECIAL;1
S-02008;2022;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;1
S-02008;2022;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;1
S-02008;2022;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-02008;2022;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;2
S-02008;2022;4681;1;FAB. MOBILIARIO DE MADERA PARA EL HOGAR;1
S-02008;2022;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02008;2022;838;2;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;1
S-02008;2022;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-02008;2022;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02009;2022;6424;1;COM.MEN.CARNICERIAS;1
S-02009;2022;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-02009;2022;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-02009;2022;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02010;2022;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02010;2022;3141;1;FAB. ART. CARPINTERIA METALICA;1
S-02010;2022;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02010;2022;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02011;2022;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-02011;2022;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-02011;2022;838;2;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;1
S-02011;2022;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-02011;2022;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02011;2022;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02011;2022;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02012;2022;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02012;2022;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02013;2022;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-02013;2022;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;1
S-02013;2022;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-02013;2022;3141;1;FAB. ART. CARPINTERIA METALICA;1
S-02013;2022;6521;1;FARMACIAS;1
S-02013;2022;6732;1;OTROS CAFES Y BARES;2
S-02013;2022;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02014;2022;811;1;BANCA;1
S-02014;2022;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-02014;2022;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02015;2022;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-02015;2022;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-03001;2022;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);2
S-03001;2022;611;1;COM. MAY. TODA CLASE DE MERCANCIAS;2
S-03001;2022;6124;1;COM.MAY. CARNES,HUEVOS,AVES Y CAZA;1
S-03001;2022;6191;1;COM.MAY. JUGUETES Y ARTICULOS DEPORTE;1
S-03001;2022;6175;1;COM.MAY. MAQUINARIA PARA MADERA Y METAL;2
S-03001;2022;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-03001;2022;6128;1;COM.MAY. PESCADOS;1
S-03001;2022;6195;1;COM.MAY.ART.PAPELERIA Y ESCRITORIO;1
S-03001;2022;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;1
S-03001;2022;6129;1;COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC;3
S-03001;2022;6194;1;COM.MAY.PTOS. DE PAPEL Y CARTON;2
S-03001;2022;6166;1;COM.MAY.PTOS. QUIMICOS INDUSTRIALES;1
S-03001;2022;6121;1;COM.MAY.PTOS.ALIMENTIC.BEBIDAS Y TABACOS;1
S-03001;2022;6553;1;COM.MEN.CARBURANTES Y ACEITES VEHICULOS;1
S-03001;2022;6545;1;COM.MEN.DE TODA CLASE DE MAQUINARIA;1
