DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;2020;6159;1;COM.MAY.OTROS ART. CONSUMO DURADERO NCOP;5
EN EL MUNICIPI;2020;6199;1;COM.MAY.OTROS PRODUCTOS NCOP;3
EN EL MUNICIPI;2020;6129;1;COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC;5
EN EL MUNICIPI;2020;6194;1;COM.MAY.PTOS. DE PAPEL Y CARTON;1
EN EL MUNICIPI;2020;6166;1;COM.MAY.PTOS. QUIMICOS INDUSTRIALES;1
EN EL MUNICIPI;2020;6121;1;COM.MAY.PTOS.ALIMENTIC.BEBIDAS Y TABACOS;3
EN EL MUNICIPI;2020;6141;1;COM.MAY.PTOS.FARMACEUTICOS Y MEDICAMENTO;7
EN EL MUNICIPI;2020;6143;1;COM.MAY.PTOS.MANTENIMIENTO HOGAR;4
EN EL MUNICIPI;2020;6142;1;COM.MAY.PTOS.PERFUMERIA,DROGUERIA;9
EN EL MUNICIPI;2020;6131;1;COM.MAY.PTOS.TEXTILES,CONFECC, Y CALZADO;4
EN EL MUNICIPI;2020;6132;1;COM.MAY.TEJIDOS POR METROS, ALFOMBRAS;5
EN EL MUNICIPI;2020;6151;1;COM.MAY.VEHICULOS Y SUS ACCESORIOS;4
EN EL MUNICIPI;2020;6542;1;COM.MEN.ACCESORIOS Y RECAMBIOS VEHICULOS;6
EN EL MUNICIPI;2020;6613;1;COM.MEN.ALMACENES POPULARES;3
EN EL MUNICIPI;2020;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;14
EN EL MUNICIPI;2020;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;8
EN EL MUNICIPI;2020;6539;1;COM.MEN.ART.HOGAR NCOP;2
EN EL MUNICIPI;2020;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;7
EN EL MUNICIPI;2020;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;10
EN EL MUNICIPI;2020;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;7
EN EL MUNICIPI;2020;6553;1;COM.MEN.CARBURANTES Y ACEITES VEHICULOS;10
EN EL MUNICIPI;2020;6421;1;COM.MEN.CARNES,HUEVOS,CAZA Y GRANJA;1
EN EL MUNICIPI;2020;6424;1;COM.MEN.CARNICERIAS;3
EN EL MUNICIPI;2020;6422;1;COM.MEN.CARNICERIAS-CHARCUTERIAS;1
EN EL MUNICIPI;2020;6545;1;COM.MEN.DE TODA CLASE DE MAQUINARIA;5
EN EL MUNICIPI;2020;6634;1;COM.MEN.DROGUERIA SIN ESTABLECIMIENTO;1
EN EL MUNICIPI;2020;6612;1;COM.MEN.EN HIPERMERCADOS;5
EN EL MUNICIPI;2020;641;1;COM.MEN.FRUTAS,VERDURAS;8
EN EL MUNICIPI;2020;6552;1;COM.MEN.GASES COMBUSTIBLES;2
EN EL MUNICIPI;2020;6444;1;COM.MEN.HELADOS;2
EN EL MUNICIPI;2020;6425;1;COM.MEN.HUEVOS,AVES,GRANJA Y CAZA;1
EN EL MUNICIPI;2020;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;6
EN EL MUNICIPI;2020;6513;1;COM.MEN.LENCERIA Y CORSETERIA;4
EN EL MUNICIPI;2020;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;12
EN EL MUNICIPI;2020;6446;1;COM.MEN.MASAS FRITAS;3
EN EL MUNICIPI;2020;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;6
EN EL MUNICIPI;2020;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);11
EN EL MUNICIPI;2020;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;9
EN EL MUNICIPI;2020;6639;1;COM.MEN.OTRAS MERCANCIAS SIN ESTABLECIM.;5
EN EL MUNICIPI;2020;6599;1;COM.MEN.OTROS PTOS. NCOP;5
EN EL MUNICIPI;2020;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;13
EN EL MUNICIPI;2020;6431;1;COM.MEN.PESCADOS;6
EN EL MUNICIPI;2020;6524;1;COM.MEN.PLANTAS Y HIERBAS,HERBORARIOS;1
EN EL MUNICIPI;2020;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;16
EN EL MUNICIPI;2020;6515;1;COM.MEN.PRENDAS ESPECIALES;1
EN EL MUNICIPI;2020;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;7
EN EL MUNICIPI;2020;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;6
EN EL MUNICIPI;2020;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;10
EN EL MUNICIPI;2020;6473;1;COM.MEN-PTOS.ALIMENTICIOS 120 - 399 M2;9
EN EL MUNICIPI;2020;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;3
EN EL MUNICIPI;2020;6443;1;COM.MEN.PTOS.PASTELERIA,BOLLERIA;1
EN EL MUNICIPI;2020;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;4
EN EL MUNICIPI;2020;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;2
EN EL MUNICIPI;2020;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;4
EN EL MUNICIPI;2020;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;6
EN EL MUNICIPI;2020;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;8
EN EL MUNICIPI;2020;6465;1;COM.MEN.TABACO MAQUINAS AUTOMATICAS;78
EN EL MUNICIPI;2020;6461;1;COM.MEN.TABACOS EN EXPENDIDURIA;2
EN EL MUNICIPI;2020;6632;1;COM.MEN.TEXTILES Y CONFECC.SIN ESTABLEC.;3
EN EL MUNICIPI;2020;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;8
EN EL MUNICIPI;2020;6541;1;COM.MEN.VEHICULOS TERRESTRES;10
EN EL MUNICIPI;2020;645;1;COM.MEN.VINOS Y BEBIDAS;1
EN EL MUNICIPI;2020;4559;1;CONFECC. OTROS ART. TEXTILES NCOP;2
EN EL MUNICIPI;2020;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;10
EN EL MUNICIPI;2020;330;1;CONS.MAQ.DE OFICINA Y ORDENADORES;2
EN EL MUNICIPI;2020;5022;1;CONSOLIDACION Y PREPARACION DE TERRENOS;2
EN EL MUNICIPI;2020;3254;1;CONST. MAQ. ELEVACION Y MANIPULACION;1
EN EL MUNICIPI;2020;3252;1;CONST. MAQUINAS IND. MINERALES NO METAL;1
EN EL MUNICIPI;2020;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;5
EN EL MUNICIPI;2020;3251;1;CONST.MAQ. MINERIA Y CONSTRUCCION;1
EN EL MUNICIPI;2020;3242;1;CONST.MAQUINAS PARA INDUSTRIA QUIMICA;2
EN EL MUNICIPI;2020;5012;1;CONSTRUCC. COMPLETA OBRAS CIVILES;2
EN EL MUNICIPI;2020;315;1;CONSTRUCC. DEPOSITOS Y CALDERERIA;3
EN EL MUNICIPI;2020;5011;1;CONSTRUCCION COMPLETA, REPAR. Y CONSERV.;53
EN EL MUNICIPI;2020;507;1;CONSTRUCCION DE TODA CLASE DE OBRAS;12
EN EL MUNICIPI;2020;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
EN EL MUNICIPI;2020;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;1
EN EL MUNICIPI;2020;432;2;DECORADORES-DISEùADORES DE INTERIORES;1
EN EL MUNICIPI;2020;431;2;DELINEANTES;2
EN EL MUNICIPI;2020;7541;1;DEPOSITOS Y ALMACENES GENERALES;1
EN EL MUNICIPI;2020;6442;1;DESPACHOS PAN, PAN ESPECIAL, Y BOLLERIA;1
EN EL MUNICIPI;2020;744;2;DIPLOMADOS EN CIENCIAS EMPRESARIALES;3
EN EL MUNICIPI;2020;764;2;DIPLOMADOS EN INFORMATICA;1
EN EL MUNICIPI;2020;1614;1;DISTRIBUCION DE AGUA EN NUCLEOS URBANOS;1
EN EL MUNICIPI;2020;9612;1;DOBLAJE, MONTAJE DE PELICULAS;1
EN EL MUNICIPI;2020;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;8
EN EL MUNICIPI;2020;741;2;ECONOMISTAS;1
EN EL MUNICIPI;2020;4761;1;EDICION DE LIBROS;2
EN EL MUNICIPI;2020;4762;1;EDICION DE PERIODICOS Y REVISTAS;1
EN EL MUNICIPI;2020;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;3
EN EL MUNICIPI;2020;4233;1;ELAB. PTOS. DIETETICOS Y DE REGIMEN;1
EN EL MUNICIPI;2020;9654;1;EMPRESAS DE ESPECTACULOS;1
EN EL MUNICIPI;2020;846;1;EMPRESAS DE ESTUDIO DE MERCADO;1
EN EL MUNICIPI;2020;7515;1;ENGRASE Y LAVADO DE VEHICULOS;9
EN EL MUNICIPI;2020;9313;1;ENSEùANZA BACHILLERATO, F.P., Y C.O.U.;2
EN EL MUNICIPI;2020;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;9
EN EL MUNICIPI;2020;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;8
EN EL MUNICIPI;2020;9314;1;ENSEùANZA REGLADA (PREESC,EGB,BUP,FP,COU;3
EN EL MUNICIPI;2020;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;5
EN EL MUNICIPI;2020;9652;1;ESPECTACULOS AL AIRE LIBRE;1
EN EL MUNICIPI;2020;772;2;ESTENOTIPISTAS, TAQUIMECANOGRAFOS,...;1
EN EL MUNICIPI;2020;833;2;ESTOMATOLOGOS;3
EN EL MUNICIPI;2020;9631;1;EXHIBICION DE PELICULAS CINEMATOGRAFICAS;1
EN EL MUNICIPI;2020;873;2;EXPENDEDORES NO OFICIALES APUESTAS;2
EN EL MUNICIPI;2020;7527;1;EXPLOTACION DE PUERTOS,CANALES Y DIQUES;1
EN EL MUNICIPI;2020;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;6
EN EL MUNICIPI;2020;9213;1;EXTERMINIO ANIMALES DAùINOS Y DESIFECC.;1
EN EL MUNICIPI;2020;3922;1;FAB. APARATOS PROTESIS Y ORTOPEDIA;2
EN EL MUNICIPI;2020;4822;1;FAB. ART. ACABADOS MATERIAS PLASTICAS;3
EN EL MUNICIPI;2020;3141;1;FAB. ART. CARPINTERIA METALICA;3
EN EL MUNICIPI;2020;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;6
EN EL MUNICIPI;2020;2537;1;FAB. COLAS Y GELATINAS;1
EN EL MUNICIPI;2020;2534;1;FAB. DE TINTAS DE IMPRENTA;1
EN EL MUNICIPI;2020;2542;1;FAB. ESPECIALIDADES FARMACEUTICAS;3
EN EL MUNICIPI;2020;3142;1;FAB. ESTRUCTURAS METALICAS;2
EN EL MUNICIPI;2020;3161;1;FAB. HERRAMIENTAS MANUALES;1
EN EL MUNICIPI;2020;2552;1;FAB. JABONES TOCADOR Y PTOS. PERFUMERIA;1
EN EL MUNICIPI;2020;346;1;FAB. LAMPARAS Y MATERIAL DE ALUMBRADO;2
EN EL MUNICIPI;2020;4681;1;FAB. MOBILIARIO DE MADERA PARA EL HOGAR;5
EN EL MUNICIPI;2020;3166;1;FAB. MOBILIARIO METALICO;1
EN EL MUNICIPI;2020;4819;1;FAB. OTROS ART. CAUCHO NCOP;1
EN EL MUNICIPI;2020;4959;1;FAB. OTROS ART. NCOP;1
EN EL MUNICIPI;2020;4732;1;FAB. OTROS ART. Y ENVASES PAPEL Y CARTON;1
EN EL MUNICIPI;2020;4429;1;FAB. OTROS ARTICULOS DE CUERO NCOP;1
EN EL MUNICIPI;2020;2433;1;FAB. OTROS ARTICULOS DERIVADOS CEMENTO;1
EN EL MUNICIPI;2020;399;1;FAB. RELOJES Y OTROS INSTRUMENTOS NCOP;1
EN EL MUNICIPI;2020;463;1;FAB. SERIE PIEZAS DE CARPINTERIA;2
EN EL MUNICIPI;2020;2462;1;FAB. VIDRIO HUECO;1
EN EL MUNICIPI;2020;3261;1;FAB.ENGRANAJES,CADENAS DE TRANSMISION;1
EN EL MUNICIPI;2020;363;1;FAB.EQUIPO,COMPONENTES,REPUESTOS, COCHES;2
EN EL MUNICIPI;2020;342;1;FAB.MATERIAL ELECTRICO DE USO Y EQUIP.;2
EN EL MUNICIPI;2020;6521;1;FARMACIAS;7
EN EL MUNICIPI;2020;312;1;FORJA,ESTAMPADO,EMBUTICION,TROQUELADO;3
EN EL MUNICIPI;2020;3111;1;FUNDICION PIEZAS DE HIERRO Y ACERO;1
EN EL MUNICIPI;2020;722;2;GESTORES ADMINISTRATIVOS;1
EN EL MUNICIPI;2020;765;2;GRABADORES, Y OTROS PROF. INFORMATICA;1
EN EL MUNICIPI;2020;726;2;GRADUADOS SOCIALES;1
EN EL MUNICIPI;2020;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;7
EN EL MUNICIPI;2020;7511;1;GUARDIA Y CUSTODIA VEHICULOS EN GARAJES;1
EN EL MUNICIPI;2020;7513;1;GUARDIA Y CUSTODIA VEHICULOS EN SOLARES;1
EN EL MUNICIPI;2020;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';7
EN EL MUNICIPI;2020;684;1;HOSPEDAJE EN APARTA-HOTELES;1
EN EL MUNICIPI;2020;682;1;HOSPEDAJE EN HOSTALES Y PENSIONES;1
EN EL MUNICIPI;2020;681;1;HOSPEDAJE EN HOTELES Y MOTELES;1
EN EL MUNICIPI;2020;9412;1;HOSPITALES ESPECIALIZADOS;1
EN EL MUNICIPI;2020;016;3;HUMORISTAS,CARICATOS,EXCENTRICOS;1
EN EL MUNICIPI;2020;4192;1;INDUST. BOLLERIA Y PASTELERIA;1
EN EL MUNICIPI;2020;4191;1;INDUSTRIA DEL PAN Y BOLLERIA;2
EN EL MUNICIPI;2020;244;1;INDUSTRIAS DE LA PIEDRA NATURAL;2
EN EL MUNICIPI;2020;311;2;INGENIEROS INDUSTRIALES Y TEXTILES;2
EN EL MUNICIPI;2020;321;2;INGENIEROS TEC. INDUSTRIALES Y TEXTILES;3
EN EL MUNICIPI;2020;213;2;INGENIEROS TELECOMUNICACION;1
EN EL MUNICIPI;2020;9681;1;INSTALAC. CELEB. ESPECTACULOS DEPORTIVOS;1
EN EL MUNICIPI;2020;5046;1;INSTALACION APARATOS ELEVADORES;2
EN EL MUNICIPI;2020;5045;1;INSTALACION COCINAS;1
EN EL MUNICIPI;2020;5060;1;INSTALACION DE ANDAMIOS, CIMBRAS, ETC.;3
EN EL MUNICIPI;2020;9671;1;INSTALACIONES DEPORTIVAS;5
EN EL MUNICIPI;2020;5041;1;INSTALACIONES ELECTRICAS EN GENERAL;72
EN EL MUNICIPI;2020;5042;1;INSTALACIONES FONTANERIA;23
EN EL MUNICIPI;2020;5043;1;INSTALACIONES FRIO Y CALOR;25
EN EL MUNICIPI;2020;5047;1;INSTALACIONES TELEFONICAS;11
EN EL MUNICIPI;2020;631;1;INTERMEDIARIOS DEL COMERCIO;11
EN EL MUNICIPI;2020;936;1;INVESTIGACION CIENTIFICA Y TECNICA;4
EN EL MUNICIPI;2020;4911;1;JOYERIA;1
EN EL MUNICIPI;2020;9695;1;JUEGOS BILLAR, PING-PONG, BOLOS Y OTROS;4
EN EL MUNICIPI;2020;031;3;MAESTROS Y DIRECTORES DE MUSICA;1
EN EL MUNICIPI;2020;2465;1;MANIPULADO DE VIDRIO;1
EN EL MUNICIPI;2020;887;2;MAQUILLADORES Y ESTETICISTAS;2
EN EL MUNICIPI;2020;3241;1;MAQUINAS IND. ALIMENT.,BEBIDAS Y TAB.;1
EN EL MUNICIPI;2020;9694;1;MAQUINAS RECREATIVAS Y DE AZAR;2
EN EL MUNICIPI;2020;839;2;MASAJISTAS, DIETISTAS, Y AUX.ENFERMERIA;1
EN EL MUNICIPI;2020;832;2;MEDICOS ESPECIALISTAS;18
EN EL MUNICIPI;2020;831;2;MEDICOS MEDICINA GENERAL;27
EN EL MUNICIPI;2020;5033;1;MONTAJE ESTRUC. METALICAS TTE. Y OBRAS;2
EN EL MUNICIPI;2020;5048;1;MONTAJES METALICOS E INSTALAC. INDUSTR.;5
EN EL MUNICIPI;2020;4243;1;OBTENC. AGUARDIENTES COMPUESTOS;1
EN EL MUNICIPI;2020;834;2;ODONTOLOGOS;9
EN EL MUNICIPI;2020;838;2;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;8
EN EL MUNICIPI;2020;039;3;OTRAS ACTIV. RELAC. MUSICA  NCOP;3
EN EL MUNICIPI;2020;9697;1;OTRAS MAQUINAS AUTOMATICAS;16
EN EL MUNICIPI;2020;1514;1;OTRAS PRODUCCIONES DE ENERGIA;2
EN EL MUNICIPI;2020;699;1;OTRAS REPARACIONES NCOP;6
EN EL MUNICIPI;2020;9339;1;OTROS ACTIV. ENSEùANZA;8
EN EL MUNICIPI;2020;3169;1;OTROS ART. ACABADOS EN METALES NCOP;4
EN EL MUNICIPI;2020;6732;1;OTROS CAFES Y BARES;27
EN EL MUNICIPI;2020;7549;1;OTROS DEPOSITOS ESPECIALES NCOP;1
EN EL MUNICIPI;2020;799;2;OTROS PROF. ACTIV. FINANC. JURID. SEGUR.;5
EN EL MUNICIPI;2020;599;2;OTROS PROF. RELAC. COMERCIO Y HOSTELERIA;11
EN EL MUNICIPI;2020;899;2;OTROS PROF. RELACIONADOS CON SERVICIOS;4
EN EL MUNICIPI;2020;399;2;OTROS PROFESIONALES INDUSTRIAS MANUFAC.;1
EN EL MUNICIPI;2020;6779;1;OTROS SERV. ALIMENTACION - RESTAURACION;6
EN EL MUNICIPI;2020;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;2
EN EL MUNICIPI;2020;9429;1;OTROS SERV. SANITARIOS;4
EN EL MUNICIPI;2020;9669;1;OTROS SERVICIOS CULTURALES NCOP;4
EN EL MUNICIPI;2020;9219;1;OTROS SERVICIOS DE SANEAMIENTO N.C.O.P.;5
EN EL MUNICIPI;2020;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;13
EN EL MUNICIPI;2020;999;1;OTROS SERVICIOS N.C.O.P.;3
EN EL MUNICIPI;2020;8439;1;OTROS SERVICIOS TECNICOS NCOP;4
EN EL MUNICIPI;2020;884;2;PERITOS TASADORES:SEGUROS,ALHAJAS,...;5
EN EL MUNICIPI;2020;821;2;PERSONAL DOCENTE ENSEùANZA SUPERIOR;1
EN EL MUNICIPI;2020;826;2;PERSONAL DOCENTE ENSEùANZAS DIVERSAS;3
EN EL MUNICIPI;2020;861;2;PINTORES,ESCULTORES,CERAMISTAS,ARTESANOS;2
EN EL MUNICIPI;2020;5056;1;PINTURA Y REVESTIMIENTO CON PAPEL,TEJIDO;20
EN EL MUNICIPI;2020;5031;1;PREP. MONTAJE ESTRUCTURAS Y CUBIERTAS;7
EN EL MUNICIPI;2020;732;2;PROCURADORES;2
EN EL MUNICIPI;2020;751;2;PROFESIONALES PUBLICIDAD, RELAC.PUBLICAS;1
EN EL MUNICIPI;2020;763;2;PROGRAMADORES Y ANALISTAS INFORMATICA;3
EN EL MUNICIPI;2020;8332;1;PROMOCION INMOBILIARIA DE EDIFICACIONES;134
EN EL MUNICIPI;2020;8331;1;PROMOCION INMOBILIARIA DE TERRENOS;17
EN EL MUNICIPI;2020;837;2;PROTESICOS E HIGIENISTAS DENTALES;1
EN EL MUNICIPI;2020;6475;1;PTOS.ALIMENTICIOS Y BEB. MAQUINAS;5
EN EL MUNICIPI;2020;623;1;RECUPERACION Y COM. RESIDUOS SIN ESTABL.;1
EN EL MUNICIPI;2020;6911;1;REPARACION ART. ELECTRODOMESTICOS;3
EN EL MUNICIPI;2020;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;25
EN EL MUNICIPI;2020;692;1;REPARACION DE MAQUINARIA INDUSTRIAL;16
EN EL MUNICIPI;2020;6919;1;REPARACION OTROS BIENES CONSUMO NCOP;5
EN EL MUNICIPI;2020;6714;1;RESTAURANTES DE DOS TENEDORES;3
EN EL MUNICIPI;2020;6713;1;RESTAURANTES DE TRES TENEDORES;1
EN EL MUNICIPI;2020;6715;1;RESTAURANTES DE UN TENEDOR;11
EN EL MUNICIPI;2020;5051;1;REVESTIMIENTOS EXTERIORES E INTERIORES;7
EN EL MUNICIPI;2020;9691;1;SALAS DE BAILE Y DISCOTECAS;1
EN EL MUNICIPI;2020;9722;1;SALONES E INSTITUTOS DE BELLEZA;3
EN EL MUNICIPI;2020;9696;1;SALONES RECREATIVOS Y DE JUEGO;2
EN EL MUNICIPI;2020;9218;1;SERV. ADMON. CEMENTERIOS;1
EN EL MUNICIPI;2020;9733;1;SERV. COPIAS DOCUMENTOS MAQ.FOTOCOPIA;1
EN EL MUNICIPI;2020;8497;1;SERV. GESTION ADMINISTRATIVA;4
EN EL MUNICIPI;2020;9211;1;SERV. LIMPIEZA VIARIA Y JARDINES;2
EN EL MUNICIPI;2020;9892;1;SERV. ORGANIZ. CONGRESOS,ASAMBLEAS, ...;2
EN EL MUNICIPI;2020;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;11
EN EL MUNICIPI;2020;9791;1;SERV. POMPAS FUNEBRES;2
EN EL MUNICIPI;2020;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;7
EN EL MUNICIPI;2020;9212;1;SERV. RECOGIDA DE BASURAS Y DESECHOS;3
EN EL MUNICIPI;2020;9214;1;SERV.ALCANTARILLADO, EVACUACION AGUAS;1
EN EL MUNICIPI;2020;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;4
EN EL MUNICIPI;2020;911;1;SERVICIOS AGRICOLAS Y GANADEROS;3
EN EL MUNICIPI;2020;7516;1;SERVICIOS DE CARGA Y DESCARGA MERCANCIAS;1
EN EL MUNICIPI;2020;922;1;SERVICIOS DE LIMPIEZA;14
EN EL MUNICIPI;2020;842;1;SERVICIOS FINANCIEROS Y CONTABLES;10
