CODI_DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;2001;853;1;ALQUILER MAQ. Y EQUIPO CONTABLE;1
EN EL MUNICIPI;2001;852;1;ALQUILER MAQUINARIA Y EQUIP. CONSTRUCC.;12
EN EL MUNICIPI;2001;859;1;ALQUILER OTROS BIENES MUEBLES NCOP;9
EN EL MUNICIPI;2001;8559;1;ALQUILER OTROS MEDIOS TRANSP. N.C.O.P.;1
EN EL MUNICIPI;2001;048;3;ARBITROS DE ESPECTACULOS DEPORTIVOS;2
EN EL MUNICIPI;2001;411;2;ARQUITECTOS;59
EN EL MUNICIPI;2001;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;51
EN EL MUNICIPI;2001;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);79
EN EL MUNICIPI;2001;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;9
EN EL MUNICIPI;2001;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;8
EN EL MUNICIPI;2001;951;1;ASISTENCIA Y SERV. SOCIALES DISMINUIDOS;6
EN EL MUNICIPI;2001;747;2;AUDITORES DE CUENTAS Y CENSORES JURADOS;2
EN EL MUNICIPI;2001;836;2;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;36
EN EL MUNICIPI;2001;811;1;BANCA;31
EN EL MUNICIPI;2001;6731;1;BARES CATEGORIA ESPECIAL;17
EN EL MUNICIPI;2001;4912;1;BISUTERIA;8
EN EL MUNICIPI;2001;6745;1;CAFE-BAR SOCIEDADES,CASINOS,CLUBES...;18
EN EL MUNICIPI;2001;6746;1;CAFE-BAR TEATROS Y CINES;4
EN EL MUNICIPI;2001;6723;1;CAFETERIAS DE UNA TAZA;3
EN EL MUNICIPI;2001;812;1;CAJAS DE AHORRO;96
EN EL MUNICIPI;2001;5055;1;CARPINTERIA Y CERRAJERIA;122
EN EL MUNICIPI;2001;676;1;CHOCOLATERIAS,HELADERIAS Y HORCHATERIAS;2
EN EL MUNICIPI;2001;5024;1;CIMENTACIONES Y PAVIMENTACIONES;2
EN EL MUNICIPI;2001;8491;1;COBROS DE DEUDAS Y CONFECCION FACTURAS;2
EN EL MUNICIPI;2001;5054;1;COLOCACION DE AISLAMIENTOS EN EDIFICIOS;42
EN EL MUNICIPI;2001;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;29
EN EL MUNICIPI;2001;6144;1;COM. MAY. PRODUCTOS ZOOSANITARIOS;1
EN EL MUNICIPI;2001;611;1;COM. MAY. TODA CLASE DE MERCANCIAS;1
EN EL MUNICIPI;2001;6124;1;COM.MAY. CARNES,HUEVOS,AVES Y CAZA;21
EN EL MUNICIPI;2001;6172;1;COM.MAY. CUEROS Y PIELES EN BRUTO;3
EN EL MUNICIPI;2001;6152;1;COM.MAY. DE MUEBLES;7
EN EL MUNICIPI;2001;6162;1;COM.MAY. HIERRO Y ACERO;4
EN EL MUNICIPI;2001;6192;1;COM.MAY. INSTRUM. MEDICOS Y ORTOPEDICOS;4
EN EL MUNICIPI;2001;6191;1;COM.MAY. JUGUETES Y ARTICULOS DEPORTE;5
EN EL MUNICIPI;2001;6196;1;COM.MAY. LIBROS, PERIODICOS Y REVISTAS;3
EN EL MUNICIPI;2001;6173;1;COM.MAY. MADERA Y CORCHO;8
EN EL MUNICIPI;2001;6176;1;COM.MAY. MAQUINARIA AGRICOLA;2
EN EL MUNICIPI;2001;6175;1;COM.MAY. MAQUINARIA PARA MADERA Y METAL;21
EN EL MUNICIPI;2001;6177;1;COM.MAY. MAQUINARIA TEXTIL;2
EN EL MUNICIPI;2001;6178;1;COM.MAY. MAQUINAS Y MATERIAL OFICINA;9
EN EL MUNICIPI;2001;6174;1;COM.MAY. MATERIALES CONSTRUCCION;21
EN EL MUNICIPI;2001;6164;1;COM.MAY. METALES NO FERREOS;3
EN EL MUNICIPI;2001;6193;1;COM.MAY. METALES PRECIOSOS, Y JOYERIA;6
EN EL MUNICIPI;2001;6128;1;COM.MAY. PESCADOS;3
EN EL MUNICIPI;2001;6165;1;COM.MAY. PETROLEO Y LUBRICANTES;7
EN EL MUNICIPI;2001;6133;1;COM.MAY. PRENDAS EXTERIORES VESTIR;34
EN EL MUNICIPI;2001;6127;1;COM.MAY. VINOS Y VINAGRES DEL PAIS;4
EN EL MUNICIPI;2001;6139;1;COM.MAY.ACCESORIOS VESTIDO NCOP;6
EN EL MUNICIPI;2001;6154;1;COM.MAY.APAR.Y MAT. ELECTRONICO;12
EN EL MUNICIPI;2001;6195;1;COM.MAY.ART.PAPELERIA Y ESCRITORIO;12
EN EL MUNICIPI;2001;6126;1;COM.MAY.BEBIDAS Y TABACO;10
EN EL MUNICIPI;2001;6134;1;COM.MAY.CALZADO,PELETERIA,MARROQUINERIA;10
EN EL MUNICIPI;2001;6135;1;COM.MAY.CAMISERIA,LENCERIA,MERCERIA,...;28
EN EL MUNICIPI;2001;6122;1;COM.MAY.CEREALES,PLANTAS,ABONOS,ANIMALES;5
EN EL MUNICIPI;2001;621;1;COM.MAY.CHATARRA Y METALES DESECHO;16
EN EL MUNICIPI;2001;6171;1;COM.MAY.FIBRAS TEXTILES BRUTAS;1
EN EL MUNICIPI;2001;6123;1;COM.MAY.FRUTAS Y VERDURAS;7
EN EL MUNICIPI;2001;6197;1;COM.MAY.INSTRUM.PRECISION Y MEDIDA;8
EN EL MUNICIPI;2001;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;73
EN EL MUNICIPI;2001;6125;1;COM.MAY.LECHE,PTOS.LACTEOS, MIEL, ACEITE;8
EN EL MUNICIPI;2001;6159;1;COM.MAY.OTROS ART. CONSUMO DURADERO NCOP;13
EN EL MUNICIPI;2001;6199;1;COM.MAY.OTROS PRODUCTOS NCOP;4
EN EL MUNICIPI;2001;6129;1;COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC;54
EN EL MUNICIPI;2001;622;1;COM.MAY.OTROS PTOS. RECUPERACION;11
EN EL MUNICIPI;2001;6194;1;COM.MAY.PTOS. DE PAPEL Y CARTON;9
EN EL MUNICIPI;2001;6166;1;COM.MAY.PTOS. QUIMICOS INDUSTRIALES;11
EN EL MUNICIPI;2001;6121;1;COM.MAY.PTOS.ALIMENTIC.BEBIDAS Y TABACOS;10
EN EL MUNICIPI;2001;6141;1;COM.MAY.PTOS.FARMACEUTICOS Y MEDICAMENTO;4
EN EL MUNICIPI;2001;6169;1;COM.MAY.PTOS.INTERINDUSTRIALES Y QUIMIC.;1
EN EL MUNICIPI;2001;6143;1;COM.MAY.PTOS.MANTENIMIENTO HOGAR;9
EN EL MUNICIPI;2001;6142;1;COM.MAY.PTOS.PERFUMERIA,DROGUERIA;27
EN EL MUNICIPI;2001;6131;1;COM.MAY.PTOS.TEXTILES,CONFECC, Y CALZADO;5
EN EL MUNICIPI;2001;6132;1;COM.MAY.TEJIDOS POR METROS, ALFOMBRAS;20
EN EL MUNICIPI;2001;6151;1;COM.MAY.VEHICULOS Y SUS ACCESORIOS;20
EN EL MUNICIPI;2001;657;1;COM.MEN. INSTRUMENTOS MUSICA Y ACCESORIO;1
EN EL MUNICIPI;2001;6542;1;COM.MEN.ACCESORIOS Y RECAMBIOS VEHICULOS;27
EN EL MUNICIPI;2001;6613;1;COM.MEN.ALMACENES POPULARES;3
EN EL MUNICIPI;2001;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;128
EN EL MUNICIPI;2001;6593;1;COM.MEN.APARATOS MEDICOS, ORTOPEDICOS;48
EN EL MUNICIPI;2001;6649;1;COM.MEN.ART.DIVERSOS EN MAQUINAS;3
EN EL MUNICIPI;2001;6539;1;COM.MEN.ART.HOGAR NCOP;20
EN EL MUNICIPI;2001;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;59
EN EL MUNICIPI;2001;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;127
EN EL MUNICIPI;2001;6432;1;COM.MEN.BACALAO Y SALAZONES;7
EN EL MUNICIPI;2001;6445;1;COM.MEN.BOMBONES Y CARAMELOS;2
EN EL MUNICIPI;2001;6633;1;COM.MEN.CALZADO SIN ESTABLECIMIENTO;2
EN EL MUNICIPI;2001;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;60
EN EL MUNICIPI;2001;6553;1;COM.MEN.CARBURANTES Y ACEITES VEHICULOS;11
EN EL MUNICIPI;2001;6421;1;COM.MEN.CARNES,HUEVOS,CAZA Y GRANJA;8
EN EL MUNICIPI;2001;6424;1;COM.MEN.CARNICERIAS;83
EN EL MUNICIPI;2001;6422;1;COM.MEN.CARNICERIAS-CHARCUTERIAS;53
EN EL MUNICIPI;2001;6423;1;COM.MEN.CARNICERIAS-SALCHICHERIAS;41
EN EL MUNICIPI;2001;6426;1;COM.MEN.CASQUERIAS;8
EN EL MUNICIPI;2001;6517;1;COM.MEN.CONFECCIONES DE PELETERIA;4
EN EL MUNICIPI;2001;6546;1;COM.MEN.CUBIERTAS,BANDAS Y CAMARAS AIRE;7
EN EL MUNICIPI;2001;6545;1;COM.MEN.DE TODA CLASE DE MAQUINARIA;31
EN EL MUNICIPI;2001;6634;1;COM.MEN.DROGUERIA SIN ESTABLECIMIENTO;3
EN EL MUNICIPI;2001;6621;1;COM.MEN.EN ECONOMATOS Y COOP. DE CONSUMO;1
EN EL MUNICIPI;2001;6612;1;COM.MEN.EN HIPERMERCADOS;3
EN EL MUNICIPI;2001;641;1;COM.MEN.FRUTAS,VERDURAS;118
EN EL MUNICIPI;2001;6552;1;COM.MEN.GASES COMBUSTIBLES;2
EN EL MUNICIPI;2001;6611;1;COM.MEN.GRANDES ALMACENES;1
EN EL MUNICIPI;2001;6444;1;COM.MEN.HELADOS;5
EN EL MUNICIPI;2001;6425;1;COM.MEN.HUEVOS,AVES,GRANJA Y CAZA;51
EN EL MUNICIPI;2001;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;57
EN EL MUNICIPI;2001;6513;1;COM.MEN.LENCERIA Y CORSETERIA;39
EN EL MUNICIPI;2001;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;121
EN EL MUNICIPI;2001;6446;1;COM.MEN.MASAS FRITAS;42
EN EL MUNICIPI;2001;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;54
EN EL MUNICIPI;2001;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;33
EN EL MUNICIPI;2001;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);87
EN EL MUNICIPI;2001;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;55
EN EL MUNICIPI;2001;6639;1;COM.MEN.OTRAS MERCANCIAS SIN ESTABLECIM.;19
EN EL MUNICIPI;2001;6599;1;COM.MEN.OTROS PTOS. NCOP;4
EN EL MUNICIPI;2001;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;176
EN EL MUNICIPI;2001;6431;1;COM.MEN.PESCADOS;96
EN EL MUNICIPI;2001;6524;1;COM.MEN.PLANTAS Y HIERBAS,HERBORARIOS;30
EN EL MUNICIPI;2001;665;1;COM.MEN.POR CORREO O CATALOGO;1
EN EL MUNICIPI;2001;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;213
EN EL MUNICIPI;2001;6515;1;COM.MEN.PRENDAS ESPECIALES;3
EN EL MUNICIPI;2001;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;77
EN EL MUNICIPI;2001;6631;1;COM.MEN.PTOS.ALIMENTICIOS SIN ESTABLEC.;4
EN EL MUNICIPI;2001;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;5
EN EL MUNICIPI;2001;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;185
EN EL MUNICIPI;2001;6473;1;COM.MEN-PTOS.ALIMENTICIOS 120 - 399 M2;38
EN EL MUNICIPI;2001;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;70
EN EL MUNICIPI;2001;6443;1;COM.MEN.PTOS.PASTELERIA,BOLLERIA;25
EN EL MUNICIPI;2001;6523;1;COM.MEN.PTOS.PERFUMERIA Y COSMETICA;37
EN EL MUNICIPI;2001;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;40
EN EL MUNICIPI;2001;6535;1;COM.MEN.PUERTAS,VENTANAS Y PERSIANAS;27
EN EL MUNICIPI;2001;6591;1;COM.MEN.SELLOS,MONEDAS,MEDALLAS,COLECC.;3
EN EL MUNICIPI;2001;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;54
EN EL MUNICIPI;2001;6598;1;COM.MEN. SEX-SHOP ;2
EN EL MUNICIPI;2001;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;180
EN EL MUNICIPI;2001;6465;1;COM.MEN.TABACO MAQUINAS AUTOMATICAS;452
EN EL MUNICIPI;2001;6461;1;COM.MEN.TABACOS EN EXPENDIDURIA;28
EN EL MUNICIPI;2001;6632;1;COM.MEN.TEXTILES Y CONFECC.SIN ESTABLEC.;10
EN EL MUNICIPI;2001;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;52
EN EL MUNICIPI;2001;6544;1;COM.MEN.VEHICULOS FLUVIALES Y MARITIMOS;2
EN EL MUNICIPI;2001;6541;1;COM.MEN.VEHICULOS TERRESTRES;64
EN EL MUNICIPI;2001;645;1;COM.MEN.VINOS Y BEBIDAS;8
EN EL MUNICIPI;2001;4551;1;CONFECC. ART. TEXTILES HOGAR/TAPICERIA;11
EN EL MUNICIPI;2001;454;1;CONFECC. MEDIDA PRENDAS VESTIR;12
EN EL MUNICIPI;2001;4559;1;CONFECC. OTROS ART. TEXTILES NCOP;12
EN EL MUNICIPI;2001;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;415
EN EL MUNICIPI;2001;3221;1;CONS. MAQUINAS PARA TRABAJAR METALES;14
EN EL MUNICIPI;2001;330;1;CONS.MAQ.DE OFICINA Y ORDENADORES;7
EN EL MUNICIPI;2001;5022;1;CONSOLIDACION Y PREPARACION DE TERRENOS;5
EN EL MUNICIPI;2001;3254;1;CONST. MAQ. ELEVACION Y MANIPULACION;12
EN EL MUNICIPI;2001;3291;1;CONST. MAQ. IND. PAPEL, CARTON Y AA.GG.;2
EN EL MUNICIPI;2001;3294;1;CONST. MAQ. MANIPULACION DE FLUIDOS;5
EN EL MUNICIPI;2001;3253;1;CONST. MAQ. PARA SIDERURGIA Y FUNDICION;1
EN EL MUNICIPI;2001;3252;1;CONST. MAQUINAS IND. MINERALES NO METAL;3
EN EL MUNICIPI;2001;3231;1;CONST. MAQUINAS TEXTILES Y ACCESORIOS;4
EN EL MUNICIPI;2001;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;29
EN EL MUNICIPI;2001;3251;1;CONST.MAQ. MINERIA Y CONSTRUCCION;4
EN EL MUNICIPI;2001;3243;1;CONST.MAQ.IND._DEL CAUCHO Y PLASTICOS;2
EN EL MUNICIPI;2001;3242;1;CONST.MAQUINAS PARA INDUSTRIA QUIMICA;6
EN EL MUNICIPI;2001;362;1;CONSTRUCC. CARROCERIAS, REMOLQUES...;1
EN EL MUNICIPI;2001;5012;1;CONSTRUCC. COMPLETA OBRAS CIVILES;6
EN EL MUNICIPI;2001;315;1;CONSTRUCC. DEPOSITOS Y CALDERERIA;18
EN EL MUNICIPI;2001;389;1;CONSTRUCC. OTRO MATERIAL TRANSPORTE NCOP;1
EN EL MUNICIPI;2001;5011;1;CONSTRUCCION COMPLETA, REPAR. Y CONSERV.;125
EN EL MUNICIPI;2001;507;1;CONSTRUCCION DE TODA CLASE DE OBRAS;2
EN EL MUNICIPI;2001;361;1;CONSTRUCCION DE VEHICULOS AUTOMOVILES;2
EN EL MUNICIPI;2001;382;1;CONSTRUCC.REPARACION, MANT. AERONAVES;1
EN EL MUNICIPI;2001;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;27
EN EL MUNICIPI;2001;945;1;CONSULTAS Y CLINICAS VETERINARIAS;5
EN EL MUNICIPI;2001;9421;1;CONSULTORIOS MEDICOS, SANITARIOS...;18
EN EL MUNICIPI;2001;4391;1;CORDELERIA;1
EN EL MUNICIPI;2001;745;2;CORREDORES DE COMERCIO COLEGIADOS;1
EN EL MUNICIPI;2001;886;2;CRONOMETRADORES;1
EN EL MUNICIPI;2001;441;1;CURTICION Y ACABADO DE CUEROS Y PIELES;4
EN EL MUNICIPI;2001;432;2;DECORADORES-DISEùADORES DE INTERIORES;15
EN EL MUNICIPI;2001;431;2;DELINEANTES;12
EN EL MUNICIPI;2001;5021;1;DEMOLICIONES Y DERRIBOS EN GENERAL;3
EN EL MUNICIPI;2001;7541;1;DEPOSITOS Y ALMACENES GENERALES;2
EN EL MUNICIPI;2001;6442;1;DESPACHOS PAN, PAN ESPECIAL, Y BOLLERIA;16
EN EL MUNICIPI;2001;773;2;DETECTIVES PRIVADOS, VIGILANCIA, PROTECC;2
EN EL MUNICIPI;2001;224;2;DIBUJANTES TECNICOS;3
EN EL MUNICIPI;2001;744;2;DIPLOMADOS EN CIENCIAS EMPRESARIALES;3
EN EL MUNICIPI;2001;764;2;DIPLOMADOS EN INFORMATICA;2
EN EL MUNICIPI;2001;1614;1;DISTRIBUCION DE AGUA EN NUCLEOS URBANOS;1
EN EL MUNICIPI;2001;9621;1;DISTRIBUCION Y VENTA DE PELICULAS;2
EN EL MUNICIPI;2001;9612;1;DOBLAJE, MONTAJE DE PELICULAS;2
EN EL MUNICIPI;2001;775;2;DOCTORES Y LICENCIADOS EN FILOSOFIA;5
EN EL MUNICIPI;2001;761;2;DOCTORES Y LICENCIADOS EXACTAS Y ESTAD.;1
EN EL MUNICIPI;2001;762;2;DOCTORES,LICENCIADOS,INGENIEROS INFORMAT;2
EN EL MUNICIPI;2001;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;23
EN EL MUNICIPI;2001;741;2;ECONOMISTAS;7
EN EL MUNICIPI;2001;4761;1;EDICION DE LIBROS;2
EN EL MUNICIPI;2001;4762;1;EDICION DE PERIODICOS Y REVISTAS;10
EN EL MUNICIPI;2001;3552;1;EDICION SOPORTES AUDIO,VIDEO,INFORMATICA;4
EN EL MUNICIPI;2001;4231;1;ELAB. CAFE, TE, Y SUCEDANEOS;1
EN EL MUNICIPI;2001;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;24
EN EL MUNICIPI;2001;4212;1;ELABORACION PTOS. CONFITERIA;1
EN EL MUNICIPI;2001;4224;1;ELAB.PIENSOS COMP. ANIMALES DOMESTICOS;1
EN EL MUNICIPI;2001;9654;1;EMPRESAS DE ESPECTACULOS;4
EN EL MUNICIPI;2001;846;1;EMPRESAS DE ESTUDIO DE MERCADO;4
EN EL MUNICIPI;2001;7515;1;ENGRASE Y LAVADO DE VEHICULOS;14
EN EL MUNICIPI;2001;9331;1;ENSEù. CONDUCCION VEHICULOS;32
EN EL MUNICIPI;2001;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;2
EN EL MUNICIPI;2001;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;26
EN EL MUNICIPI;2001;9314;1;ENSEùANZA REGLADA (PREESC,EGB,BUP,FP,COU;1
EN EL MUNICIPI;2001;821;1;ENTIDADES ASEGURADORES DE VIDA Y CAPIT.;5
EN EL MUNICIPI;2001;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;22
EN EL MUNICIPI;2001;777;2;ESPECIALISTAS ORIENTACION Y ANALISIS PER;3
EN EL MUNICIPI;2001;9651;1;ESPECTACULOS EN SALAS Y LOCALES;1
EN EL MUNICIPI;2001;772;2;ESTENOTIPISTAS, TAQUIMECANOGRAFOS,...;7
EN EL MUNICIPI;2001;833;2;ESTOMATOLOGOS;19
EN EL MUNICIPI;2001;9631;1;EXHIBICION DE PELICULAS CINEMATOGRAFICAS;3
EN EL MUNICIPI;2001;873;2;EXPENDEDORES NO OFICIALES APUESTAS;3
EN EL MUNICIPI;2001;872;2;EXPENDEDORES OFICIALES APUESTAS;1
EN EL MUNICIPI;2001;871;2;EXPENDEDORES OFICIALES LOTERIAS;21
EN EL MUNICIPI;2001;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;30
EN EL MUNICIPI;2001;9213;1;EXTERMINIO ANIMALES DAùINOS Y DESIFECC.;4
EN EL MUNICIPI;2001;2313;1;EXTRACC. ARENAS Y GRAVAS CONSTRUCCION;1
EN EL MUNICIPI;2001;2536;1;FAB. ACEITES ESENCIALES Y SUST. AROMAT.;1
EN EL MUNICIPI;2001;4282;1;FAB. AGUAS GASEOSAS Y OTRAS BEBIDAS SIN;3
EN EL MUNICIPI;2001;4371;1;FAB. ALFOMBRAS Y TAPICES;1
EN EL MUNICIPI;2001;345;1;FAB. APARATOS ELECTRODOMESTICOS;2
EN EL MUNICIPI;2001;3922;1;FAB. APARATOS PROTESIS Y ORTOPEDIA;12
EN EL MUNICIPI;2001;4822;1;FAB. ART. ACABADOS MATERIAS PLASTICAS;38
EN EL MUNICIPI;2001;3141;1;FAB. ART. CARPINTERIA METALICA;86
EN EL MUNICIPI;2001;4942;1;FAB. ART. DEPORTE;2
EN EL MUNICIPI;2001;4951;1;FAB. ART. ESCRITORIO;2
EN EL MUNICIPI;2001;467;1;FAB. ART. JUNCO, CAùA Y CESTERIA;2
EN EL MUNICIPI;2001;3164;1;FAB. ART. MENAJE;1
EN EL MUNICIPI;2001;4733;1;FAB. ART. OFICINA, ESCRITORIO, EN PAPEL;3
EN EL MUNICIPI;2001;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;31
EN EL MUNICIPI;2001;2435;1;FAB. ARTICULOS DERIVADOS YESO Y ESCAYOLA;1
EN EL MUNICIPI;2001;2471;1;FAB. ARTICULOS REFRACTARIOS;2
EN EL MUNICIPI;2001;2473;1;FAB. BALDOSAS ESMALTADAS PARA PAVIMENTOS;1
EN EL MUNICIPI;2001;4731;1;FAB. CARTON ONDULADO Y SUS ARTICULOS;3
EN EL MUNICIPI;2001;2537;1;FAB. COLAS Y GELATINAS;8
EN EL MUNICIPI;2001;416;1;FAB. CONSERVAS PESCADO;1
EN EL MUNICIPI;2001;344;1;FAB. CONTADORES Y APARATOS DE MEDIDA;1
EN EL MUNICIPI;2001;245;1;FAB. DE ABRASIVOS;3
EN EL MUNICIPI;2001;2522;1;FAB. DE PLAGUICIDAS;1
EN EL MUNICIPI;2001;2534;1;FAB. DE TINTAS DE IMPRENTA;2
EN EL MUNICIPI;2001;464;1;FAB. ENVASES Y EMBALAJES DE MADERA;4
EN EL MUNICIPI;2001;2542;1;FAB. ESPECIALIDADES FARMACEUTICAS;6
EN EL MUNICIPI;2001;3142;1;FAB. ESTRUCTURAS METALICAS;12
EN EL MUNICIPI;2001;4351;1;FAB. GENEROS DE PUNTO EN PIEZA;8
EN EL MUNICIPI;2001;3161;1;FAB. HERRAMIENTAS MANUALES;8
EN EL MUNICIPI;2001;2431;1;FAB. HORMIGONES PREPARADOS;4
EN EL MUNICIPI;2001;2551;1;FAB. JABONES COMUNES, DETERGENTES, LEJIA;2
EN EL MUNICIPI;2001;2552;1;FAB. JABONES TOCADOR Y PTOS. PERFUMERIA;5
EN EL MUNICIPI;2001;346;1;FAB. LAMPARAS Y MATERIAL DE ALUMBRADO;9
EN EL MUNICIPI;2001;3921;1;FAB. MATERIAL MEDICO-QUIRURGICO;1
EN EL MUNICIPI;2001;4681;1;FAB. MOBILIARIO DE MADERA PARA EL HOGAR;66
EN EL MUNICIPI;2001;3166;1;FAB. MOBILIARIO METALICO;12
EN EL MUNICIPI;2001;3932;1;FAB. MONTURAS PARA GAFAS (PLASTICO NO);1
EN EL MUNICIPI;2001;4683;1;FAB. MUEBLES DIV. MADERA, JUNCO, MIMBRE;7
EN EL MUNICIPI;2001;465;1;FAB. OBJETOS DIVERSOS DE MADERA;12
EN EL MUNICIPI;2001;4819;1;FAB. OTROS ART. CAUCHO NCOP;4
EN EL MUNICIPI;2001;4959;1;FAB. OTROS ART. NCOP;14
EN EL MUNICIPI;2001;4732;1;FAB. OTROS ART. Y ENVASES PAPEL Y CARTON;6
EN EL MUNICIPI;2001;4429;1;FAB. OTROS ARTICULOS DE CUERO NCOP;2
EN EL MUNICIPI;2001;2433;1;FAB. OTROS ARTICULOS DERIVADOS CEMENTO;1
EN EL MUNICIPI;2001;4739;1;FAB. OTROS MANIPULADOS PAPEL Y CARTON;3
EN EL MUNICIPI;2001;2479;1;FAB. OTROS PTOS. CERAMICOS NCOP;2
EN EL MUNICIPI;2001;2512;1;FAB. OTROS PTOS. QUIMICOS ORGANICOS;1
EN EL MUNICIPI;2001;2539;1;FAB. OTROS PTOS. QUIMICOS USO INDUSTRIAL;2
EN EL MUNICIPI;2001;472;1;FAB. PAPEL Y CARTON;1
EN EL MUNICIPI;2001;2533;1;FAB. PINTURAS, BARNICES Y LACAS;6
EN EL MUNICIPI;2001;4354;1;FAB. PRENDAS EXTERIORES DE PUNTO;22
EN EL MUNICIPI;2001;4353;1;FAB. PRENDAS INTERIORES PUNTO;2
EN EL MUNICIPI;2001;2514;1;FAB. PRIMERA MATERIAS PLASTICAS;1
EN EL MUNICIPI;2001;2513;1;FAB. PTOS. QUIMICOS INORGANICOS;1
EN EL MUNICIPI;2001;4821;1;FAB. PTOS. SEMIELABORADOS PLASTICO;8
