CODI_DIVISIO_TERRITORIAL;CDINE;NACIONALITAT;NRE_HOMES;NRE_DONES
S-03011;228;MARROC;7;6
S-03011;342;BRASIL;3;3
S-03013;407;XINA;23;22
S-03013;126;ALEMANYA;4;3
S-03013;;ALTRES;36;22
S-03013;115;ITALIA;6;3
S-03013;110;FRANÇA;5;6
S-03013;108;ESPANYA;834;813
S-03014;108;ESPANYA;675;658
S-03014;228;MARROC;3;3
S-03014;;ALTRES;21;27
S-03014;115;ITALIA;5;7
S-03014;407;XINA;29;40
S-03014;110;FRANÇA;9;4
S-03014;126;ALEMANYA;5;4
S-04001;108;ESPANYA;1.040;1.034
S-04001;407;XINA;9;10
S-04001;426;PAKISTAN;5;7
S-04001;228;MARROC;17;22
S-04001;;ALTRES;21;26
S-04002;115;ITALIA;6;4
S-04002;;ALTRES;23;32
S-04002;228;MARROC;3;4
S-04002;108;ESPANYA;716;783
S-04002;351;VENEÇUELA;8;7
S-04002;407;XINA;4;4
S-04003;108;ESPANYA;715;738
S-04003;321;HONDURES;3;5
S-04003;;ALTRES;26;28
S-04003;351;VENEÇUELA;4;6
S-04004;;ALTRES;36;47
S-04004;108;ESPANYA;1.046;1.106
S-04004;407;XINA;15;18
S-04004;426;PAKISTAN;7;6
S-04004;228;MARROC;5;4
S-04005;115;ITALIA;3;3
S-04005;110;FRANÇA;3;3
S-04005;228;MARROC;7;4
S-04005;;ALTRES;29;24
S-04005;108;ESPANYA;903;955
S-04006;351;VENEÇUELA;6;12
S-04006;407;XINA;3;4
S-04006;321;HONDURES;3;10
S-04006;108;ESPANYA;1.227;1.249
S-04006;426;PAKISTAN;9;6
S-04006;;ALTRES;38;33
S-04007;108;ESPANYA;654;682
S-04007;;ALTRES;18;14
S-04008;407;XINA;8;8
S-04008;317;EL SALVADOR;3;4
S-04008;;ALTRES;16;13
S-04008;108;ESPANYA;648;666
S-04009;410;INDIA;3;3
S-04009;115;ITALIA;4;6
S-04009;;ALTRES;20;19
S-04009;108;ESPANYA;424;451
S-04010;108;ESPANYA;577;565
S-04010;228;MARROC;10;3
S-04010;;ALTRES;40;43
S-04010;407;XINA;12;15
S-04011;108;ESPANYA;656;720
S-04011;343;COLOMBIA;4;7
S-04011;;ALTRES;28;37
S-04011;228;MARROC;3;4
S-04011;407;XINA;6;8
S-04011;128;ROMANIA;11;6
S-04012;228;MARROC;3;6
S-04012;108;ESPANYA;643;695
S-04012;426;PAKISTAN;5;5
S-04012;407;XINA;4;3
S-04012;;ALTRES;17;27
S-04013;108;ESPANYA;529;567
S-04013;;ALTRES;14;21
S-04014;108;ESPANYA;1.182;1.193
S-04014;;ALTRES;18;24
S-04015;228;MARROC;13;12
S-04015;108;ESPANYA;640;695
S-04015;;ALTRES;10;13
S-04016;115;ITALIA;4;6
S-04016;;ALTRES;22;13
S-04016;108;ESPANYA;994;1.016
S-05001;;ALTRES;33;36
S-05001;126;ALEMANYA;3;5
S-05001;407;XINA;4;4
S-05001;110;FRANÇA;6;3
S-05001;115;ITALIA;10;4
S-05001;125;REGNE UNIT;3;3
S-05001;108;ESPANYA;1.038;1.123
S-05001;154;RUSSIA;3;3
S-05002;;ALTRES;4;8
S-05002;108;ESPANYA;353;420
S-05003;;ALTRES;41;44
S-05003;110;FRANÇA;3;3
S-05003;108;ESPANYA;1.358;1.441
S-05003;407;XINA;6;7
S-05003;115;ITALIA;14;9
S-05003;228;MARROC;14;4
S-05004;407;XINA;9;6
S-05004;;ALTRES;47;26
S-05004;126;ALEMANYA;3;4
S-05004;108;ESPANYA;786;790
S-05005;347;PARAGUAI;3;5
S-05005;135;UCRAINA;3;3
S-05005;;ALTRES;37;39
S-05005;108;ESPANYA;890;931
S-05005;128;ROMANIA;3;3
S-05005;407;XINA;6;7
S-05005;154;RUSSIA;3;4
S-05005;115;ITALIA;6;3
S-05006;342;BRASIL;3;5
S-05006;108;ESPANYA;551;630
S-05006;;ALTRES;27;33
S-05006;115;ITALIA;6;3
S-05007;108;ESPANYA;470;529
S-05007;;ALTRES;23;20
S-06001;407;XINA;6;3
S-06001;302;ESTATS UNITS;4;3
S-06001;108;ESPANYA;651;655
S-06001;228;MARROC;3;4
S-06001;;ALTRES;12;16
S-06001;115;ITALIA;4;3
S-06002;115;ITALIA;5;3
S-06002;;ALTRES;25;30
S-06002;228;MARROC;5;3
S-06002;407;XINA;6;6
S-06002;108;ESPANYA;803;763
S-06002;341;BOLIVIA;3;3
S-06003;347;PARAGUAI;3;3
S-06003;;ALTRES;12;20
S-06003;108;ESPANYA;508;548
S-06004;;ALTRES;5;21
S-06004;108;ESPANYA;561;624
S-06004;228;MARROC;3;3
S-06005;108;ESPANYA;657;685
S-06005;;ALTRES;7;15
S-06006;108;ESPANYA;468;493
S-06006;;ALTRES;7;11
S-06006;315;CUBA;4;5
S-06006;228;MARROC;4;4
S-07001;139;GEORGIA;7;5
S-07001;407;XINA;30;27
S-07001;321;HONDURES;9;25
S-07001;115;ITALIA;5;4
S-07001;341;BOLIVIA;12;29
S-07001;228;MARROC;23;20
S-07001;410;INDIA;8;4
S-07001;128;ROMANIA;14;14
S-07001;;ALTRES;36;29
S-07001;340;ARGENTINA;4;4
S-07001;426;PAKISTAN;40;16
S-07001;317;EL SALVADOR;4;3
S-07001;135;UCRAINA;5;8
S-07001;345;EQUADOR;13;6
S-07001;347;PARAGUAI;3;5
S-07001;108;ESPANYA;705;785
S-07001;343;COLOMBIA;6;8
S-07002;341;BOLIVIA;4;3
S-07002;110;FRANÇA;3;3
S-07002;407;XINA;14;19
S-07002;347;PARAGUAI;7;8
S-07002;108;ESPANYA;1.045;1.113
S-07002;128;ROMANIA;4;4
S-07002;228;MARROC;4;5
S-07002;340;ARGENTINA;3;4
S-07002;115;ITALIA;6;9
S-07002;;ALTRES;28;31
S-07003;350;URUGUAI;6;3
S-07003;321;HONDURES;3;13
S-07003;410;INDIA;17;9
S-07003;351;VENEÇUELA;3;3
S-07003;317;EL SALVADOR;3;6
S-07003;340;ARGENTINA;5;3
S-07003;216;GAMBIA;4;4
S-07003;407;XINA;14;18
S-07003;135;UCRAINA;4;4
S-07003;;ALTRES;29;26
S-07003;139;GEORGIA;6;3
S-07003;128;ROMANIA;8;5
S-07003;228;MARROC;22;19
S-07003;115;ITALIA;6;3
S-07003;345;EQUADOR;6;6
S-07003;108;ESPANYA;573;687
S-07003;347;PARAGUAI;5;10
S-07003;341;BOLIVIA;8;12
S-07004;115;ITALIA;5;4
S-07004;108;ESPANYA;510;559
S-07004;;ALTRES;20;34
S-07004;340;ARGENTINA;3;3
S-07005;139;GEORGIA;10;16
S-07005;108;ESPANYA;343;380
S-07005;407;XINA;18;20
S-07005;410;INDIA;5;3
S-07005;228;MARROC;11;9
S-07005;426;PAKISTAN;16;3
S-07005;345;EQUADOR;8;3
S-07005;;ALTRES;26;33
S-07006;128;ROMANIA;5;7
S-07006;341;BOLIVIA;5;3
S-07006;;ALTRES;13;28
S-07006;108;ESPANYA;475;495
S-07006;115;ITALIA;6;3
S-07006;135;UCRAINA;7;4
S-07006;228;MARROC;7;4
S-07006;407;XINA;16;16
S-07007;407;XINA;22;21
S-07007;345;EQUADOR;6;4
S-07007;227;MALI;10;3
S-07007;317;EL SALVADOR;4;3
S-07007;148;ARMENIA;6;6
S-07007;410;INDIA;18;11
S-07007;321;HONDURES;6;17
S-07007;228;MARROC;34;25
S-07007;326;REPUBLICA DOMINICANA;4;3
S-07007;;ALTRES;40;34
S-07007;426;PAKISTAN;88;41
S-07007;135;UCRAINA;5;5
S-07007;108;ESPANYA;376;375
S-07007;341;BOLIVIA;6;7
S-07007;404;BANGLA DESH;6;3
S-07007;128;ROMANIA;4;4
S-07008;128;ROMANIA;4;5
S-07008;410;INDIA;31;16
S-07008;347;PARAGUAI;5;6
S-07008;345;EQUADOR;12;8
S-07008;404;BANGLA DESH;15;12
S-07008;426;PAKISTAN;80;47
S-07008;135;UCRAINA;7;10
S-07008;;ALTRES;40;36
S-07008;228;MARROC;76;63
S-07008;154;RUSSIA;6;9
S-07008;108;ESPANYA;501;489
S-07008;321;HONDURES;11;21
S-07008;343;COLOMBIA;4;7
S-07008;407;XINA;35;31
S-07008;341;BOLIVIA;4;11
S-07009;426;PAKISTAN;6;6
S-07009;;ALTRES;37;49
S-07009;410;INDIA;17;9
S-07009;228;MARROC;35;33
S-07009;128;ROMANIA;6;3
S-07009;108;ESPANYA;743;748
S-07009;321;HONDURES;3;7
S-07009;343;COLOMBIA;3;5
S-07009;154;RUSSIA;3;4
S-07009;407;XINA;7;7
S-07010;108;ESPANYA;354;384
S-07010;426;PAKISTAN;24;8
S-07010;;ALTRES;34;27
S-07010;228;MARROC;29;28
S-07010;407;XINA;16;11
S-07010;410;INDIA;6;3
S-07010;321;HONDURES;17;18
S-07011;407;XINA;25;32
S-07011;108;ESPANYA;880;957
S-07011;345;EQUADOR;5;4
S-07011;;ALTRES;29;43
S-07011;321;HONDURES;8;18
S-07011;341;BOLIVIA;3;3
S-07011;426;PAKISTAN;6;5
S-07011;154;RUSSIA;3;4
S-07011;228;MARROC;45;42
S-07012;;ALTRES;1;1
S-07013;108;ESPANYA;823;768
S-07013;343;COLOMBIA;9;12
S-07013;341;BOLIVIA;3;4
S-07013;348;PERU;3;6
S-07013;128;ROMANIA;8;7
S-07013;345;EQUADOR;13;12
S-07013;;ALTRES;50;35
S-07013;407;XINA;63;61
S-07013;426;PAKISTAN;97;60
S-07013;340;ARGENTINA;3;3
S-07013;234;NIGERIA;13;7
S-07013;228;MARROC;124;106
S-07013;410;INDIA;11;8
S-07013;227;MALI;3;4
S-07013;326;REPUBLICA DOMINICANA;8;4
S-07013;154;RUSSIA;6;8
S-07013;321;HONDURES;7;19
S-07014;341;BOLIVIA;3;6
S-07014;407;XINA;14;17
S-07014;426;PAKISTAN;11;4
S-07014;115;ITALIA;4;5
S-07014;228;MARROC;80;67
S-07014;410;INDIA;8;3
S-07014;351;VENEÇUELA;3;8
S-07014;108;ESPANYA;723;736
S-07014;;ALTRES;24;35
S-07015;228;MARROC;79;63
S-07015;108;ESPANYA;351;368
S-07015;426;PAKISTAN;43;28
S-07015;321;HONDURES;3;9
S-07015;345;EQUADOR;5;3
S-07015;;ALTRES;19;18
S-07015;128;ROMANIA;6;8
S-07015;351;VENEÇUELA;4;6
S-07015;407;XINA;23;26
S-07015;410;INDIA;9;6
S-07017;343;COLOMBIA;7;5
S-07017;404;BANGLA DESH;35;15
S-07017;321;HONDURES;15;23
S-07017;;ALTRES;62;25
S-07017;340;ARGENTINA;4;3
S-07017;407;XINA;67;53
S-07017;135;UCRAINA;11;6
S-07017;424;NEPAL;4;3
S-07017;348;PERU;5;5
S-07017;154;RUSSIA;6;6
S-07017;108;ESPANYA;1.054;1.149
S-07017;410;INDIA;34;22
S-07017;345;EQUADOR;12;10
S-07017;228;MARROC;146;118
S-07017;234;NIGERIA;5;5
S-07017;341;BOLIVIA;25;24
S-07017;351;VENEÇUELA;4;4
S-07017;342;BRASIL;4;4
S-07017;326;REPUBLICA DOMINICANA;11;5
S-07017;128;ROMANIA;17;16
S-07017;426;PAKISTAN;194;111
S-07018;;ALTRES;16;25
S-07018;108;ESPANYA;740;750
S-07020;426;PAKISTAN;7;6
S-07020;108;ESPANYA;567;650
S-07020;154;RUSSIA;3;6
S-07020;228;MARROC;11;5
S-07020;410;INDIA;4;7
S-07020;;ALTRES;21;30
S-07020;348;PERU;5;6
S-07020;115;ITALIA;4;3
S-07020;407;XINA;20;18
S-07021;;ALTRES;37;31
S-07021;108;ESPANYA;356;424
S-07021;228;MARROC;14;9
S-07021;407;XINA;22;15
S-07022;407;XINA;6;5
S-07022;154;RUSSIA;3;5
S-07022;;ALTRES;26;25
S-07022;139;GEORGIA;4;8
S-07022;108;ESPANYA;321;363
S-07023;115;ITALIA;7;12
S-07023;343;COLOMBIA;5;7
S-07023;135;UCRAINA;7;11
S-07023;126;ALEMANYA;3;4
S-07023;228;MARROC;4;6
S-07023;;ALTRES;23;32
S-07023;108;ESPANYA;914;988
S-07023;407;XINA;12;17
S-07023;154;RUSSIA;8;9
S-07024;347;PARAGUAI;3;8
S-07024;343;COLOMBIA;6;7
S-07024;108;ESPANYA;792;804
S-07024;410;INDIA;12;11
S-07024;228;MARROC;33;14
S-07024;135;UCRAINA;4;5
S-07024;128;ROMANIA;11;8
S-07024;407;XINA;10;9
S-07024;;ALTRES;24;25
S-07024;323;NICARAGUA;6;6
S-07024;426;PAKISTAN;11;5
S-07024;341;BOLIVIA;10;8
S-07024;321;HONDURES;4;12
S-07024;345;EQUADOR;4;6
S-07025;;ALTRES;0;1
S-07028;407;XINA;33;41
S-07028;341;BOLIVIA;14;9
S-07028;321;HONDURES;8;28
S-07028;426;PAKISTAN;78;47
S-07028;108;ESPANYA;761;853
S-07028;351;VENEÇUELA;5;4
S-07028;404;BANGLA DESH;9;3
S-07028;345;EQUADOR;13;5
S-07028;148;ARMENIA;4;5
S-07028;343;COLOMBIA;3;6
S-07028;139;GEORGIA;5;5
S-07028;228;MARROC;34;32
S-07028;348;PERU;7;8
S-07028;128;ROMANIA;7;7
S-07028;;ALTRES;34;29
S-07029;108;ESPANYA;970;982
S-07029;;ALTRES;31;33
S-07029;138;BIELORUSSIA;4;3
S-07030;407;XINA;4;5
S-07030;108;ESPANYA;958;944
S-07030;;ALTRES;12;8
S-07031;108;ESPANYA;598;637
S-07031;;ALTRES;11;15
S-08001;347;PARAGUAI;3;3
S-08001;426;PAKISTAN;58;46
S-08001;321;HONDURES;5;13
S-08001;410;INDIA;42;22
S-08001;128;ROMANIA;4;3
S-08001;108;ESPANYA;948;929
S-08001;345;EQUADOR;12;7
S-08001;404;BANGLA DESH;27;8
S-08001;228;MARROC;104;91
S-08001;123;PORTUGAL;3;3
S-08001;407;XINA;147;123
S-08001;317;EL SALVADOR;4;3
S-08001;;ALTRES;30;36
S-08001;326;REPUBLICA DOMINICANA;13;6
S-08001;341;BOLIVIA;5;10
S-08002;321;HONDURES;4;15
S-08002;404;BANGLA DESH;10;5
S-08002;410;INDIA;9;5
S-08002;345;EQUADOR;5;4
S-08002;426;PAKISTAN;20;4
S-08002;407;XINA;52;39
S-08002;;ALTRES;26;35
S-08002;326;REPUBLICA DOMINICANA;4;5
S-08002;228;MARROC;13;18
S-08002;342;BRASIL;3;3
S-08002;108;ESPANYA;1.051;1.150
S-08003;426;PAKISTAN;17;6
S-08003;321;HONDURES;4;12
S-08003;341;BOLIVIA;4;9
S-08003;351;VENEÇUELA;8;6
S-08003;340;ARGENTINA;7;6
S-08003;407;XINA;22;21
S-08003;228;MARROC;20;14
S-08003;154;RUSSIA;3;7
S-08003;128;ROMANIA;8;14
S-08003;108;ESPANYA;904;941
S-08003;104;BULGARIA;5;3
S-08003;135;UCRAINA;3;3
S-08003;410;INDIA;8;5
S-08003;;ALTRES;35;26
S-08004;407;XINA;29;32
S-08004;342;BRASIL;3;3
S-08004;343;COLOMBIA;3;3
S-08004;;ALTRES;7;7
S-08004;108;ESPANYA;313;339
S-08005;;ALTRES;20;16
S-08005;108;ESPANYA;409;414
S-08005;326;REPUBLICA DOMINICANA;4;3
S-08005;407;XINA;8;9
S-08005;228;MARROC;18;15
S-08005;343;COLOMBIA;4;3
S-08005;426;PAKISTAN;14;10
S-08006;;ALTRES;11;14
S-08006;108;ESPANYA;717;781
S-08006;343;COLOMBIA;4;5
S-08006;351;VENEÇUELA;3;5
S-08007;108;ESPANYA;552;572
S-08007;407;XINA;25;22
S-08007;228;MARROC;20;26
S-08007;350;URUGUAI;3;4
S-08007;;ALTRES;32;36
S-08007;426;PAKISTAN;15;9
S-08008;426;PAKISTAN;5;6
S-08008;228;MARROC;19;17
S-08008;342;BRASIL;4;4
S-08008;108;ESPANYA;844;876
S-08008;;ALTRES;29;34
S-08008;343;COLOMBIA;6;5
S-08008;407;XINA;43;51
S-08008;345;EQUADOR;5;3
S-08008;410;INDIA;10;9
S-08009;;ALTRES;16;34
S-08009;228;MARROC;6;4
S-08009;407;XINA;12;12
S-08009;128;ROMANIA;6;3
S-08009;108;ESPANYA;571;600
S-08011;;ALTRES;23;23
S-08011;108;ESPANYA;392;401
S-08011;407;XINA;5;4
S-08012;108;ESPANYA;1.208;1.280
S-08012;228;MARROC;6;12
S-08012;407;XINA;16;14
S-08012;;ALTRES;17;29
S-08012;410;INDIA;7;5
S-08012;115;ITALIA;3;4
S-08013;108;ESPANYA;490;461
S-08013;;ALTRES;12;8
S-09001;321;HONDURES;27;56
S-09001;139;GEORGIA;6;12
S-09001;348;PERU;8;7
S-09001;135;UCRAINA;6;6
S-09001;426;PAKISTAN;188;85
S-09001;326;REPUBLICA DOMINICANA;5;4
S-09001;;ALTRES;29;47
S-09001;154;RUSSIA;4;8
S-09001;228;MARROC;55;57
S-09001;345;EQUADOR;12;7
S-09001;128;ROMANIA;7;11
S-09001;407;XINA;44;45
S-09001;108;ESPANYA;663;747
S-09001;351;VENEÇUELA;3;3
S-09001;410;INDIA;14;10
S-09001;115;ITALIA;4;8
S-09001;343;COLOMBIA;3;6
S-09001;341;BOLIVIA;21;24
S-09001;404;BANGLA DESH;6;4
S-09002;321;HONDURES;4;9
S-09002;407;XINA;37;37
S-09002;128;ROMANIA;11;11
S-09002;343;COLOMBIA;8;4
S-09002;;ALTRES;28;28
S-09002;108;ESPANYA;641;669
S-09002;410;INDIA;5;5
S-09002;228;MARROC;30;26
S-09002;345;EQUADOR;5;4
S-09002;426;PAKISTAN;233;94
S-09002;404;BANGLA DESH;8;6
S-09002;348;PERU;7;4
S-09002;341;BOLIVIA;10;8
S-09003;228;MARROC;22;23
S-09003;341;BOLIVIA;7;6
S-09003;407;XINA;19;16
S-09003;426;PAKISTAN;31;23
S-09003;326;REPUBLICA DOMINICANA;4;4
S-09003;321;HONDURES;7;10
S-09003;108;ESPANYA;416;395
S-09003;;ALTRES;40;33
S-09004;317;EL SALVADOR;3;6
S-09004;;ALTRES;11;15
S-09004;234;NIGERIA;4;3
S-09004;404;BANGLA DESH;4;4
S-09004;410;INDIA;20;8
S-09004;228;MARROC;31;25
S-09004;426;PAKISTAN;363;138
S-09004;128;ROMANIA;13;14
S-09004;347;PARAGUAI;3;3
S-09004;348;PERU;4;4
S-09004;321;HONDURES;5;15
S-09004;108;ESPANYA;711;651
S-09005;426;PAKISTAN;75;30
S-09005;108;ESPANYA;451;435
S-09005;341;BOLIVIA;7;4
S-09005;404;BANGLA DESH;3;3
S-09005;228;MARROC;5;7
S-09005;321;HONDURES;4;12
S-09005;;ALTRES;22;24
S-09005;154;RUSSIA;3;3
S-09005;407;XINA;11;13
S-09005;410;INDIA;15;7
S-09006;410;INDIA;9;7
S-09006;351;VENEÇUELA;4;5
S-09006;228;MARROC;24;30
S-09006;321;HONDURES;11;19
S-09006;341;BOLIVIA;5;6
S-09006;345;EQUADOR;6;10
S-09006;426;PAKISTAN;278;106
S-09006;407;XINA;37;38
S-09006;;ALTRES;25;40
S-09006;108;ESPANYA;514;535
S-09006;128;ROMANIA;12;9
S-09008;135;UCRAINA;3;3
S-09008;108;ESPANYA;595;631
S-09008;426;PAKISTAN;70;58
S-09008;128;ROMANIA;5;7
S-09008;;ALTRES;27;33
S-09008;407;XINA;34;44
S-09009;426;PAKISTAN;18;12
S-09009;;ALTRES;23;18
S-09009;108;ESPANYA;415;477
S-09009;228;MARROC;5;3
S-09009;407;XINA;21;26
S-09010;426;PAKISTAN;8;10
S-09010;;ALTRES;9;11
S-09010;407;XINA;43;43
S-09010;108;ESPANYA;528;546
S-09011;407;XINA;23;19
S-09011;426;PAKISTAN;31;15
S-09011;108;ESPANYA;362;435
S-09011;410;INDIA;8;9
S-09011;;ALTRES;25;28
S-09011;228;MARROC;23;13
S-09012;407;XINA;51;61
S-09012;326;REPUBLICA DOMINICANA;3;5
S-09012;;ALTRES;18;24
S-09012;341;BOLIVIA;4;7
S-09012;154;RUSSIA;6;14
S-09012;410;INDIA;14;12
S-09012;108;ESPANYA;589;635
S-09012;135;UCRAINA;5;7
S-09012;317;EL SALVADOR;5;4
S-09012;348;PERU;6;6
S-09012;555;APATRIDES;4;3
S-09012;343;COLOMBIA;8;8
S-09012;128;ROMANIA;5;8
S-09012;321;HONDURES;4;4
S-09012;426;PAKISTAN;40;21
S-09012;228;MARROC;8;11
S-09013;108;ESPANYA;339;351
S-09013;426;PAKISTAN;9;10
S-09013;;ALTRES;24;32
S-09013;407;XINA;7;3
S-09014;108;ESPANYA;640;711
S-09014;135;UCRAINA;4;3
S-09014;407;XINA;39;27
S-09014;345;EQUADOR;7;6
S-09014;128;ROMANIA;3;5
S-09014;;ALTRES;37;32
S-09014;228;MARROC;6;6
S-09014;426;PAKISTAN;18;5
S-09014;321;HONDURES;5;12
S-09015;108;ESPANYA;679;723
S-09015;128;ROMANIA;3;3
S-09015;341;BOLIVIA;7;9
S-09015;154;RUSSIA;8;14
