CODI_DIVISIO_TERRITORIAL;CODI_NACIONALITAT;DESC_NACIONALITAT;NRE_HOMES;NRE_DONES
S-03013;108;ESPANYA;1289;1260
S-03013;340;ARGENTINA;3;3
S-03013;;ALTRES;48;42
S-03013;407;XINA;47;60
S-04001;228;MARROC;18;19
S-04001;;ALTRES;19;26
S-04001;108;ESPANYA;1059;1021
S-04002;123;PORTUGAL;5;4
S-04002;108;ESPANYA;711;776
S-04002;;ALTRES;25;37
S-04003;;ALTRES;21;24
S-04003;108;ESPANYA;608;654
S-04003;128;ROMANIA;3;5
S-04003;345;ECUADOR;3;3
S-04003;115;ITALIA;9;4
S-04004;108;ESPANYA;1062;1101
S-04004;128;ROMANIA;3;4
S-04004;115;ITALIA;3;3
S-04004;;ALTRES;26;35
S-04004;407;XINA;10;10
S-04005;;ALTRES;19;31
S-04005;108;ESPANYA;751;750
S-04005;115;ITALIA;3;3
S-04006;128;ROMANIA;5;6
S-04006;407;XINA;6;4
S-04006;228;MARROC;7;6
S-04006;;ALTRES;23;28
S-04006;108;ESPANYA;1218;1250
S-04007;;ALTRES;11;8
S-04007;108;ESPANYA;847;913
S-04007;115;ITALIA;3;5
S-04008;407;XINA;3;3
S-04008;;ALTRES;18;12
S-04008;108;ESPANYA;659;707
S-04008;128;ROMANIA;6;4
S-04009;108;ESPANYA;416;464
S-04009;128;ROMANIA;5;7
S-04009;228;MARROC;3;3
S-04009;426;PAKISTAN;6;4
S-04009;;ALTRES;21;17
S-04010;128;ROMANIA;3;4
S-04010;407;XINA;10;7
S-04010;;ALTRES;36;36
S-04010;228;MARROC;12;8
S-04010;108;ESPANYA;559;562
S-04011;108;ESPANYA;615;676
S-04011;426;PAKISTAN;4;3
S-04011;;ALTRES;19;26
S-04011;128;ROMANIA;13;6
S-04012;128;ROMANIA;3;3
S-04012;426;PAKISTAN;4;3
S-04012;108;ESPANYA;658;722
S-04012;;ALTRES;17;30
S-04013;108;ESPANYA;535;563
S-04013;;ALTRES;9;11
S-04014;410;INDIA;3;3
S-04014;;ALTRES;14;18
S-04014;108;ESPANYA;1196;1212
S-04014;343;COLOMBIA;6;3
S-04015;;ALTRES;10;9
S-04015;228;MARROC;6;4
S-04015;108;ESPANYA;691;716
S-04016;108;ESPANYA;1049;1054
S-04016;228;MARROC;4;3
S-04016;;ALTRES;12;11
S-05001;108;ESPANYA;1022;1116
S-05001;110;FRANÇA;5;3
S-05001;154;RUSIA;3;4
S-05001;115;ITALIA;6;4
S-05001;128;ROMANIA;5;4
S-05001;228;MARROC;5;4
S-05001;;ALTRES;29;26
S-05002;108;ESPANYA;351;447
S-05002;;ALTRES;7;10
S-05003;108;ESPANYA;1139;1270
S-05003;341;BOLIVIA;8;7
S-05003;407;XINA;4;5
S-05003;115;ITALIA;7;8
S-05003;;ALTRES;29;37
S-05003;228;MARROC;8;3
S-05004;228;MARROC;9;4
S-05004;407;XINA;14;8
S-05004;115;ITALIA;8;5
S-05004;321;HONDURAS;4;3
S-05004;128;ROMANIA;3;6
S-05004;341;BOLIVIA;6;5
S-05004;;ALTRES;20;30
S-05004;108;ESPANYA;1058;1127
S-05004;135;UCRAINA;3;4
S-05005;108;ESPANYA;947;939
S-05005;228;MARROC;5;5
S-05005;;ALTRES;33;34
S-05005;115;ITALIA;3;5
S-05005;139;GEORGIA;3;4
S-05006;108;ESPANYA;498;613
S-05006;;ALTRES;27;23
S-05006;341;BOLIVIA;3;9
S-06001;407;XINA;4;3
S-06001;108;ESPANYA;642;661
S-06001;;ALTRES;10;18
S-06002;108;ESPANYA;779;790
S-06002;407;XINA;4;4
S-06002;;ALTRES;29;24
S-06003;108;ESPANYA;518;558
S-06003;;ALTRES;24;15
S-06004;128;ROMANIA;4;3
S-06004;;ALTRES;7;17
S-06004;108;ESPANYA;563;612
S-06005;108;ESPANYA;667;709
S-06005;;ALTRES;7;8
S-06005;347;PARAGUAI;4;3
S-06006;;ALTRES;12;11
S-06006;108;ESPANYA;481;509
S-07001;128;ROMANIA;9;11
S-07001;343;COLOMBIA;6;6
S-07001;345;ECUADOR;7;5
S-07001;108;ESPANYA;702;781
S-07001;139;GEORGIA;3;3
S-07001;407;XINA;24;14
S-07001;340;ARGENTINA;3;5
S-07001;344;CHILE;4;4
S-07001;426;PAKISTAN;46;21
S-07001;348;PERU;7;6
S-07001;321;HONDURAS;3;4
S-07001;;ALTRES;58;32
S-07001;115;ITALIA;3;5
S-07001;135;UCRAINA;9;12
S-07001;345;EQUADOR;9;4
S-07001;347;PARAGUAI;5;12
S-07001;341;BOLIVIA;35;35
S-07001;228;MARROC;34;34
S-07002;426;PAKISTAN;6;5
S-07002;139;GEORGIA;3;4
S-07002;108;ESPANYA;1098;1135
S-07002;128;ROMANIA;5;4
S-07002;350;URUGUAI;3;3
S-07002;;ALTRES;36;42
S-07002;407;XINA;13;13
S-07003;410;INDIA;9;4
S-07003;407;XINA;17;16
S-07003;228;MARROC;17;7
S-07003;347;PARAGUAI;6;5
S-07003;341;BOLIVIA;18;19
S-07003;108;ESPANYA;571;674
S-07003;139;GEORGIA;9;6
S-07003;216;GAMBIA;5;4
S-07003;227;MALI;11;3
S-07003;317;EL SALVADOR;3;3
S-07003;128;ROMANIA;4;5
S-07003;;ALTRES;35;39
S-07003;348;PERU;4;6
S-07003;345;ECUADOR;11;11
S-07004;341;BOLIVIA;4;3
S-07004;407;XINA;11;10
S-07004;;ALTRES;22;33
S-07004;228;MARROC;3;11
S-07004;108;ESPANYA;487;545
S-07005;407;XINA;24;22
S-07005;228;MARROC;26;22
S-07005;108;ESPANYA;324;363
S-07005;426;PAKISTAN;20;5
S-07005;;ALTRES;24;25
S-07005;345;ECUADOR;4;5
S-07006;228;MARROC;3;3
S-07006;115;ITALIA;4;4
S-07006;;ALTRES;21;18
S-07006;108;ESPANYA;465;470
S-07006;315;CUBA;4;3
S-07006;407;XINA;13;18
S-07006;341;BOLIVIA;5;7
S-07006;135;UCRAINA;8;5
S-07007;410;INDIA;29;17
S-07007;347;PARAGUAI;3;3
S-07007;;ALTRES;54;37
S-07007;220;GUINEA EQUATOR.;3;4
S-07007;341;BOLIVIA;8;13
S-07007;228;MARROC;47;33
S-07007;128;ROMANIA;11;7
S-07007;407;XINA;13;9
S-07007;404;BANGLA DESH;3;3
S-07007;135;UCRAINA;4;4
S-07007;426;PAKISTAN;79;19
S-07007;350;URUGUAI;3;3
S-07007;108;ESPANYA;370;364
S-07007;345;ECUADOR;10;3
S-07007;154;RUSIA;3;6
S-07008;343;COLOMBIA;4;5
S-07008;407;XINA;46;36
S-07008;;ALTRES;37;33
S-07008;426;PAKISTAN;105;35
S-07008;321;HONDURAS;7;11
S-07008;135;UCRAINA;10;7
S-07008;228;MARROC;93;68
S-07008;217;GHANA;3;3
S-07008;345;EQUADOR;5;3
S-07008;154;RUSIA;3;3
S-07008;345;ECUADOR;12;11
S-07008;108;ESPANYA;509;509
S-07008;341;BOLIVIA;6;5
S-07008;410;INDIA;32;14
S-07009;108;ESPANYA;310;330
S-07009;228;MARROC;42;18
S-07009;410;INDIA;4;3
S-07009;;ALTRES;25;32
S-07009;234;NIGERIA;6;7
S-07009;426;PAKISTAN;16;10
S-07010;128;ROMANIA;3;3
S-07010;;ALTRES;25;27
S-07010;321;HONDURAS;3;8
S-07010;407;XINA;10;9
S-07010;426;PAKISTAN;16;7
S-07010;228;MARROC;45;47
S-07010;345;ECUADOR;6;5
S-07010;108;ESPANYA;320;351
S-07011;407;XINA;30;18
S-07011;108;ESPANYA;840;884
S-07011;;ALTRES;19;30
S-07011;135;UCRAINA;4;4
S-07011;115;ITALIA;5;4
S-07011;228;MARROC;46;39
S-07011;426;PAKISTAN;8;4
S-07011;345;ECUADOR;6;4
S-07012;108;ESPANYA;590;609
S-07012;345;ECUADOR;3;7
S-07012;;ALTRES;14;22
S-07012;410;INDIA;4;3
S-07012;228;MARROC;18;9
S-07012;348;PERU;5;8
S-07013;345;ECUADOR;17;11
S-07013;218;GUINEA;3;4
S-07013;;ALTRES;49;30
S-07013;407;XINA;49;51
S-07013;128;ROMANIA;13;10
S-07013;348;PERU;7;9
S-07013;341;BOLIVIA;10;13
S-07013;228;MARROC;168;149
S-07013;345;EQUADOR;7;8
S-07013;108;ESPANYA;792;752
S-07013;343;COLOMBIA;4;4
S-07013;216;GAMBIA;5;3
S-07013;154;RUSIA;6;6
S-07013;410;INDIA;31;15
S-07013;234;NIGERIA;22;11
S-07013;426;PAKISTAN;139;51
S-07014;426;PAKISTAN;12;6
S-07014;342;BRASIL;3;5
S-07014;108;ESPANYA;729;730
S-07014;;ALTRES;20;22
S-07014;228;MARROC;75;64
S-07014;341;BOLIVIA;3;7
S-07014;345;ECUADOR;4;3
S-07014;407;XINA;25;18
S-07015;128;ROMANIA;9;9
S-07015;345;EQUADOR;3;5
S-07015;228;MARROC;70;61
S-07015;;ALTRES;19;30
S-07015;410;INDIA;29;21
S-07015;407;XINA;27;19
S-07015;108;ESPANYA;352;375
S-07015;426;PAKISTAN;88;29
S-07015;345;ECUADOR;5;4
S-07017;220;GUINEA EQUATORIAL;3;3
S-07017;341;BOLIVIA;41;49
S-07017;234;NIGERIA;11;6
S-07017;345;EQUADOR;11;12
S-07017;345;ECUADOR;26;21
S-07017;404;BANGLA DESH;13;6
S-07017;108;ESPANYA;1035;1096
S-07017;348;PERU;5;8
S-07017;218;GUINEA;8;5
S-07017;326;REP. DOMINICANA;5;5
S-07017;410;INDIA;43;26
S-07017;135;UCRAINA;8;8
S-07017;407;XINA;68;63
S-07017;228;MARROC;130;131
S-07017;;ALTRES;55;46
S-07017;404;BANGLADESH;35;6
S-07017;128;ROMANIA;30;25
S-07017;426;PAKISTAN;199;96
S-07017;326;REPUBLICA DOMINICANA;3;3
S-07018;108;ESPANYA;719;707
S-07018;;ALTRES;17;26
S-07020;228;MARROC;5;6
S-07020;;ALTRES;38;46
S-07020;108;ESPANYA;470;527
S-07021;;ALTRES;12;11
S-07021;341;BOLIVIA;8;8
S-07021;410;INDIA;3;3
S-07021;108;ESPANYA;376;425
S-07021;228;MARROC;10;18
S-07021;407;XINA;7;6
S-07021;348;PERU;4;3
S-07022;135;UCRAINA;3;3
S-07022;;ALTRES;29;29
S-07022;108;ESPANYA;333;371
S-07023;228;MARROC;18;15
S-07023;;ALTRES;35;40
S-07023;135;UCRAINA;6;6
S-07023;108;ESPANYA;935;994
S-07023;407;XINA;15;17
S-07023;154;RUSIA;3;3
S-07023;115;ITALIA;10;11
S-07024;108;ESPANYA;794;799
S-07024;128;ROMANIA;10;9
S-07024;148;ARMENIA;6;5
S-07024;341;BOLIVIA;8;11
S-07024;115;ITALIA;5;4
S-07024;407;XINA;7;9
S-07024;345;ECUADOR;7;10
S-07024;347;PARAGUAI;3;10
S-07024;;ALTRES;28;29
S-07024;228;MARROC;21;21
S-07024;410;INDIA;7;7
S-07024;343;COLOMBIA;4;7
S-07024;340;ARGENTINA;3;3
S-07025;;ALTRES;1;1
S-07028;108;ESPANYA;821;821
S-07028;139;GEORGIA;6;3
S-07028;407;XINA;37;31
S-07028;228;MARROC;50;37
S-07028;321;HONDURAS;4;11
S-07028;;ALTRES;30;38
S-07028;343;COLOMBIA;4;4
S-07028;345;ECUADOR;14;18
S-07028;341;BOLIVIA;6;11
S-07028;128;ROMANIA;13;10
S-07028;218;GUINEA;9;7
S-07028;148;ARMENIA;5;4
S-07028;426;PAKISTAN;71;25
S-07028;348;PERU;6;7
S-07029;108;ESPANYA;1049;1008
S-07029;;ALTRES;29;28
S-07030;;ALTRES;20;20
S-07030;108;ESPANYA;983;985
S-07031;108;ESPANYA;683;712
S-07031;;ALTRES;11;6
S-07031;343;COLOMBIA;4;5
S-08001;228;MARROC;127;115
S-08001;345;ECUADOR;12;18
S-08001;426;PAKISTAN;75;39
S-08001;404;BANGLADESH;20;8
S-08001;410;INDIA;29;12
S-08001;341;BOLIVIA;11;21
S-08001;326;REPUBLICA DOMINICANA;6;8
S-08001;342;BRASIL;3;7
S-08001;343;COLOMBIA;3;3
S-08001;;ALTRES;35;31
S-08001;345;EQUADOR;9;5
S-08001;108;ESPANYA;934;900
S-08001;407;XINA;129;113
S-08001;135;UCRAINA;4;8
S-08001;326;REP. DOMINICANA;6;10
S-08001;348;PERU;9;5
S-08001;404;BANGLA DESH;4;3
S-08002;234;NIGERIA;3;4
S-08002;407;XINA;39;44
S-08002;228;MARROC;18;16
S-08002;108;ESPANYA;1073;1152
S-08002;345;EQUADOR;5;3
S-08002;345;ECUADOR;4;6
S-08002;348;PERU;4;3
S-08002;135;UCRAINA;5;4
S-08002;410;INDIA;10;8
S-08002;;ALTRES;51;39
S-08002;341;BOLIVIA;4;5
S-08002;343;COLOMBIA;3;4
S-08003;128;ROMANIA;3;4
S-08003;426;PAKISTAN;22;4
S-08003;341;BOLIVIA;9;12
S-08003;228;MARROC;32;22
S-08003;115;ITALIA;9;4
S-08003;;ALTRES;33;33
S-08003;108;ESPANYA;914;941
S-08003;345;ECUADOR;11;9
S-08003;407;XINA;14;18
S-08004;108;ESPANYA;324;338
S-08004;407;XINA;11;10
S-08004;;ALTRES;12;10
S-08005;426;PAKISTAN;8;4
S-08005;228;MARROC;32;22
S-08005;345;EQUADOR;3;3
S-08005;;ALTRES;19;15
S-08005;108;ESPANYA;393;436
S-08006;;ALTRES;17;13
S-08006;108;ESPANYA;736;808
S-08007;234;NIGERIA;9;7
S-08007;343;COLOMBIA;4;4
S-08007;426;PAKISTAN;30;7
S-08007;228;MARROC;31;36
S-08007;;ALTRES;23;43
S-08007;108;ESPANYA;525;548
S-08007;407;XINA;37;27
S-08008;410;INDIA;3;4
S-08008;108;ESPANYA;868;931
S-08008;;ALTRES;37;46
S-08008;348;PERU;4;3
S-08008;128;ROMANIA;5;3
S-08008;228;MARROC;16;16
S-08008;341;BOLIVIA;3;3
S-08008;407;XINA;39;35
S-08009;108;ESPANYA;590;600
S-08009;;ALTRES;20;24
S-08009;407;XINA;7;8
S-08009;128;ROMANIA;3;3
S-08009;341;BOLIVIA;3;3
S-08011;228;MARROC;6;4
S-08011;343;COLOMBIA;3;3
S-08011;108;ESPANYA;395;412
S-08011;;ALTRES;2;7
S-08012;115;ITALIA;11;4
S-08012;404;BANGLADESH;3;4
S-08012;407;XINA;9;7
S-08012;108;ESPANYA;1200;1250
S-08012;228;MARROC;3;7
S-08012;;ALTRES;27;30
S-08013;108;ESPANYA;492;466
S-08013;115;ITALIA;3;3
S-08013;;ALTRES;6;8
S-09001;345;ECUADOR;13;8
S-09001;321;HONDURAS;14;24
S-09001;426;PAKISTAN;179;60
S-09001;321;HONDURES;3;3
S-09001;228;MARROC;76;76
S-09001;326;REP. DOMINICANA;5;8
S-09001;407;XINA;32;33
S-09001;108;ESPANYA;639;678
S-09001;410;INDIA;6;8
S-09001;347;PARAGUAI;3;6
S-09001;404;BANGLA DESH;3;3
S-09001;115;ITALIA;6;6
S-09001;341;BOLIVIA;26;38
S-09001;154;RUSIA;5;5
S-09001;128;ROMANIA;5;5
S-09001;;ALTRES;42;58
S-09001;139;GEORGIA;8;4
S-09001;348;PERU;5;9
S-09002;407;XINA;25;25
S-09002;345;ECUADOR;4;5
S-09002;228;MARROC;33;22
S-09002;341;BOLIVIA;13;16
S-09002;426;PAKISTAN;287;92
S-09002;404;BANGLADESH;9;5
S-09002;128;ROMANIA;12;12
S-09002;410;INDIA;9;4
S-09002;108;ESPANYA;659;702
S-09002;234;NIGERIA;3;3
S-09002;326;REP. DOMINICANA;3;7
S-09002;;ALTRES;35;43
S-09003;;ALTRES;18;26
S-09003;321;HONDURAS;3;12
S-09003;128;ROMANIA;16;14
S-09003;228;MARROC;24;19
S-09003;407;XINA;35;21
S-09003;426;PAKISTAN;34;21
S-09003;108;ESPANYA;393;393
S-09003;135;UCRAINA;3;5
S-09003;410;INDIA;3;3
S-09004;;ALTRES;25;16
S-09004;410;INDIA;27;7
S-09004;228;MARROC;49;41
S-09004;108;ESPANYA;662;637
S-09004;407;XINA;5;8
S-09004;234;NIGERIA;4;7
S-09004;321;HONDURAS;3;5
S-09004;426;PAKISTAN;510;166
S-09004;128;ROMANIA;23;20
S-09004;348;PERU;3;7
S-09004;341;BOLIVIA;7;12
S-09005;228;MARROC;5;3
S-09005;;ALTRES;13;25
S-09005;341;BOLIVIA;5;4
S-09005;345;ECUADOR;7;4
S-09005;108;ESPANYA;460;457
S-09005;426;PAKISTAN;99;36
S-09005;410;INDIA;9;3
S-09005;139;GEORGIA;3;5
S-09006;108;ESPANYA;497;538
S-09006;128;ROMANIA;13;11
S-09006;321;HONDURAS;3;8
S-09006;345;EQUADOR;6;8
S-09006;;ALTRES;31;57
S-09006;426;PAKISTAN;358;97
S-09006;407;XINA;27;30
S-09006;228;MARROC;29;35
S-09006;345;ECUADOR;5;8
S-09006;341;BOLIVIA;3;12
S-09006;410;INDIA;11;6
S-09008;343;COLOMBIA;3;3
S-09008;108;ESPANYA;613;681
S-09008;340;ARGENTINA;5;3
S-09008;345;ECUADOR;9;7
S-09008;228;MARROC;11;15
S-09008;426;PAKISTAN;114;48
S-09008;;ALTRES;31;17
S-09008;345;EQUADOR;4;4
S-09008;341;BOLIVIA;12;16
S-09008;407;XINA;24;18
S-09009;341;BOLIVIA;3;3
S-09009;128;ROMANIA;5;14
S-09009;108;ESPANYA;425;524
S-09009;234;NIGERIA;3;3
S-09009;407;XINA;9;9
S-09009;426;PAKISTAN;22;6
S-09009;228;MARROC;10;3
S-09009;;ALTRES;14;12
S-09010;108;ESPANYA;609;621
S-09010;;ALTRES;9;15
S-09010;407;XINA;6;9
S-09011;228;MARROC;27;17
S-09011;135;UCRAINA;4;3
S-09011;148;ARMENIA;6;8
S-09011;345;ECUADOR;3;3
S-09011;407;XINA;4;3
S-09011;108;ESPANYA;380;479
S-09011;;ALTRES;26;28
S-09011;426;PAKISTAN;41;22
S-09011;104;BULGARIA;3;4
S-09012;407;XINA;27;25
S-09012;228;MARROC;9;10
S-09012;410;INDIA;18;9
S-09012;345;ECUADOR;9;10
S-09012;;ALTRES;22;40
S-09012;348;PERU;3;4
S-09012;341;BOLIVIA;5;12
S-09012;108;ESPANYA;609;673
S-09012;343;COLOMBIA;4;3
S-09012;135;UCRAINA;5;4
S-09012;426;PAKISTAN;33;8
S-09013;108;ESPANYA;332;340
S-09013;426;PAKISTAN;14;6
S-09013;228;MARROC;3;4
S-09013;;ALTRES;17;17
S-09013;407;XINA;10;7
S-09014;426;PAKISTAN;12;3
S-09014;345;ECUADOR;4;4
S-09014;407;XINA;18;12
S-09014;228;MARROC;9;7
S-09014;104;BULGARIA;4;3
S-09014;350;URUGUAI;3;3
S-09014;;ALTRES;19;26
S-09014;128;ROMANIA;6;6
S-09014;135;UCRAINA;3;3
S-09014;108;ESPANYA;645;684
S-09015;345;ECUADOR;7;7
S-09015;348;PERU;4;6
S-09015;407;XINA;49;44
S-09015;341;BOLIVIA;4;5
S-09015;326;REP. DOMINICANA;3;3
S-09015;410;INDIA;8;3
S-09015;108;ESPANYA;656;691
S-09015;148;ARMENIA;12;15
S-09015;342;BRASIL;7;3
S-09015;139;GEORGIA;3;3
S-09015;;ALTRES;35;36
S-09015;228;MARROC;63;61
S-09015;426;PAKISTAN;56;32
S-09015;345;EQUADOR;5;3
S-09016;407;XINA;9;6
S-09016;228;MARROC;32;31
S-09016;426;PAKISTAN;8;3
S-09016;108;ESPANYA;698;745
S-09016;;ALTRES;25;30
S-09016;341;BOLIVIA;4;3
S-09016;345;ECUADOR;6;6
S-09016;128;ROMANIA;5;4
S-09017;234;NIGERIA;16;7
S-09017;128;ROMANIA;17;16
S-09017;345;ECUADOR;14;10
S-09017;341;BOLIVIA;11;11
S-09017;321;HONDURAS;4;9
S-09017;404;BANGLA DESH;10;3
S-09017;404;BANGLADESH;27;12
S-09017;426;PAKISTAN;78;43
S-09017;108;ESPANYA;532;553
S-09017;228;MARROC;123;96
S-09017;407;XINA;37;29
S-09017;410;INDIA;34;23
S-09017;;ALTRES;55;41
S-09018;343;COLOMBIA;5;4
S-09018;407;XINA;3;6
S-09018;341;BOLIVIA;4;11
S-09018;426;PAKISTAN;27;17
S-09018;348;PERU;3;3
S-09018;228;MARROC;20;21
S-09018;108;ESPANYA;746;794
S-09018;;ALTRES;45;51
S-09019;410;INDIA;21;4
S-09019;122;POLONIA;3;3
S-09019;;ALTRES;31;30
S-09019;426;PAKISTAN;78;42
S-09019;128;ROMANIA;3;4
S-09019;345;EQUADOR;3;3
S-09019;404;BANGLADESH;14;9
S-09019;228;MARROC;43;28
S-09019;135;UCRAINA;4;6
S-09019;341;BOLIVIA;7;5
S-09019;343;COLOMBIA;3;7
S-09019;108;ESPANYA;442;478
S-09019;345;ECUADOR;9;4
S-09019;321;HONDURAS;5;13
S-09020;;ALTRES;25;22
S-09020;108;ESPANYA;306;312
S-09021;410;INDIA;12;3
S-09021;139;GEORGIA;3;3
S-09021;108;ESPANYA;621;656
S-09021;407;XINA;13;16
S-09021;321;HONDURAS;8;11
S-09021;347;PARAGUAI;3;3
S-09021;345;ECUADOR;8;6
S-09021;;ALTRES;31;40
S-09021;228;MARROC;22;21
S-09021;128;ROMANIA;9;20
S-09021;341;BOLIVIA;7;14
S-09021;426;PAKISTAN;41;16
S-09022;426;PAKISTAN;17;5
S-09022;228;MARROC;19;23
S-09022;407;XINA;8;8
S-09022;315;CUBA;3;4
S-09022;;ALTRES;23;28
S-09022;341;BOLIVIA;7;3
S-09022;108;ESPANYA;580;612
S-09022;342;BRASIL;4;5
S-09023;426;PAKISTAN;33;9
S-09023;341;BOLIVIA;3;6
S-09023;;ALTRES;34;32
S-09023;228;MARROC;14;8
S-09023;108;ESPANYA;284;308
