CODI_DIVISIO_TERRITORIAL;CODI_NACIONALITAT;DESC_NACIONALITAT;NRE_HOMES;NRE_DONES
S-05004;108;ESPANYA;1068;1157
S-05005;;ALTRES;34;27
S-05005;347;PARAGUAI;3;3
S-05005;407;XINA;3;3
S-05005;108;ESPANYA;952;962
S-05005;228;MARROC;6;6
S-05005;115;ITALIA;3;3
S-05006;;ALTRES;21;27
S-05006;108;ESPANYA;509;618
S-05006;341;BOLIVIA;3;5
S-06001;;ALTRES;14;23
S-06001;108;ESPANYA;654;642
S-06002;108;ESPANYA;777;793
S-06002;;ALTRES;33;29
S-06003;;ALTRES;15;14
S-06003;108;ESPANYA;501;549
S-06004;108;ESPANYA;560;609
S-06004;;ALTRES;16;20
S-06005;;ALTRES;8;7
S-06005;347;PARAGUAI;4;4
S-06005;108;ESPANYA;670;710
S-06006;;ALTRES;12;12
S-06006;108;ESPANYA;479;505
S-07001;407;XINA;29;20
S-07001;348;PERU;7;4
S-07001;340;ARGENTINA;7;4
S-07001;228;MARROC;34;31
S-07001;341;BOLIVIA;22;27
S-07001;;ALTRES;55;48
S-07001;135;UCRAINA;5;11
S-07001;108;ESPANYA;703;793
S-07001;345;EQUADOR;13;8
S-07001;347;PARAGUAI;5;11
S-07001;115;ITALIA;4;3
S-07001;128;ROMANIA;10;11
S-07001;426;PAKISTAN;40;21
S-07002;108;ESPANYA;1095;1125
S-07002;407;XINA;13;18
S-07002;128;ROMANIA;3;5
S-07002;;ALTRES;35;47
S-07002;234;NIGERIA;3;4
S-07003;108;ESPANYA;595;706
S-07003;317;EL SALVADOR;4;3
S-07003;;ALTRES;47;34
S-07003;348;PERU;3;4
S-07003;345;ECUADOR;8;8
S-07003;347;PARAGUAI;3;4
S-07003;341;BOLIVIA;16;15
S-07003;216;GAMBIA;5;4
S-07003;228;MARROC;8;5
S-07003;407;XINA;11;11
S-07003;128;ROMANIA;5;7
S-07003;139;GEORGIA;3;5
S-07004;;ALTRES;21;22
S-07004;228;MARROC;6;9
S-07004;407;XINA;10;9
S-07004;108;ESPANYA;495;556
S-07005;228;MARROC;24;13
S-07005;407;XINA;18;19
S-07005;426;PAKISTAN;15;5
S-07005;;ALTRES;22;22
S-07005;410;INDIA;3;4
S-07005;108;ESPANYA;323;363
S-07005;341;BOLIVIA;4;5
S-07006;108;ESPANYA;468;477
S-07006;;ALTRES;30;20
S-07006;341;BOLIVIA;7;8
S-07006;135;UCRAINA;5;5
S-07006;407;XINA;10;20
S-07006;228;MARROC;8;9
S-07007;407;XINA;16;15
S-07007;220;GUINEA EQUATORIAL;3;4
S-07007;404;BANGLA DESH;5;4
S-07007;341;BOLIVIA;10;6
S-07007;228;MARROC;39;24
S-07007;;ALTRES;42;34
S-07007;135;UCRAINA;4;6
S-07007;128;ROMANIA;9;7
S-07007;410;INDIA;17;9
S-07007;426;PAKISTAN;68;26
S-07007;154;RUSIA;3;4
S-07007;108;ESPANYA;389;389
S-07008;410;INDIA;23;7
S-07008;345;EQUADOR;8;6
S-07008;426;PAKISTAN;87;40
S-07008;135;UCRAINA;9;5
S-07008;407;XINA;39;43
S-07008;154;RUSSIA;3;5
S-07008;108;ESPANYA;503;498
S-07008;345;ECUADOR;7;4
S-07008;115;ITALIA;3;3
S-07008;228;MARROC;81;69
S-07008;321;HONDURAS;5;8
S-07008;;ALTRES;39;38
S-07009;426;PAKISTAN;16;12
S-07009;;ALTRES;27;29
S-07009;108;ESPANYA;313;329
S-07009;228;MARROC;32;16
S-07009;410;INDIA;5;4
S-07010;108;ESPANYA;336;355
S-07010;407;XINA;12;14
S-07010;228;MARROC;45;41
S-07010;426;PAKISTAN;8;6
S-07010;341;BOLIVIA;4;7
S-07010;;ALTRES;35;32
S-07010;321;HONDURES;4;5
S-07011;135;UCRAINA;6;4
S-07011;115;ITALIA;4;4
S-07011;228;MARROC;49;40
S-07011;321;HONDURAS;4;6
S-07011;321;HONDURES;4;8
S-07011;426;PAKISTAN;8;6
S-07011;407;XINA;23;18
S-07011;108;ESPANYA;852;893
S-07011;;ALTRES;16;28
S-07012;410;INDIA;4;4
S-07012;228;MARROC;15;8
S-07012;407;XINA;5;3
S-07012;348;PERU;3;3
S-07012;108;ESPANYA;593;615
S-07012;345;ECUADOR;3;3
S-07012;;ALTRES;12;22
S-07013;426;PAKISTAN;119;39
S-07013;234;NIGERIA;18;10
S-07013;227;MALI;4;5
S-07013;341;BOLIVIA;9;9
S-07013;128;ROMANIA;5;8
S-07013;348;PERU;5;5
S-07013;216;GAMBIA;6;3
S-07013;410;INDIA;22;11
S-07013;;ALTRES;56;36
S-07013;154;RUSSIA;3;6
S-07013;345;EQUADOR;8;9
S-07013;217;GHANA;4;4
S-07013;228;MARROC;117;118
S-07013;407;XINA;57;61
S-07013;108;ESPANYA;806;774
S-07014;410;INDIA;5;5
S-07014;108;ESPANYA;730;736
S-07014;407;XINA;21;17
S-07014;426;PAKISTAN;10;7
S-07014;;ALTRES;25;33
S-07014;228;MARROC;63;63
S-07015;410;INDIA;24;16
S-07015;128;ROMANIA;9;12
S-07015;345;EQUADOR;7;7
S-07015;426;PAKISTAN;79;26
S-07015;108;ESPANYA;353;388
S-07015;;ALTRES;20;30
S-07015;228;MARROC;74;54
S-07015;407;XINA;26;25
S-07017;345;ECUADOR;6;3
S-07017;;ALTRES;62;57
S-07017;345;EQUADOR;17;16
S-07017;234;NIGERIA;13;5
S-07017;341;BOLIVIA;26;36
S-07017;220;GUINEA EQUATORIAL;5;4
S-07017;407;XINA;62;58
S-07017;135;UCRAINA;8;9
S-07017;227;MALI;5;3
S-07017;404;BANGLA DESH;25;11
S-07017;108;ESPANYA;1064;1098
S-07017;348;PERU;9;6
S-07017;218;GUINEA;3;3
S-07017;410;INDIA;35;22
S-07017;426;PAKISTAN;162;92
S-07017;326;REPUBLICA DOMINICANA;7;5
S-07017;228;MARROC;109;117
S-07017;128;ROMANIA;11;18
S-07018;154;RUSSIA;3;3
S-07018;;ALTRES;11;17
S-07018;108;ESPANYA;717;719
S-07020;;ALTRES;25;38
S-07020;108;ESPANYA;455;513
S-07020;228;MARROC;7;4
S-07021;407;XINA;11;9
S-07021;341;BOLIVIA;6;6
S-07021;228;MARROC;11;14
S-07021;;ALTRES;20;14
S-07021;108;ESPANYA;372;425
S-07022;407;XINA;6;5
S-07022;135;UCRAINA;3;3
S-07022;108;ESPANYA;342;385
S-07022;345;EQUADOR;4;5
S-07022;;ALTRES;21;27
S-07022;115;ITALIA;4;5
S-07023;135;UCRAINA;3;7
S-07023;228;MARROC;13;12
S-07023;340;ARGENTINA;5;5
S-07023;108;ESPANYA;938;984
S-07023;407;XINA;12;16
S-07023;154;RUSSIA;3;4
S-07023;115;ITALIA;13;8
S-07023;;ALTRES;31;36
S-07024;347;PARAGUAI;3;10
S-07024;108;ESPANYA;802;817
S-07024;343;COLOMBIA;4;4
S-07024;128;ROMANIA;9;10
S-07024;407;XINA;8;10
S-07024;410;INDIA;8;10
S-07024;345;ECUADOR;3;5
S-07024;115;ITALIA;4;3
S-07024;341;BOLIVIA;8;12
S-07024;148;ARMENIA;6;6
S-07024;340;ARGENTINA;5;3
S-07024;;ALTRES;24;26
S-07024;228;MARROC;25;16
S-07028;108;ESPANYA;803;862
S-07028;407;XINA;34;28
S-07028;228;MARROC;54;45
S-07028;315;CUBA;4;3
S-07028;345;EQUADOR;9;3
S-07028;;ALTRES;31;31
S-07028;343;COLOMBIA;4;4
S-07028;345;ECUADOR;5;5
S-07028;341;BOLIVIA;6;7
S-07028;348;PERU;5;5
S-07028;128;ROMANIA;9;9
S-07028;218;GUINEA;9;7
S-07028;426;PAKISTAN;51;21
S-07028;148;ARMENIA;4;5
S-07029;108;ESPANYA;1017;1002
S-07029;;ALTRES;24;21
S-07030;108;ESPANYA;980;981
S-07030;135;UCRAINA;5;3
S-07030;;ALTRES;16;13
S-07031;108;ESPANYA;662;716
S-07031;;ALTRES;7;8
S-08001;410;INDIA;23;12
S-08001;407;XINA;120;113
S-08001;345;EQUADOR;16;9
S-08001;108;ESPANYA;955;922
S-08001;341;BOLIVIA;10;19
S-08001;228;MARROC;122;103
S-08001;404;BANGLADESH;8;11
S-08001;426;PAKISTAN;51;34
S-08001;;ALTRES;48;53
S-08001;404;BANGLA DESH;9;8
S-08001;326;REPUBLICA DOMINICANA;6;11
S-08002;228;MARROC;17;14
S-08002;108;ESPANYA;1088;1187
S-08002;326;REPUBLICA DOMINICANA;6;10
S-08002;135;UCRAINA;4;5
S-08002;410;INDIA;9;5
S-08002;;ALTRES;30;41
S-08002;345;EQUADOR;7;4
S-08002;426;PAKISTAN;9;3
S-08002;404;BANGLA DESH;5;6
S-08002;326;REP. DOMINICANA;3;4
S-08002;407;XINA;35;45
S-08003;234;NIGERIA;4;4
S-08003;426;PAKISTAN;14;4
S-08003;115;ITALIA;7;4
S-08003;;ALTRES;35;30
S-08003;407;XINA;12;18
S-08003;108;ESPANYA;915;947
S-08003;341;BOLIVIA;7;7
S-08003;228;MARROC;24;15
S-08003;128;ROMANIA;3;4
S-08003;321;HONDURAS;6;6
S-08004;;ALTRES;8;7
S-08004;407;XINA;14;14
S-08004;108;ESPANYA;335;346
S-08005;426;PAKISTAN;7;4
S-08005;228;MARROC;20;14
S-08005;345;EQUADOR;3;4
S-08005;108;ESPANYA;398;445
S-08005;;ALTRES;19;12
S-08006;108;ESPANYA;729;788
S-08006;;ALTRES;10;11
S-08007;234;NIGERIA;6;6
S-08007;407;XINA;34;29
S-08007;228;MARROC;28;27
S-08007;426;PAKISTAN;24;5
S-08007;;ALTRES;17;34
S-08007;343;COLOMBIA;3;7
S-08007;108;ESPANYA;534;544
S-08008;348;PERU;3;3
S-08008;228;MARROC;15;14
S-08008;410;INDIA;5;4
S-08008;347;PARAGUAI;4;4
S-08008;345;EQUADOR;3;3
S-08008;407;XINA;38;35
S-08008;341;BOLIVIA;8;5
S-08008;128;ROMANIA;3;3
S-08008;;ALTRES;21;33
S-08008;108;ESPANYA;860;927
S-08009;;ALTRES;17;23
S-08009;341;BOLIVIA;3;3
S-08009;128;ROMANIA;4;4
S-08009;407;XINA;7;7
S-08009;108;ESPANYA;602;609
S-08011;108;ESPANYA;395;407
S-08011;;ALTRES;10;11
S-08012;407;XINA;11;7
S-08012;115;ITALIA;9;4
S-08012;;ALTRES;21;23
S-08012;108;ESPANYA;1194;1241
S-08012;228;MARROC;4;7
S-08013;108;ESPANYA;494;463
S-08013;;ALTRES;8;9
S-09001;348;PERU;4;5
S-09001;220;GUINEA EQUATORIAL;3;3
S-09001;321;HONDURES;9;15
S-09001;115;ITALIA;5;6
S-09001;410;INDIA;6;12
S-09001;228;MARROC;73;67
S-09001;343;COLOMBIA;3;7
S-09001;341;BOLIVIA;26;37
S-09001;404;BANGLADESH;4;3
S-09001;;ALTRES;37;41
S-09001;404;BANGLA DESH;6;4
S-09001;407;XINA;31;36
S-09001;139;GEORGIA;7;6
S-09001;321;HONDURAS;9;14
S-09001;345;EQUADOR;4;4
S-09001;128;ROMANIA;4;7
S-09001;108;ESPANYA;673;702
S-09001;426;PAKISTAN;167;68
S-09002;410;INDIA;3;4
S-09002;128;ROMANIA;8;8
S-09002;228;MARROC;24;31
S-09002;341;BOLIVIA;4;10
S-09002;;ALTRES;34;36
S-09002;407;XINA;27;28
S-09002;108;ESPANYA;705;720
S-09002;426;PAKISTAN;244;91
S-09002;404;BANGLA DESH;7;7
S-09003;128;ROMANIA;15;12
S-09003;;ALTRES;21;18
S-09003;341;BOLIVIA;5;3
S-09003;228;MARROC;29;20
S-09003;321;HONDURAS;4;4
S-09003;108;ESPANYA;405;400
S-09003;135;UCRAINA;4;4
S-09003;410;INDIA;5;5
S-09003;407;XINA;39;25
S-09003;426;PAKISTAN;27;16
S-09004;410;INDIA;20;5
S-09004;407;XINA;3;9
S-09004;;ALTRES;27;15
S-09004;234;NIGERIA;3;4
S-09004;128;ROMANIA;18;17
S-09004;108;ESPANYA;692;647
S-09004;228;MARROC;37;33
S-09004;341;BOLIVIA;5;12
S-09004;426;PAKISTAN;438;152
S-09005;410;INDIA;10;3
S-09005;407;XINA;3;4
S-09005;;ALTRES;18;13
S-09005;128;ROMANIA;3;4
S-09005;139;GEORGIA;5;4
S-09005;426;PAKISTAN;81;31
S-09005;341;BOLIVIA;8;4
S-09005;108;ESPANYA;460;441
S-09006;128;ROMANIA;14;11
S-09006;;ALTRES;34;39
S-09006;407;XINA;27;35
S-09006;410;INDIA;13;6
S-09006;321;HONDURAS;4;14
S-09006;426;PAKISTAN;324;96
S-09006;345;EQUADOR;7;13
S-09006;108;ESPANYA;541;559
S-09006;228;MARROC;31;33
S-09006;341;BOLIVIA;4;6
S-09006;321;HONDURES;5;9
S-09008;407;XINA;19;16
S-09008;108;ESPANYA;600;661
S-09008;228;MARROC;12;19
S-09008;341;BOLIVIA;9;9
S-09008;426;PAKISTAN;112;45
S-09008;345;EQUADOR;5;4
S-09008;;ALTRES;37;20
S-09009;407;XINA;14;9
S-09009;108;ESPANYA;432;530
S-09009;228;MARROC;8;4
S-09009;426;PAKISTAN;25;5
S-09009;;ALTRES;13;13
S-09009;128;ROMANIA;3;7
S-09009;341;BOLIVIA;3;3
S-09010;108;ESPANYA;611;638
S-09010;407;XINA;11;11
S-09010;;ALTRES;9;11
S-09011;;ALTRES;25;26
S-09011;341;BOLIVIA;3;5
S-09011;407;XINA;10;5
S-09011;108;ESPANYA;377;454
S-09011;426;PAKISTAN;31;19
S-09011;228;MARROC;24;19
S-09011;104;BULGARIA;4;4
S-09011;148;ARMENIA;3;3
S-09012;410;INDIA;11;8
S-09012;407;XINA;39;35
S-09012;135;UCRAINA;6;3
S-09012;426;PAKISTAN;30;11
S-09012;228;MARROC;11;13
S-09012;;ALTRES;28;39
S-09012;108;ESPANYA;614;664
S-09012;128;ROMANIA;3;7
S-09012;345;ECUADOR;3;4
S-09012;341;BOLIVIA;6;11
S-09013;108;ESPANYA;345;342
S-09013;;ALTRES;13;18
S-09013;407;XINA;10;10
S-09013;426;PAKISTAN;15;10
S-09014;108;ESPANYA;661;697
S-09014;345;ECUADOR;3;5
S-09014;228;MARROC;11;7
S-09014;407;XINA;26;25
S-09014;350;URUGUAI;4;3
S-09014;135;UCRAINA;4;3
S-09014;;ALTRES;34;27
S-09014;128;ROMANIA;6;6
S-09014;345;EQUADOR;6;7
S-09015;148;ARMENIA;11;9
S-09015;407;XINA;46;47
S-09015;228;MARROC;53;40
S-09015;426;PAKISTAN;46;29
S-09015;404;BANGLA DESH;3;3
S-09015;345;EQUADOR;7;4
S-09015;108;ESPANYA;661;720
S-09015;128;ROMANIA;6;3
S-09015;154;RUSSIA;4;6
S-09015;;ALTRES;51;40
S-09016;426;PAKISTAN;13;5
S-09016;108;ESPANYA;699;744
S-09016;;ALTRES;32;32
S-09016;128;ROMANIA;5;3
S-09016;407;XINA;9;6
S-09016;228;MARROC;31;32
S-09017;404;BANGLA DESH;21;10
S-09017;;ALTRES;51;56
S-09017;128;ROMANIA;14;11
S-09017;426;PAKISTAN;62;36
S-09017;407;XINA;27;26
S-09017;410;INDIA;39;25
S-09017;404;BANGLADESH;20;3
S-09017;228;MARROC;110;102
S-09017;234;NIGERIA;17;12
S-09017;108;ESPANYA;562;574
S-09018;108;ESPANYA;743;791
S-09018;;ALTRES;40;56
S-09018;228;MARROC;26;18
S-09018;154;RUSSIA;4;7
S-09018;407;XINA;4;6
S-09018;426;PAKISTAN;33;20
S-09018;343;COLOMBIA;6;3
S-09019;410;INDIA;15;3
S-09019;343;COLOMBIA;3;4
S-09019;122;POLONIA;3;3
S-09019;128;ROMANIA;5;5
S-09019;;ALTRES;43;33
S-09019;228;MARROC;30;25
S-09019;404;BANGLADESH;6;7
S-09019;345;EQUADOR;5;7
S-09019;108;ESPANYA;469;482
S-09019;321;HONDURAS;4;9
S-09019;426;PAKISTAN;62;32
S-09020;108;ESPANYA;309;319
S-09020;;ALTRES;21;18
S-09020;326;REP. DOMINICANA;4;3
S-09021;341;BOLIVIA;7;13
S-09021;128;ROMANIA;9;20
S-09021;426;PAKISTAN;44;15
S-09021;407;XINA;14;13
S-09021;228;MARROC;24;18
S-09021;;ALTRES;50;54
S-09021;345;EQUADOR;3;4
S-09021;108;ESPANYA;634;671
S-09022;228;MARROC;18;18
S-09022;108;ESPANYA;576;627
S-09022;426;PAKISTAN;12;6
S-09022;407;XINA;5;3
S-09022;;ALTRES;32;42
S-09023;228;MARROC;13;10
S-09023;108;ESPANYA;298;323
S-09023;;ALTRES;36;30
S-09023;426;PAKISTAN;24;6
S-09024;407;XINA;16;18
S-09024;;ALTRES;38;30
S-09024;108;ESPANYA;823;850
S-09024;341;BOLIVIA;4;10
S-09024;302;ESTATS UNITS;4;3
S-09024;426;PAKISTAN;72;26
S-09024;128;ROMANIA;11;9
S-09024;228;MARROC;19;11
S-09025;410;INDIA;5;4
S-09025;407;XINA;11;10
S-09025;135;UCRAINA;5;5
S-09025;426;PAKISTAN;21;11
S-09025;228;MARROC;20;19
S-09025;108;ESPANYA;481;544
S-09025;;ALTRES;29;35
S-09025;128;ROMANIA;4;3
S-09025;345;EQUADOR;5;10
S-09025;347;PARAGUAI;5;9
S-09025;345;ECUADOR;5;5
S-09026;228;MARROC;11;12
S-09026;108;ESPANYA;494;584
S-09026;128;ROMANIA;3;4
S-09026;;ALTRES;16;30
S-09026;347;PARAGUAI;3;3
S-09026;426;PAKISTAN;9;10
S-09026;407;XINA;5;6
S-09027;407;XINA;11;8
S-09027;426;PAKISTAN;15;10
S-09027;108;ESPANYA;349;391
S-09027;;ALTRES;29;24
S-09027;228;MARROC;27;13
S-09027;128;ROMANIA;14;9
S-09027;115;ITALIA;3;3
S-09028;108;ESPANYA;987;965
S-09028;407;XINA;4;4
S-09028;128;ROMANIA;7;3
S-09028;426;PAKISTAN;20;15
S-09028;234;NIGERIA;13;8
S-09028;341;BOLIVIA;3;3
S-09028;345;EQUADOR;7;3
S-09028;343;COLOMBIA;5;4
S-09028;228;MARROC;32;13
S-09028;;ALTRES;31;38
S-09030;345;ECUADOR;7;9
S-09030;426;PAKISTAN;123;44
S-09030;341;BOLIVIA;8;10
S-09030;;ALTRES;26;35
S-09030;410;INDIA;10;11
S-09030;108;ESPANYA;734;728
S-09030;110;FRANÇA;5;6
S-09030;228;MARROC;12;7
S-09030;345;EQUADOR;6;3
S-09030;115;ITALIA;7;4
S-09030;407;XINA;39;35
S-09030;128;ROMANIA;9;6
S-09030;348;PERU;4;9
S-09030;154;RUSSIA;4;7
S-09031;228;MARROC;5;6
S-09031;;ALTRES;21;15
S-09031;128;ROMANIA;7;3
S-09031;410;INDIA;3;6
S-09031;108;ESPANYA;425;478
S-09031;407;XINA;5;4
S-09032;426;PAKISTAN;28;19
S-09032;128;ROMANIA;5;5
S-09032;228;MARROC;46;31
S-09032;234;NIGERIA;7;7
S-09032;;ALTRES;35;39
S-09032;135;UCRAINA;6;5
S-09032;108;ESPANYA;401;385
S-09032;410;INDIA;10;7
S-09032;148;ARMENIA;3;3
S-09033;317;EL SALVADOR;3;3
S-09033;345;ECUADOR;5;5
S-09033;228;MARROC;22;14
S-09033;108;ESPANYA;706;702
S-09033;407;XINA;4;6
S-09033;426;PAKISTAN;8;3
S-09033;128;ROMANIA;9;10
S-09033;;ALTRES;23;19
S-09034;;ALTRES;38;40
S-09034;108;ESPANYA;799;813
S-09034;426;PAKISTAN;14;6
S-09034;228;MARROC;12;13
S-09035;407;XINA;14;14
S-09035;341;BOLIVIA;4;5
S-09035;426;PAKISTAN;48;20
S-09035;;ALTRES;29;29
S-09035;234;NIGERIA;6;4
S-09035;345;EQUADOR;3;9
S-09035;154;RUSSIA;3;3
S-09035;350;URUGUAI;6;3
S-09035;115;ITALIA;3;4
S-09035;108;ESPANYA;624;673
S-09035;228;MARROC;13;14
S-09035;342;BRASIL;6;6
