CODI_DIVISIO_TERRITORIAL;CODI_NACIONALITAT;DESC_NACIONALITAT;NRE_HOMES;NRE_DONES
S-04011;128;ROMANIA;13;4
S-04011;407;XINA;7;8
S-04012;108;ESPANYA;663;733
S-04012;426;PAKISTAN;4;3
S-04012;128;ROMANIA;4;5
S-04012;;ALTRES;15;27
S-04013;135;UCRAINA;3;7
S-04013;;ALTRES;11;9
S-04013;108;ESPANYA;539;568
S-04014;108;ESPANYA;1184;1211
S-04014;;ALTRES;23;21
S-04015;108;ESPANYA;687;725
S-04015;228;MARROC;7;10
S-04015;;ALTRES;8;5
S-04016;108;ESPANYA;1014;1048
S-04016;;ALTRES;14;14
S-05001;115;ITALIA;8;3
S-05001;340;ARGENTINA;3;3
S-05001;110;FRANÇA;6;3
S-05001;;ALTRES;26;37
S-05001;108;ESPANYA;1057;1135
S-05002;108;ESPANYA;355;440
S-05002;;ALTRES;4;6
S-05003;;ALTRES;30;36
S-05003;341;BOLIVIA;5;5
S-05003;108;ESPANYA;1166;1267
S-05003;407;XINA;5;4
S-05003;115;ITALIA;8;7
S-05003;228;MARROC;5;3
S-05004;108;ESPANYA;1103;1187
S-05004;407;XINA;12;6
S-05004;;ALTRES;46;44
S-05004;115;ITALIA;7;3
S-05004;228;MARROC;11;3
S-05005;407;XINA;4;5
S-05005;108;ESPANYA;936;961
S-05005;;ALTRES;36;31
S-05005;115;ITALIA;3;3
S-05005;347;PARAGUAI;3;5
S-05006;341;BOLIVIA;3;6
S-05006;108;ESPANYA;515;615
S-05006;;ALTRES;15;34
S-06001;108;ESPANYA;645;628
S-06001;;ALTRES;12;24
S-06002;;ALTRES;29;20
S-06002;341;BOLIVIA;3;4
S-06002;108;ESPANYA;763;783
S-06002;115;ITALIA;3;4
S-06003;108;ESPANYA;505;544
S-06003;;ALTRES;18;10
S-06004;108;ESPANYA;560;625
S-06004;;ALTRES;12;21
S-06005;108;ESPANYA;657;696
S-06005;;ALTRES;8;11
S-06006;228;MARROC;3;3
S-06006;;ALTRES;6;8
S-06006;128;ROMANIA;5;4
S-06006;108;ESPANYA;465;506
S-07001;135;UCRAINA;7;11
S-07001;345;EQUADOR;15;9
S-07001;115;ITALIA;5;3
S-07001;347;PARAGUAI;3;4
S-07001;228;MARROC;30;29
S-07001;341;BOLIVIA;16;22
S-07001;410;INDIA;4;3
S-07001;340;ARGENTINA;6;4
S-07001;426;PAKISTAN;40;21
S-07001;;ALTRES;44;32
S-07001;407;XINA;33;27
S-07001;108;ESPANYA;712;805
S-07001;128;ROMANIA;13;9
S-07002;345;EQUADOR;3;3
S-07002;108;ESPANYA;1085;1119
S-07002;407;XINA;12;15
S-07002;;ALTRES;25;43
S-07002;115;ITALIA;3;3
S-07003;343;COLOMBIA;3;3
S-07003;410;INDIA;8;3
S-07003;108;ESPANYA;582;700
S-07003;;ALTRES;41;35
S-07003;350;URUGUAI;5;3
S-07003;341;BOLIVIA;9;8
S-07003;139;GEORGIA;3;7
S-07003;128;ROMANIA;8;8
S-07003;407;XINA;11;13
S-07003;228;MARROC;17;11
S-07003;216;GAMBIA;5;4
S-07004;228;MARROC;8;8
S-07004;407;XINA;7;6
S-07004;;ALTRES;17;22
S-07004;108;ESPANYA;499;562
S-07005;139;GEORGIA;5;6
S-07005;407;XINA;13;13
S-07005;426;PAKISTAN;20;7
S-07005;108;ESPANYA;309;364
S-07005;;ALTRES;25;27
S-07005;410;INDIA;4;4
S-07005;228;MARROC;22;11
S-07006;407;XINA;15;24
S-07006;135;UCRAINA;7;3
S-07006;108;ESPANYA;474;485
S-07006;228;MARROC;6;7
S-07006;341;BOLIVIA;6;5
S-07006;128;ROMANIA;5;5
S-07006;;ALTRES;19;15
S-07007;345;EQUADOR;4;5
S-07007;108;ESPANYA;377;386
S-07007;404;BANGLA DESH;4;6
S-07007;154;RUSSIA;5;10
S-07007;128;ROMANIA;7;7
S-07007;341;BOLIVIA;10;8
S-07007;410;INDIA;14;5
S-07007;407;XINA;19;19
S-07007;;ALTRES;33;34
S-07007;220;GUINEA EQUATORIAL;3;7
S-07007;228;MARROC;38;27
S-07007;426;PAKISTAN;55;23
S-07008;154;RUSSIA;5;8
S-07008;;ALTRES;42;35
S-07008;426;PAKISTAN;102;50
S-07008;228;MARROC;73;62
S-07008;407;XINA;33;30
S-07008;410;INDIA;20;7
S-07008;351;VENEÇUELA;3;3
S-07008;321;HONDURES;8;10
S-07008;345;EQUADOR;12;6
S-07008;135;UCRAINA;9;5
S-07008;108;ESPANYA;515;505
S-07009;410;INDIA;3;5
S-07009;228;MARROC;26;10
S-07009;;ALTRES;22;33
S-07009;108;ESPANYA;307;320
S-07009;426;PAKISTAN;13;9
S-07010;341;BOLIVIA;3;6
S-07010;;ALTRES;21;25
S-07010;426;PAKISTAN;13;9
S-07010;321;HONDURES;8;8
S-07010;108;ESPANYA;343;356
S-07010;407;XINA;14;15
S-07010;228;MARROC;38;35
S-07011;321;HONDURES;6;11
S-07011;407;XINA;20;21
S-07011;426;PAKISTAN;6;4
S-07011;341;BOLIVIA;3;5
S-07011;135;UCRAINA;6;4
S-07011;;ALTRES;18;32
S-07011;345;EQUADOR;3;3
S-07011;108;ESPANYA;842;895
S-07011;228;MARROC;48;39
S-07012;407;XINA;7;5
S-07012;228;MARROC;21;8
S-07012;410;INDIA;4;6
S-07012;;ALTRES;11;27
S-07012;108;ESPANYA;594;612
S-07013;407;XINA;75;62
S-07013;347;PARAGUAI;3;3
S-07013;;ALTRES;41;32
S-07013;154;RUSSIA;6;6
S-07013;345;EQUADOR;10;10
S-07013;404;BANGLA DESH;10;3
S-07013;128;ROMANIA;7;9
S-07013;348;PERU;3;7
S-07013;341;BOLIVIA;8;9
S-07013;108;ESPANYA;820;760
S-07013;227;MALI;4;5
S-07013;410;INDIA;21;10
S-07013;234;NIGERIA;15;7
S-07013;426;PAKISTAN;88;53
S-07013;228;MARROC;138;116
S-07014;410;INDIA;5;4
S-07014;228;MARROC;59;59
S-07014;;ALTRES;23;37
S-07014;108;ESPANYA;729;732
S-07014;407;XINA;24;17
S-07014;426;PAKISTAN;12;5
S-07015;;ALTRES;16;21
S-07015;410;INDIA;19;10
S-07015;228;MARROC;73;56
S-07015;108;ESPANYA;348;385
S-07015;407;XINA;30;33
S-07015;426;PAKISTAN;37;16
S-07015;128;ROMANIA;10;14
S-07015;345;EQUADOR;8;7
S-07017;426;PAKISTAN;151;83
S-07017;128;ROMANIA;5;13
S-07017;326;REPUBLICA DOMINICANA;10;6
S-07017;407;XINA;59;49
S-07017;220;GUINEA EQUATORIAL;6;4
S-07017;135;UCRAINA;9;10
S-07017;341;BOLIVIA;25;29
S-07017;234;NIGERIA;13;6
S-07017;;ALTRES;46;35
S-07017;321;HONDURES;8;16
S-07017;227;MALI;5;3
S-07017;404;BANGLA DESH;41;15
S-07017;108;ESPANYA;1080;1096
S-07017;228;MARROC;108;121
S-07017;410;INDIA;31;20
S-07017;348;PERU;10;4
S-07017;345;EQUADOR;20;17
S-07018;154;RUSSIA;3;3
S-07018;108;ESPANYA;713;733
S-07018;;ALTRES;14;24
S-07020;108;ESPANYA;440;494
S-07020;228;MARROC;5;3
S-07020;426;PAKISTAN;3;4
S-07020;;ALTRES;18;33
S-07021;407;XINA;15;15
S-07021;228;MARROC;13;14
S-07021;341;BOLIVIA;6;3
S-07021;;ALTRES;20;15
S-07021;108;ESPANYA;372;421
S-07022;;ALTRES;22;29
S-07022;345;EQUADOR;4;5
S-07022;115;ITALIA;4;6
S-07022;154;RUSSIA;3;5
S-07022;108;ESPANYA;341;383
S-07023;115;ITALIA;11;8
S-07023;135;UCRAINA;5;7
S-07023;;ALTRES;33;33
S-07023;228;MARROC;11;13
S-07023;407;XINA;13;17
S-07023;340;ARGENTINA;4;5
S-07023;108;ESPANYA;936;993
S-07023;154;RUSSIA;5;11
S-07024;128;ROMANIA;13;9
S-07024;407;XINA;6;9
S-07024;;ALTRES;28;47
S-07024;115;ITALIA;7;5
S-07024;341;BOLIVIA;10;9
S-07024;148;ARMENIA;6;6
S-07024;340;ARGENTINA;4;4
S-07024;228;MARROC;27;14
S-07024;410;INDIA;10;8
S-07024;135;UCRAINA;3;4
S-07024;108;ESPANYA;804;815
S-07028;407;XINA;31;24
S-07028;228;MARROC;52;45
S-07028;326;REPUBLICA DOMINICANA;4;6
S-07028;345;EQUADOR;12;7
S-07028;343;COLOMBIA;4;4
S-07028;;ALTRES;23;26
S-07028;426;PAKISTAN;39;25
S-07028;148;ARMENIA;4;6
S-07028;218;GUINEA;6;6
S-07028;128;ROMANIA;9;10
S-07028;341;BOLIVIA;8;9
S-07028;348;PERU;5;3
S-07028;108;ESPANYA;806;865
S-07028;139;GEORGIA;5;3
S-07029;;ALTRES;22;17
S-07029;108;ESPANYA;1017;1010
S-07030;135;UCRAINA;4;3
S-07030;;ALTRES;11;14
S-07030;108;ESPANYA;983;971
S-07031;;ALTRES;4;11
S-07031;108;ESPANYA;659;695
S-08001;341;BOLIVIA;8;15
S-08001;;ALTRES;35;33
S-08001;321;HONDURES;3;8
S-08001;410;INDIA;27;18
S-08001;128;ROMANIA;4;4
S-08001;326;REPUBLICA DOMINICANA;12;15
S-08001;404;BANGLA DESH;20;20
S-08001;407;XINA;132;115
S-08001;345;EQUADOR;17;11
S-08001;228;MARROC;115;103
S-08001;234;NIGERIA;4;3
S-08001;426;PAKISTAN;54;36
S-08001;108;ESPANYA;960;936
S-08002;410;INDIA;6;3
S-08002;;ALTRES;29;39
S-08002;351;VENEÇUELA;5;3
S-08002;345;EQUADOR;10;6
S-08002;407;XINA;41;39
S-08002;228;MARROC;13;13
S-08002;437;VIETNAM;3;3
S-08002;326;REPUBLICA DOMINICANA;7;13
S-08002;108;ESPANYA;1062;1176
S-08002;135;UCRAINA;3;3
S-08002;404;BANGLA DESH;8;7
S-08003;426;PAKISTAN;14;6
S-08003;341;BOLIVIA;4;7
S-08003;115;ITALIA;8;4
S-08003;407;XINA;18;19
S-08003;;ALTRES;32;23
S-08003;345;EQUADOR;6;3
S-08003;326;REPUBLICA DOMINICANA;4;4
S-08003;108;ESPANYA;932;963
S-08003;228;MARROC;21;11
S-08003;128;ROMANIA;3;7
S-08003;321;HONDURES;3;8
S-08004;108;ESPANYA;320;346
S-08004;;ALTRES;8;8
S-08004;128;ROMANIA;5;6
S-08004;407;XINA;19;25
S-08005;344;XILE;3;3
S-08005;407;XINA;7;3
S-08005;108;ESPANYA;393;429
S-08005;;ALTRES;18;14
S-08005;345;EQUADOR;4;4
S-08005;426;PAKISTAN;7;5
S-08005;228;MARROC;22;15
S-08006;;ALTRES;10;11
S-08006;108;ESPANYA;721;795
S-08007;108;ESPANYA;535;535
S-08007;426;PAKISTAN;18;10
S-08007;228;MARROC;25;28
S-08007;407;XINA;29;26
S-08007;;ALTRES;27;34
S-08007;234;NIGERIA;5;5
S-08008;426;PAKISTAN;3;3
S-08008;228;MARROC;14;15
S-08008;326;REPUBLICA DOMINICANA;3;4
S-08008;341;BOLIVIA;6;4
S-08008;407;XINA;40;44
S-08008;108;ESPANYA;855;911
S-08008;128;ROMANIA;3;3
S-08008;347;PARAGUAI;4;4
S-08008;410;INDIA;11;7
S-08008;;ALTRES;24;30
S-08009;410;INDIA;3;3
S-08009;;ALTRES;17;29
S-08009;108;ESPANYA;604;616
S-08009;407;XINA;9;8
S-08009;128;ROMANIA;4;4
S-08011;108;ESPANYA;393;411
S-08011;;ALTRES;14;16
S-08012;108;ESPANYA;1190;1245
S-08012;407;XINA;11;6
S-08012;;ALTRES;16;20
S-08012;228;MARROC;3;9
S-08012;115;ITALIA;6;3
S-08013;108;ESPANYA;487;454
S-08013;;ALTRES;5;7
S-09001;341;BOLIVIA;33;45
S-09001;321;HONDURES;19;36
S-09001;426;PAKISTAN;210;77
S-09001;348;PERU;5;7
S-09001;135;UCRAINA;3;4
S-09001;;ALTRES;26;36
S-09001;326;REPUBLICA DOMINICANA;5;3
S-09001;139;GEORGIA;6;11
S-09001;228;MARROC;65;71
S-09001;128;ROMANIA;5;7
S-09001;345;EQUADOR;9;12
S-09001;323;NICARAGUA;3;4
S-09001;108;ESPANYA;670;716
S-09001;407;XINA;34;34
S-09001;410;INDIA;8;9
S-09001;404;BANGLA DESH;11;6
S-09001;343;COLOMBIA;3;5
S-09001;115;ITALIA;4;6
S-09002;341;BOLIVIA;7;13
S-09002;;ALTRES;24;26
S-09002;348;PERU;4;4
S-09002;407;XINA;24;26
S-09002;108;ESPANYA;700;714
S-09002;128;ROMANIA;8;8
S-09002;426;PAKISTAN;251;92
S-09002;326;REPUBLICA DOMINICANA;5;7
S-09002;228;MARROC;27;32
S-09002;345;EQUADOR;5;3
S-09002;410;INDIA;4;3
S-09002;404;BANGLA DESH;6;7
S-09003;;ALTRES;14;10
S-09003;128;ROMANIA;13;11
S-09003;341;BOLIVIA;6;4
S-09003;228;MARROC;19;20
S-09003;404;BANGLA DESH;4;3
S-09003;410;INDIA;4;5
S-09003;135;UCRAINA;4;3
S-09003;426;PAKISTAN;27;18
S-09003;407;XINA;38;29
S-09003;108;ESPANYA;409;397
S-09003;321;HONDURES;6;9
S-09004;348;PERU;3;5
S-09004;341;BOLIVIA;4;12
S-09004;426;PAKISTAN;382;146
S-09004;410;INDIA;16;5
S-09004;321;HONDURES;3;7
S-09004;407;XINA;4;7
S-09004;;ALTRES;19;23
S-09004;108;ESPANYA;707;644
S-09004;228;MARROC;29;32
S-09004;128;ROMANIA;15;13
S-09005;;ALTRES;39;22
S-09005;108;ESPANYA;452;437
S-09005;407;XINA;3;3
S-09005;139;GEORGIA;5;5
S-09005;426;PAKISTAN;69;29
S-09006;321;HONDURES;7;13
S-09006;410;INDIA;10;5
S-09006;;ALTRES;33;35
S-09006;108;ESPANYA;540;552
S-09006;426;PAKISTAN;308;114
S-09006;228;MARROC;32;31
S-09006;345;EQUADOR;7;15
S-09006;341;BOLIVIA;3;7
S-09006;203;ALGERIA;5;3
S-09006;128;ROMANIA;14;13
S-09006;407;XINA;30;33
S-09008;108;ESPANYA;609;672
S-09008;407;XINA;21;28
S-09008;426;PAKISTAN;89;35
S-09008;345;EQUADOR;5;5
S-09008;341;BOLIVIA;8;4
S-09008;228;MARROC;10;14
S-09008;135;UCRAINA;5;5
S-09008;;ALTRES;25;16
S-09009;341;BOLIVIA;3;3
S-09009;128;ROMANIA;3;3
S-09009;108;ESPANYA;425;522
S-09009;407;XINA;14;10
S-09009;;ALTRES;17;15
S-09009;426;PAKISTAN;21;7
S-09010;407;XINA;19;24
S-09010;;ALTRES;9;8
S-09010;108;ESPANYA;562;607
S-09011;;ALTRES;31;28
S-09011;407;XINA;15;10
S-09011;104;BULGARIA;4;4
S-09011;228;MARROC;25;22
S-09011;108;ESPANYA;389;452
S-09011;426;PAKISTAN;31;16
S-09012;426;PAKISTAN;26;10
S-09012;;ALTRES;23;29
S-09012;228;MARROC;7;11
S-09012;108;ESPANYA;613;667
S-09012;154;RUSSIA;4;10
S-09012;341;BOLIVIA;6;9
S-09012;407;XINA;51;38
S-09012;345;EQUADOR;3;3
S-09012;410;INDIA;10;3
S-09012;128;ROMANIA;4;9
S-09012;317;EL SALVADOR;3;4
S-09012;348;PERU;4;5
S-09013;426;PAKISTAN;10;9
S-09013;;ALTRES;8;12
S-09013;108;ESPANYA;343;356
S-09013;407;XINA;10;6
S-09013;345;EQUADOR;6;3
S-09014;115;ITALIA;3;3
S-09014;128;ROMANIA;5;5
S-09014;350;URUGUAI;3;3
S-09014;345;EQUADOR;11;6
S-09014;426;PAKISTAN;17;3
S-09014;108;ESPANYA;652;720
S-09014;228;MARROC;8;7
S-09014;;ALTRES;28;32
S-09014;407;XINA;30;28
S-09015;410;INDIA;13;3
S-09015;;ALTRES;33;22
S-09015;108;ESPANYA;678;730
S-09015;228;MARROC;54;44
S-09015;348;PERU;3;6
S-09015;321;HONDURES;4;16
S-09015;404;BANGLA DESH;3;3
S-09015;148;ARMENIA;8;8
S-09015;341;BOLIVIA;9;7
S-09015;154;RUSSIA;5;10
S-09015;426;PAKISTAN;44;21
S-09015;345;EQUADOR;9;4
S-09015;407;XINA;44;48
S-09016;128;ROMANIA;3;4
S-09016;108;ESPANYA;687;746
S-09016;228;MARROC;28;25
S-09016;;ALTRES;32;31
S-09016;407;XINA;7;5
S-09016;426;PAKISTAN;15;11
S-09017;228;MARROC;109;103
S-09017;128;ROMANIA;11;13
S-09017;234;NIGERIA;11;11
S-09017;321;HONDURES;3;11
S-09017;;ALTRES;32;30
S-09017;345;EQUADOR;11;5
S-09017;407;XINA;25;19
S-09017;108;ESPANYA;570;551
S-09017;426;PAKISTAN;56;32
S-09017;404;BANGLA DESH;42;10
S-09017;410;INDIA;39;31
S-09018;407;XINA;4;6
S-09018;426;PAKISTAN;35;22
S-09018;341;BOLIVIA;3;6
S-09018;154;RUSSIA;5;9
S-09018;228;MARROC;22;18
S-09018;108;ESPANYA;734;800
S-09018;;ALTRES;39;38
S-09018;345;EQUADOR;7;3
S-09019;341;BOLIVIA;7;6
S-09019;410;INDIA;13;7
S-09019;404;BANGLA DESH;9;8
S-09019;239;SENEGAL;4;5
S-09019;135;UCRAINA;3;7
S-09019;108;ESPANYA;452;477
S-09019;345;EQUADOR;8;9
S-09019;128;ROMANIA;4;5
S-09019;;ALTRES;35;24
S-09019;228;MARROC;29;16
S-09019;426;PAKISTAN;66;29
S-09020;;ALTRES;15;15
S-09020;108;ESPANYA;299;310
S-09021;426;PAKISTAN;49;13
S-09021;410;INDIA;12;6
S-09021;321;HONDURES;5;10
S-09021;;ALTRES;29;41
S-09021;108;ESPANYA;617;646
S-09021;203;ALGERIA;4;4
S-09021;407;XINA;12;10
S-09021;228;MARROC;20;22
S-09021;128;ROMANIA;6;13
S-09021;341;BOLIVIA;6;10
S-09021;345;EQUADOR;6;7
S-09022;;ALTRES;19;33
S-09022;108;ESPANYA;560;628
S-09022;426;PAKISTAN;11;6
S-09022;407;XINA;8;7
S-09022;345;EQUADOR;4;3
S-09022;342;BRASIL;3;3
S-09022;228;MARROC;17;20
S-09022;326;REPUBLICA DOMINICANA;3;3
S-09022;128;ROMANIA;4;7
S-09023;;ALTRES;22;22
S-09023;426;PAKISTAN;24;8
S-09023;407;XINA;4;3
S-09023;108;ESPANYA;292;315
S-09023;228;MARROC;14;10
S-09023;139;GEORGIA;3;3
S-09024;302;ESTATS UNITS;4;3
S-09024;128;ROMANIA;10;7
S-09024;;ALTRES;36;33
S-09024;341;BOLIVIA;4;8
S-09024;407;XINA;10;9
S-09024;108;ESPANYA;817;852
S-09024;345;EQUADOR;7;3
S-09024;426;PAKISTAN;66;32
S-09024;347;PARAGUAI;3;3
S-09024;228;MARROC;20;10
S-09025;407;XINA;12;10
S-09025;135;UCRAINA;11;10
S-09025;;ALTRES;29;33
S-09025;347;PARAGUAI;5;7
S-09025;108;ESPANYA;492;537
S-09025;447;UZBEKISTAN;4;3
S-09025;341;BOLIVIA;3;7
S-09025;228;MARROC;18;20
S-09025;410;INDIA;7;4
S-09025;426;PAKISTAN;14;6
S-09025;345;EQUADOR;8;12
S-09026;407;XINA;14;11
S-09026;426;PAKISTAN;25;12
S-09026;228;MARROC;7;9
S-09026;;ALTRES;25;26
S-09026;108;ESPANYA;490;587
S-09027;228;MARROC;25;14
S-09027;128;ROMANIA;12;5
S-09027;;ALTRES;19;23
S-09027;426;PAKISTAN;16;9
S-09027;407;XINA;11;9
S-09027;108;ESPANYA;354;404
S-09027;345;EQUADOR;8;3
S-09028;343;COLOMBIA;5;3
S-09028;234;NIGERIA;15;7
S-09028;135;UCRAINA;4;4
S-09028;139;GEORGIA;3;3
S-09028;;ALTRES;32;34
S-09028;108;ESPANYA;975;953
S-09028;154;RUSSIA;3;3
S-09028;341;BOLIVIA;4;3
S-09028;228;MARROC;28;22
S-09028;407;XINA;9;7
S-09028;345;EQUADOR;7;7
S-09028;426;PAKISTAN;24;13
S-09030;108;ESPANYA;781;775
S-09030;410;INDIA;9;9
S-09030;426;PAKISTAN;107;45
S-09030;154;RUSSIA;7;8
S-09030;;ALTRES;33;45
S-09030;407;XINA;67;51
S-09030;126;ALEMANYA;3;3
S-09030;345;EQUADOR;5;5
S-09030;110;FRANÇA;8;8
S-09030;341;BOLIVIA;10;9
S-09030;128;ROMANIA;9;9
S-09030;348;PERU;4;8
S-09030;115;ITALIA;9;5
S-09031;;ALTRES;21;19
S-09031;228;MARROC;5;5
S-09031;108;ESPANYA;424;469
S-09031;407;XINA;6;5
S-09032;108;ESPANYA;407;384
S-09032;;ALTRES;20;26
S-09032;345;EQUADOR;7;3
S-09032;234;NIGERIA;9;13
S-09032;228;MARROC;51;37
S-09032;410;INDIA;10;7
S-09032;135;UCRAINA;6;4
S-09032;426;PAKISTAN;22;17
S-09032;128;ROMANIA;5;4
S-09032;321;HONDURES;3;9
