CODI_DIVISIO_TERRITORIAL;CDINE;NACIONALITAT;NRE_HOMES;NRE_DONES
S-02012;347;PARAGUAI;3;5
S-02012;;ALTRES;27;26
S-02012;228;MARROC;11;5
S-02012;321;HONDURES;3;3
S-02013;;ALTRES;48;30
S-02013;343;COLOMBIA;5;3
S-02013;410;INDIA;4;3
S-02013;108;ESPANYA;501;474
S-02013;351;VENEÇUELA;4;6
S-02013;115;ITALIA;5;3
S-02013;326;REPUBLICA DOMINICANA;4;4
S-02013;347;PARAGUAI;4;4
S-02013;345;EQUADOR;8;3
S-02013;128;ROMANIA;4;5
S-02013;228;MARROC;45;55
S-02013;135;UCRAINA;5;10
S-02013;426;PAKISTAN;13;12
S-02015;351;VENEÇUELA;7;6
S-02015;108;ESPANYA;437;456
S-02015;340;ARGENTINA;5;4
S-02015;228;MARROC;36;30
S-02015;407;XINA;8;8
S-02015;426;PAKISTAN;3;4
S-02015;;ALTRES;43;30
S-02015;347;PARAGUAI;5;5
S-03001;154;RUSSIA;11;21
S-03001;407;XINA;78;66
S-03001;410;INDIA;14;3
S-03001;343;COLOMBIA;6;9
S-03001;125;REGNE UNIT;4;4
S-03001;110;FRANÇA;8;6
S-03001;351;VENEÇUELA;5;3
S-03001;108;ESPANYA;1.135;1.205
S-03001;341;BOLIVIA;12;7
S-03001;321;HONDURES;6;15
S-03001;426;PAKISTAN;16;6
S-03001;;ALTRES;55;55
S-03001;115;ITALIA;13;15
S-03001;148;ARMENIA;3;4
S-03001;135;UCRAINA;6;8
S-03001;228;MARROC;35;10
S-03001;342;BRASIL;3;4
S-03001;345;EQUADOR;7;6
S-03003;108;ESPANYA;802;846
S-03003;410;INDIA;13;7
S-03003;125;REGNE UNIT;4;5
S-03003;347;PARAGUAI;3;6
S-03003;426;PAKISTAN;12;6
S-03003;407;XINA;23;20
S-03003;343;COLOMBIA;5;7
S-03003;135;UCRAINA;4;4
S-03003;139;GEORGIA;8;3
S-03003;340;ARGENTINA;10;7
S-03003;;ALTRES;40;48
S-03003;228;MARROC;3;7
S-03003;128;ROMANIA;7;3
S-03003;110;FRANÇA;3;4
S-03004;350;URUGUAI;4;5
S-03004;108;ESPANYA;817;854
S-03004;228;MARROC;6;3
S-03004;315;CUBA;3;4
S-03004;407;XINA;5;4
S-03004;;ALTRES;28;37
S-03005;341;BOLIVIA;4;5
S-03005;115;ITALIA;7;7
S-03005;135;UCRAINA;5;6
S-03005;154;RUSSIA;4;5
S-03005;407;XINA;10;13
S-03005;108;ESPANYA;670;648
S-03005;;ALTRES;49;43
S-03005;321;HONDURES;4;6
S-03005;426;PAKISTAN;16;8
S-03005;228;MARROC;16;16
S-03006;;ALTRES;41;40
S-03006;108;ESPANYA;568;622
S-03007;108;ESPANYA;558;670
S-03007;407;XINA;6;4
S-03007;;ALTRES;16;13
S-03008;426;PAKISTAN;3;3
S-03008;;ALTRES;29;29
S-03008;110;FRANÇA;4;3
S-03008;108;ESPANYA;308;352
S-03008;154;RUSSIA;3;5
S-03009;302;ESTATS UNITS;4;3
S-03009;341;BOLIVIA;3;4
S-03009;;ALTRES;33;36
S-03009;108;ESPANYA;779;892
S-03009;110;FRANÇA;3;4
S-03009;407;XINA;5;9
S-03009;115;ITALIA;10;11
S-03009;351;VENEÇUELA;6;6
S-03010;228;MARROC;4;5
S-03010;;ALTRES;38;25
S-03010;348;PERU;4;3
S-03010;108;ESPANYA;384;424
S-03010;407;XINA;21;23
S-03010;426;PAKISTAN;8;5
S-03011;407;XINA;7;7
S-03011;;ALTRES;31;30
S-03011;342;BRASIL;3;4
S-03011;108;ESPANYA;567;570
S-03011;135;UCRAINA;6;9
S-03011;115;ITALIA;6;4
S-03011;228;MARROC;14;9
S-03013;;ALTRES;29;22
S-03013;228;MARROC;4;3
S-03013;126;ALEMANYA;4;4
S-03013;342;BRASIL;3;3
S-03013;125;REGNE UNIT;6;3
S-03013;110;FRANÇA;5;7
S-03013;108;ESPANYA;820;801
S-03013;115;ITALIA;7;4
S-03013;407;XINA;22;20
S-03014;108;ESPANYA;666;655
S-03014;407;XINA;19;36
S-03014;110;FRANÇA;9;6
S-03014;228;MARROC;4;3
S-03014;126;ALEMANYA;4;3
S-03014;;ALTRES;19;23
S-03014;115;ITALIA;5;6
S-04001;228;MARROC;13;21
S-04001;426;PAKISTAN;6;7
S-04001;407;XINA;5;6
S-04001;348;PERU;4;3
S-04001;;ALTRES;14;21
S-04001;108;ESPANYA;1.033;1.017
S-04002;426;PAKISTAN;4;4
S-04002;108;ESPANYA;719;794
S-04002;228;MARROC;5;4
S-04002;115;ITALIA;6;4
S-04002;;ALTRES;30;32
S-04002;407;XINA;5;4
S-04002;351;VENEÇUELA;8;5
S-04003;;ALTRES;30;33
S-04003;108;ESPANYA;720;763
S-04003;321;HONDURES;3;5
S-04003;351;VENEÇUELA;4;5
S-04004;;ALTRES;33;29
S-04004;347;PARAGUAI;3;3
S-04004;228;MARROC;7;6
S-04004;407;XINA;16;17
S-04004;321;HONDURES;3;13
S-04004;108;ESPANYA;1.069;1.141
S-04004;426;PAKISTAN;10;6
S-04004;115;ITALIA;8;3
S-04004;351;VENEÇUELA;3;9
S-04005;108;ESPANYA;887;954
S-04005;110;FRANÇA;4;3
S-04005;128;ROMANIA;8;3
S-04005;;ALTRES;36;26
S-04005;115;ITALIA;4;3
S-04005;342;BRASIL;3;5
S-04006;;ALTRES;40;56
S-04006;426;PAKISTAN;10;4
S-04006;108;ESPANYA;1.215;1.247
S-04006;351;VENEÇUELA;3;10
S-04006;115;ITALIA;3;4
S-04006;407;XINA;3;4
S-04007;108;ESPANYA;651;681
S-04007;;ALTRES;19;18
S-04008;108;ESPANYA;644;671
S-04008;317;EL SALVADOR;4;4
S-04008;407;XINA;6;9
S-04008;;ALTRES;14;15
S-04009;108;ESPANYA;426;452
S-04009;;ALTRES;26;27
S-04010;407;XINA;10;12
S-04010;351;VENEÇUELA;3;3
S-04010;154;RUSSIA;3;8
S-04010;426;PAKISTAN;5;3
S-04010;;ALTRES;32;42
S-04010;228;MARROC;14;6
S-04010;343;COLOMBIA;9;4
S-04010;108;ESPANYA;563;540
S-04010;340;ARGENTINA;3;7
S-04011;;ALTRES;30;30
S-04011;128;ROMANIA;11;5
S-04011;343;COLOMBIA;4;9
S-04011;407;XINA;5;9
S-04011;228;MARROC;8;4
S-04011;108;ESPANYA;646;710
S-04011;426;PAKISTAN;5;6
S-04011;321;HONDURES;3;6
S-04012;228;MARROC;4;8
S-04012;108;ESPANYA;638;701
S-04012;;ALTRES;29;31
S-04012;407;XINA;7;3
S-04012;426;PAKISTAN;10;7
S-04013;108;ESPANYA;518;564
S-04013;135;UCRAINA;3;6
S-04013;;ALTRES;21;18
S-04014;407;XINA;3;3
S-04014;;ALTRES;24;20
S-04014;115;ITALIA;6;4
S-04014;108;ESPANYA;1.175;1.185
S-04015;108;ESPANYA;637;693
S-04015;228;MARROC;11;10
S-04015;;ALTRES;13;18
S-04016;115;ITALIA;4;6
S-04016;108;ESPANYA;987;1.019
S-04016;;ALTRES;23;16
S-05001;110;FRANÇA;6;3
S-05001;340;ARGENTINA;4;3
S-05001;125;REGNE UNIT;4;3
S-05001;108;ESPANYA;1.014;1.121
S-05001;115;ITALIA;10;5
S-05001;154;RUSSIA;4;4
S-05001;407;XINA;3;6
S-05001;126;ALEMANYA;3;5
S-05001;348;PERU;4;7
S-05001;;ALTRES;23;35
S-05002;;ALTRES;6;10
S-05002;108;ESPANYA;367;452
S-05003;407;XINA;6;9
S-05003;108;ESPANYA;1.385;1.484
S-05003;115;ITALIA;12;6
S-05003;228;MARROC;11;3
S-05003;110;FRANÇA;4;3
S-05003;;ALTRES;37;51
S-05004;351;VENEÇUELA;3;3
S-05004;115;ITALIA;5;5
S-05004;407;XINA;9;6
S-05004;347;PARAGUAI;4;5
S-05004;216;GAMBIA;3;3
S-05004;;ALTRES;38;22
S-05004;108;ESPANYA;817;832
S-05004;126;ALEMANYA;3;4
S-05005;343;COLOMBIA;3;4
S-05005;135;UCRAINA;5;7
S-05005;108;ESPANYA;898;930
S-05005;154;RUSSIA;3;4
S-05005;115;ITALIA;6;3
S-05005;;ALTRES;38;42
S-05005;139;GEORGIA;3;4
S-05005;128;ROMANIA;3;3
S-05005;407;XINA;6;7
S-05006;;ALTRES;29;37
S-05006;108;ESPANYA;538;605
S-05006;115;ITALIA;5;3
S-05007;;ALTRES;18;19
S-05007;351;VENEÇUELA;4;4
S-05007;108;ESPANYA;471;521
S-05007;115;ITALIA;4;3
S-06001;321;HONDURES;3;4
S-06001;302;ESTATS UNITS;5;3
S-06001;228;MARROC;3;4
S-06001;;ALTRES;23;22
S-06001;108;ESPANYA;642;646
S-06001;115;ITALIA;4;3
S-06002;351;VENEÇUELA;6;6
S-06002;;ALTRES;35;41
S-06002;407;XINA;10;9
S-06002;108;ESPANYA;819;771
S-06003;347;PARAGUAI;4;5
S-06003;;ALTRES;21;21
S-06003;135;UCRAINA;3;3
S-06003;108;ESPANYA;505;549
S-06004;;ALTRES;6;15
S-06004;228;MARROC;7;4
S-06004;108;ESPANYA;547;625
S-06005;108;ESPANYA;645;679
S-06005;;ALTRES;10;9
S-06005;228;MARROC;4;6
S-06006;228;MARROC;7;5
S-06006;108;ESPANYA;472;491
S-06006;;ALTRES;9;15
S-07001;407;XINA;32;30
S-07001;341;BOLIVIA;12;25
S-07001;139;GEORGIA;11;6
S-07001;321;HONDURES;11;26
S-07001;115;ITALIA;5;4
S-07001;343;COLOMBIA;13;12
S-07001;108;ESPANYA;708;791
S-07001;347;PARAGUAI;3;4
S-07001;345;EQUADOR;13;6
S-07001;135;UCRAINA;7;11
S-07001;317;EL SALVADOR;5;3
S-07001;340;ARGENTINA;4;7
S-07001;426;PAKISTAN;39;18
S-07001;;ALTRES;26;21
S-07001;342;BRASIL;3;3
S-07001;128;ROMANIA;15;16
S-07001;410;INDIA;12;7
S-07001;228;MARROC;26;18
S-07001;351;VENEÇUELA;6;12
S-07002;343;COLOMBIA;6;7
S-07002;407;XINA;21;22
S-07002;351;VENEÇUELA;5;4
S-07002;121;PAISOS BAIXOS;3;3
S-07002;347;PARAGUAI;5;4
S-07002;340;ARGENTINA;3;4
S-07002;410;INDIA;4;3
S-07002;128;ROMANIA;3;5
S-07002;115;ITALIA;7;11
S-07002;228;MARROC;4;8
S-07002;108;ESPANYA;1.040;1.105
S-07002;135;UCRAINA;3;4
S-07002;;ALTRES;22;30
S-07003;410;INDIA;15;7
S-07003;115;ITALIA;6;3
S-07003;139;GEORGIA;8;4
S-07003;228;MARROC;22;20
S-07003;407;XINA;15;20
S-07003;216;GAMBIA;4;4
S-07003;341;BOLIVIA;9;6
S-07003;347;PARAGUAI;7;10
S-07003;108;ESPANYA;576;696
S-07003;345;EQUADOR;6;5
S-07003;321;HONDURES;4;14
S-07003;;ALTRES;40;25
S-07003;317;EL SALVADOR;6;6
S-07003;110;FRANÇA;3;3
S-07003;351;VENEÇUELA;10;11
S-07003;340;ARGENTINA;5;4
S-07003;135;UCRAINA;3;5
S-07004;351;VENEÇUELA;3;5
S-07004;108;ESPANYA;510;557
S-07004;115;ITALIA;4;5
S-07004;228;MARROC;4;3
S-07004;;ALTRES;22;31
S-07005;108;ESPANYA;335;356
S-07005;342;BRASIL;4;6
S-07005;228;MARROC;12;14
S-07005;345;EQUADOR;8;4
S-07005;407;XINA;14;21
S-07005;;ALTRES;25;27
S-07005;139;GEORGIA;7;7
S-07005;321;HONDURES;6;9
S-07005;410;INDIA;8;3
S-07005;426;PAKISTAN;13;5
S-07006;128;ROMANIA;3;6
S-07006;341;BOLIVIA;3;3
S-07006;;ALTRES;25;26
S-07006;348;PERU;3;6
S-07006;343;COLOMBIA;3;5
S-07006;407;XINA;18;19
S-07006;135;UCRAINA;5;3
S-07006;108;ESPANYA;476;500
S-07007;341;BOLIVIA;6;7
S-07007;;ALTRES;47;39
S-07007;234;NIGERIA;8;4
S-07007;407;XINA;29;22
S-07007;343;COLOMBIA;10;5
S-07007;426;PAKISTAN;97;36
S-07007;108;ESPANYA;372;363
S-07007;135;UCRAINA;7;7
S-07007;154;RUSSIA;6;12
S-07007;345;EQUADOR;6;6
S-07007;228;MARROC;47;34
S-07007;227;MALI;10;3
S-07007;128;ROMANIA;5;4
S-07007;115;ITALIA;4;4
S-07007;321;HONDURES;12;24
S-07007;410;INDIA;15;9
S-07007;317;EL SALVADOR;5;4
S-07008;;ALTRES;35;34
S-07008;407;XINA;35;36
S-07008;341;BOLIVIA;3;11
S-07008;128;ROMANIA;7;6
S-07008;404;BANGLA DESH;22;12
S-07008;135;UCRAINA;7;9
S-07008;426;PAKISTAN;89;58
S-07008;347;PARAGUAI;6;4
S-07008;410;INDIA;26;15
S-07008;345;EQUADOR;15;11
S-07008;326;REPUBLICA DOMINICANA;4;3
S-07008;228;MARROC;81;67
S-07008;321;HONDURES;8;27
S-07008;343;COLOMBIA;4;8
S-07008;108;ESPANYA;516;486
S-07008;348;PERU;6;4
S-07008;154;RUSSIA;7;10
S-07008;234;NIGERIA;4;3
S-07009;407;XINA;9;9
S-07009;128;ROMANIA;7;6
S-07009;351;VENEÇUELA;3;4
S-07009;234;NIGERIA;4;3
S-07009;108;ESPANYA;717;737
S-07009;;ALTRES;36;41
S-07009;228;MARROC;33;37
S-07009;321;HONDURES;3;9
S-07009;154;RUSSIA;3;3
S-07009;410;INDIA;16;8
S-07009;426;PAKISTAN;12;7
S-07010;228;MARROC;35;29
S-07010;108;ESPANYA;352;384
S-07010;426;PAKISTAN;23;8
S-07010;407;XINA;14;10
S-07010;321;HONDURES;11;12
S-07010;351;VENEÇUELA;4;3
S-07010;135;UCRAINA;5;3
S-07010;343;COLOMBIA;3;3
S-07010;;ALTRES;38;31
S-07011;348;PERU;6;3
S-07011;154;RUSSIA;3;5
S-07011;321;HONDURES;7;12
S-07011;351;VENEÇUELA;6;4
S-07011;426;PAKISTAN;15;6
S-07011;108;ESPANYA;865;954
S-07011;407;XINA;27;30
S-07011;228;MARROC;40;39
S-07011;;ALTRES;35;51
S-07013;340;ARGENTINA;4;6
S-07013;234;NIGERIA;14;10
S-07013;410;INDIA;11;11
S-07013;227;MALI;3;3
S-07013;321;HONDURES;11;33
S-07013;154;RUSSIA;7;10
S-07013;228;MARROC;126;106
S-07013;426;PAKISTAN;108;65
S-07013;203;ALGERIA;4;3
S-07013;108;ESPANYA;802;758
S-07013;343;COLOMBIA;9;11
S-07013;348;PERU;4;5
S-07013;128;ROMANIA;11;9
S-07013;326;REPUBLICA DOMINICANA;8;3
S-07013;345;EQUADOR;17;12
S-07013;;ALTRES;52;41
S-07013;115;ITALIA;5;3
S-07013;347;PARAGUAI;4;5
S-07013;407;XINA;57;57
S-07014;404;BANGLA DESH;5;4
S-07014;115;ITALIA;5;6
S-07014;407;XINA;13;17
S-07014;154;RUSSIA;5;3
S-07014;228;MARROC;87;70
S-07014;108;ESPANYA;714;731
S-07014;426;PAKISTAN;9;3
S-07014;;ALTRES;22;34
S-07014;341;BOLIVIA;6;8
S-07014;128;ROMANIA;3;4
S-07014;410;INDIA;8;3
S-07015;407;XINA;23;28
S-07015;108;ESPANYA;355;357
S-07015;128;ROMANIA;5;6
S-07015;410;INDIA;13;8
S-07015;343;COLOMBIA;4;3
S-07015;404;BANGLA DESH;7;7
S-07015;228;MARROC;71;69
S-07015;426;PAKISTAN;52;27
S-07015;;ALTRES;23;33
S-07017;341;BOLIVIA;18;15
S-07017;340;ARGENTINA;4;3
S-07017;135;UCRAINA;11;6
S-07017;407;XINA;67;50
S-07017;424;NEPAL;6;5
S-07017;326;REPUBLICA DOMINICANA;11;8
S-07017;228;MARROC;176;112
S-07017;345;EQUADOR;17;17
S-07017;234;NIGERIA;5;6
S-07017;342;BRASIL;5;4
S-07017;351;VENEÇUELA;4;3
S-07017;426;PAKISTAN;213;118
S-07017;;ALTRES;64;30
S-07017;404;BANGLA DESH;26;12
S-07017;115;ITALIA;3;3
S-07017;343;COLOMBIA;6;4
S-07017;321;HONDURES;13;34
S-07017;108;ESPANYA;1.051;1.164
S-07017;410;INDIA;30;22
S-07017;348;PERU;9;5
S-07017;128;ROMANIA;18;16
S-07017;154;RUSSIA;6;7
S-07018;108;ESPANYA;710;710
S-07018;;ALTRES;11;18
S-07020;410;INDIA;5;7
S-07020;343;COLOMBIA;4;3
S-07020;348;PERU;6;6
S-07020;426;PAKISTAN;13;9
S-07020;154;RUSSIA;3;6
S-07020;321;HONDURES;3;14
S-07020;424;NEPAL;3;4
S-07020;;ALTRES;28;20
S-07020;108;ESPANYA;564;659
S-07020;407;XINA;26;23
S-07020;228;MARROC;13;9
S-07021;343;COLOMBIA;4;3
S-07021;407;XINA;22;19
S-07021;;ALTRES;33;28
S-07021;108;ESPANYA;365;429
S-07021;321;HONDURES;3;5
S-07021;135;UCRAINA;3;3
S-07021;228;MARROC;17;8
S-07022;;ALTRES;30;30
S-07022;154;RUSSIA;3;4
S-07022;108;ESPANYA;313;358
S-07022;139;GEORGIA;3;6
S-07022;407;XINA;6;6
S-07023;407;XINA;18;23
S-07023;108;ESPANYA;922;992
S-07023;115;ITALIA;9;7
S-07023;;ALTRES;25;37
S-07023;228;MARROC;4;4
S-07023;135;UCRAINA;5;10
S-07023;343;COLOMBIA;3;3
S-07023;154;RUSSIA;6;7
S-07023;321;HONDURES;4;6
S-07023;340;ARGENTINA;8;11
S-07024;345;EQUADOR;7;6
S-07024;351;VENEÇUELA;6;8
S-07024;323;NICARAGUA;6;3
S-07024;128;ROMANIA;8;8
S-07024;341;BOLIVIA;8;8
S-07024;321;HONDURES;6;7
S-07024;426;PAKISTAN;12;8
S-07024;410;INDIA;11;10
S-07024;317;EL SALVADOR;4;5
S-07024;407;XINA;8;9
S-07024;;ALTRES;19;21
S-07024;343;COLOMBIA;9;4
S-07024;108;ESPANYA;785;795
S-07024;135;UCRAINA;5;5
S-07024;228;MARROC;39;18
S-07024;347;PARAGUAI;3;10
S-07024;115;ITALIA;3;5
S-07028;321;HONDURES;15;29
S-07028;228;MARROC;34;33
S-07028;148;ARMENIA;4;5
S-07028;108;ESPANYA;771;829
S-07028;426;PAKISTAN;71;50
S-07028;341;BOLIVIA;15;12
S-07028;;ALTRES;32;33
S-07028;345;EQUADOR;11;9
S-07028;343;COLOMBIA;10;10
S-07028;348;PERU;8;6
S-07028;410;INDIA;6;5
S-07028;407;XINA;40;37
S-07028;128;ROMANIA;5;7
S-07028;351;VENEÇUELA;10;9
S-07028;139;GEORGIA;5;3
S-07029;228;MARROC;5;4
S-07029;108;ESPANYA;957;973
S-07029;;ALTRES;26;35
S-07030;407;XINA;9;7
S-07030;;ALTRES;17;13
S-07030;108;ESPANYA;947;935
S-07030;128;ROMANIA;4;3
S-07031;108;ESPANYA;593;633
S-07031;;ALTRES;11;18
S-08001;326;REPUBLICA DOMINICANA;13;10
S-08001;343;COLOMBIA;6;7
S-08001;135;UCRAINA;3;9
S-08001;348;PERU;3;3
S-08001;426;PAKISTAN;69;47
S-08001;321;HONDURES;8;24
S-08001;410;INDIA;55;27
S-08001;128;ROMANIA;4;3
S-08001;345;EQUADOR;16;7
S-08001;108;ESPANYA;940;923
S-08001;404;BANGLA DESH;33;9
S-08001;228;MARROC;127;99
S-08001;407;XINA;138;113
S-08001;;ALTRES;27;35
S-08001;341;BOLIVIA;6;8
S-08002;108;ESPANYA;1.046;1.133
S-08002;407;XINA;47;38
S-08002;;ALTRES;22;37
S-08002;228;MARROC;20;19
S-08002;317;EL SALVADOR;3;5
S-08002;321;HONDURES;5;18
S-08002;404;BANGLA DESH;16;7
S-08002;410;INDIA;6;4
S-08002;326;REPUBLICA DOMINICANA;6;6
S-08002;154;RUSSIA;3;4
S-08002;426;PAKISTAN;17;4
S-08002;343;COLOMBIA;6;6
S-08002;345;EQUADOR;8;6
S-08003;;ALTRES;36;27
S-08003;154;RUSSIA;3;6
S-08003;135;UCRAINA;3;3
S-08003;104;BULGARIA;4;4
S-08003;351;VENEÇUELA;3;5
S-08003;321;HONDURES;4;6
S-08003;128;ROMANIA;4;9
S-08003;228;MARROC;30;20
S-08003;108;ESPANYA;896;937
S-08003;404;BANGLA DESH;6;6
S-08003;426;PAKISTAN;12;10
S-08003;410;INDIA;12;8
S-08003;341;BOLIVIA;5;12
S-08003;407;XINA;20;20
S-08003;340;ARGENTINA;6;3
S-08004;108;ESPANYA;314;355
S-08004;351;VENEÇUELA;5;4
S-08004;407;XINA;31;33
S-08004;;ALTRES;12;13
S-08005;426;PAKISTAN;13;10
S-08005;;ALTRES;37;29
S-08005;108;ESPANYA;423;418
S-08005;407;XINA;8;10
S-08005;228;MARROC;12;11
S-08006;108;ESPANYA;738;810
S-08006;;ALTRES;12;19
S-08006;343;COLOMBIA;3;4
S-08006;228;MARROC;3;3
S-08006;351;VENEÇUELA;3;3
S-08007;343;COLOMBIA;3;9
S-08007;228;MARROC;22;27
S-08007;108;ESPANYA;575;592
S-08007;426;PAKISTAN;19;11
S-08007;;ALTRES;26;35
S-08007;350;URUGUAI;3;4
S-08007;407;XINA;24;24
S-08008;410;INDIA;13;7
S-08008;351;VENEÇUELA;5;4
S-08008;426;PAKISTAN;8;8
S-08008;228;MARROC;18;18
S-08008;342;BRASIL;3;3
S-08008;108;ESPANYA;846;858
S-08008;;ALTRES;29;32
S-08008;343;COLOMBIA;5;5
S-08008;321;HONDURES;4;7
S-08008;341;BOLIVIA;3;5
S-08008;407;XINA;40;49
S-08009;351;VENEÇUELA;8;3
S-08009;407;XINA;12;14
S-08009;;ALTRES;24;29
S-08009;108;ESPANYA;555;595
S-08009;128;ROMANIA;6;3
S-08011;228;MARROC;9;3
S-08011;;ALTRES;20;28
S-08011;108;ESPANYA;396;406
S-08011;407;XINA;4;4
S-08012;;ALTRES;28;35
S-08012;410;INDIA;6;5
S-08012;228;MARROC;5;9
S-08012;108;ESPANYA;1.199;1.257
S-08012;407;XINA;12;13
S-08013;108;ESPANYA;486;451
S-08013;;ALTRES;13;12
S-09001;321;HONDURES;33;58
S-09001;139;GEORGIA;10;12
S-09001;154;RUSSIA;4;10
S-09001;228;MARROC;62;68
S-09001;326;REPUBLICA DOMINICANA;5;6
S-09001;128;ROMANIA;7;6
S-09001;345;EQUADOR;10;6
S-09001;410;INDIA;14;11
S-09001;323;NICARAGUA;4;9
S-09001;407;XINA;48;49
S-09001;108;ESPANYA;665;742
S-09001;115;ITALIA;3;8
S-09001;404;BANGLA DESH;13;10
S-09001;351;VENEÇUELA;4;5
S-09001;343;COLOMBIA;7;5
S-09001;341;BOLIVIA;18;21
S-09001;348;PERU;8;8
S-09001;135;UCRAINA;6;10
S-09001;347;PARAGUAI;4;12
S-09001;426;PAKISTAN;189;94
S-09001;;ALTRES;28;27
S-09002;;ALTRES;26;23
S-09002;345;EQUADOR;5;5
S-09002;410;INDIA;6;7
S-09002;128;ROMANIA;12;11
S-09002;343;COLOMBIA;9;5
S-09002;326;REPUBLICA DOMINICANA;4;4
S-09002;228;MARROC;21;23
S-09002;404;BANGLA DESH;8;3
S-09002;148;ARMENIA;4;5
S-09002;108;ESPANYA;632;653
S-09002;407;XINA;47;51
S-09002;341;BOLIVIA;9;9
S-09002;321;HONDURES;10;10
S-09002;426;PAKISTAN;245;108
S-09003;343;COLOMBIA;5;3
S-09003;426;PAKISTAN;44;28
S-09003;404;BANGLA DESH;6;3
S-09003;108;ESPANYA;442;423
S-09003;;ALTRES;40;32
S-09003;228;MARROC;18;20
S-09003;341;BOLIVIA;7;5
